	mass 2.0_time	mass 2.0_value	mass 4.0_time	mass 4.0_value	mass 5.5_time	mass 5.5_value	mass 12.0_time	mass 12.0_value	mass 15.0_time	mass 15.0_value	mass 16.0_time	mass 16.0_value	mass 18.0_time	mass 18.0_value	mass 28.0_time	mass 28.0_value	mass 32.0_time	mass 32.0_value	mass 40.0_time	mass 40.0_value	mass 44.0_time	mass 44.0_value
313	2023/01/16 14:03:25.607	1.2083e-10	2023/01/16 14:03:25.857	3.69e-14	2023/01/16 14:03:26.107	3.78e-14	2023/01/16 14:03:26.357	2.953e-13	2023/01/16 14:03:26.607	1.802e-13	2023/01/16 14:03:26.857	6.888e-13	2023/01/16 14:03:27.108	1.624e-12	2023/01/16 14:03:27.358	1.4866e-12	2023/01/16 14:03:27.608	1.622e-13	2023/01/16 14:03:27.858	2.95e-14	2023/01/16 14:03:28.609	2.408e-11
314	2023/01/16 14:03:32.002	1.21523e-10	2023/01/16 14:03:32.252	2.46e-14	2023/01/16 14:03:32.502	3.02e-14	2023/01/16 14:03:32.752	3.051e-13	2023/01/16 14:03:33.002	1.834e-13	2023/01/16 14:03:33.253	6.868e-13	2023/01/16 14:03:33.503	1.6594e-12	2023/01/16 14:03:33.753	1.4434e-12	2023/01/16 14:03:34.003	1.762e-13	2023/01/16 14:03:34.253	3.56e-14	2023/01/16 14:03:35.004	2.40262e-11
315	2023/01/16 14:03:38.397	1.21453e-10	2023/01/16 14:03:38.647	5.17e-14	2023/01/16 14:03:38.897	1.74e-14	2023/01/16 14:03:39.147	3.106e-13	2023/01/16 14:03:39.397	1.787e-13	2023/01/16 14:03:39.648	6.81e-13	2023/01/16 14:03:39.898	1.6636e-12	2023/01/16 14:03:40.148	1.4661e-12	2023/01/16 14:03:40.398	1.772e-13	2023/01/16 14:03:40.648	3.33e-14	2023/01/16 14:03:41.399	2.41337e-11
316	2023/01/16 14:03:44.792	1.20754e-10	2023/01/16 14:03:45.042	2.67e-14	2023/01/16 14:03:45.292	3.03e-14	2023/01/16 14:03:45.542	2.954e-13	2023/01/16 14:03:45.792	1.847e-13	2023/01/16 14:03:46.043	6.782e-13	2023/01/16 14:03:46.293	1.6684e-12	2023/01/16 14:03:46.543	1.4384e-12	2023/01/16 14:03:46.793	1.741e-13	2023/01/16 14:03:47.043	3.92e-14	2023/01/16 14:03:47.794	2.41337e-11
317	2023/01/16 14:03:51.187	1.21598e-10	2023/01/16 14:03:51.437	4.47e-14	2023/01/16 14:03:51.687	3.89e-14	2023/01/16 14:03:51.937	3.258e-13	2023/01/16 14:03:52.187	1.612e-13	2023/01/16 14:03:52.438	6.313e-13	2023/01/16 14:03:52.688	1.6699e-12	2023/01/16 14:03:52.938	1.473e-12	2023/01/16 14:03:53.188	1.616e-13	2023/01/16 14:03:53.438	2.74e-14	2023/01/16 14:03:54.189	2.42412e-11
318	2023/01/16 14:03:57.582	1.21125e-10	2023/01/16 14:03:57.832	3.24e-14	2023/01/16 14:03:58.082	3.57e-14	2023/01/16 14:03:58.332	3.005e-13	2023/01/16 14:03:58.582	1.594e-13	2023/01/16 14:03:58.833	6.45e-13	2023/01/16 14:03:59.083	1.6295e-12	2023/01/16 14:03:59.333	1.4883e-12	2023/01/16 14:03:59.583	1.815e-13	2023/01/16 14:03:59.833	3.78e-14	2023/01/16 14:04:00.585	2.3865e-11
319	2023/01/16 14:04:03.978	1.20813e-10	2023/01/16 14:04:04.228	4.64e-14	2023/01/16 14:04:04.478	2.86e-14	2023/01/16 14:04:04.728	3.067e-13	2023/01/16 14:04:04.978	1.711e-13	2023/01/16 14:04:05.228	6.57e-13	2023/01/16 14:04:05.479	1.6484e-12	2023/01/16 14:04:05.729	1.4871e-12	2023/01/16 14:04:05.980	1.727e-13	2023/01/16 14:04:06.230	2.81e-14	2023/01/16 14:04:06.981	2.39187e-11
320	2023/01/16 14:04:10.374	1.21066e-10	2023/01/16 14:04:10.624	3.65e-14	2023/01/16 14:04:10.874	2.86e-14	2023/01/16 14:04:11.125	3.158e-13	2023/01/16 14:04:11.375	2.001e-13	2023/01/16 14:04:11.625	6.724e-13	2023/01/16 14:04:11.875	1.6643e-12	2023/01/16 14:04:12.125	1.5092e-12	2023/01/16 14:04:12.376	1.574e-13	2023/01/16 14:04:12.626	4.92e-14	2023/01/16 14:04:13.377	2.40262e-11
321	2023/01/16 14:04:16.770	1.21426e-10	2023/01/16 14:04:17.020	2.61e-14	2023/01/16 14:04:17.270	3.53e-14	2023/01/16 14:04:17.520	3.064e-13	2023/01/16 14:04:17.770	1.799e-13	2023/01/16 14:04:18.021	6.691e-13	2023/01/16 14:04:18.271	1.6412e-12	2023/01/16 14:04:18.521	1.5034e-12	2023/01/16 14:04:18.772	1.768e-13	2023/01/16 14:04:19.022	3.46e-14	2023/01/16 14:04:19.773	2.41337e-11
322	2023/01/16 14:04:23.166	1.2126e-10	2023/01/16 14:04:23.416	3.19e-14	2023/01/16 14:04:23.666	2.89e-14	2023/01/16 14:04:23.917	3.074e-13	2023/01/16 14:04:24.167	1.658e-13	2023/01/16 14:04:24.417	6.964e-13	2023/01/16 14:04:24.667	1.5993e-12	2023/01/16 14:04:24.917	1.4508e-12	2023/01/16 14:04:25.168	1.438e-13	2023/01/16 14:04:25.418	4.65e-14	2023/01/16 14:04:26.169	2.408e-11
323	2023/01/16 14:04:29.562	1.21147e-10	2023/01/16 14:04:29.812	3.2e-14	2023/01/16 14:04:30.062	2.66e-14	2023/01/16 14:04:30.312	3.261e-13	2023/01/16 14:04:30.562	1.817e-13	2023/01/16 14:04:30.812	6.853e-13	2023/01/16 14:04:31.063	1.6757e-12	2023/01/16 14:04:31.313	1.4733e-12	2023/01/16 14:04:31.563	1.681e-13	2023/01/16 14:04:31.813	3.07e-14	2023/01/16 14:04:32.564	2.37575e-11
324	2023/01/16 14:04:35.957	1.2112e-10	2023/01/16 14:04:36.207	4.16e-14	2023/01/16 14:04:36.457	3.42e-14	2023/01/16 14:04:36.707	3.055e-13	2023/01/16 14:04:36.957	1.838e-13	2023/01/16 14:04:37.208	6.345e-13	2023/01/16 14:04:37.458	1.6786e-12	2023/01/16 14:04:37.708	1.4817e-12	2023/01/16 14:04:37.958	1.734e-13	2023/01/16 14:04:38.208	3.72e-14	2023/01/16 14:04:38.960	2.39187e-11
325	2023/01/16 14:04:42.353	1.20722e-10	2023/01/16 14:04:42.603	4.25e-14	2023/01/16 14:04:42.853	3.45e-14	2023/01/16 14:04:43.103	3.189e-13	2023/01/16 14:04:43.353	1.632e-13	2023/01/16 14:04:43.603	6.48e-13	2023/01/16 14:04:43.854	1.6425e-12	2023/01/16 14:04:44.104	1.4507e-12	2023/01/16 14:04:44.355	1.824e-13	2023/01/16 14:04:44.605	4.55e-14	2023/01/16 14:04:45.356	2.41337e-11
326	2023/01/16 14:04:48.749	1.2112e-10	2023/01/16 14:04:48.999	3.25e-14	2023/01/16 14:04:49.249	3.98e-14	2023/01/16 14:04:49.500	3.285e-13	2023/01/16 14:04:49.750	1.698e-13	2023/01/16 14:04:50.000	6.609e-13	2023/01/16 14:04:50.250	1.6483e-12	2023/01/16 14:04:50.500	1.478e-12	2023/01/16 14:04:50.751	1.879e-13	2023/01/16 14:04:51.001	3.03e-14	2023/01/16 14:04:51.752	2.4295e-11
327	2023/01/16 14:04:55.145	1.2119e-10	2023/01/16 14:04:55.395	4.78e-14	2023/01/16 14:04:55.645	4.4e-14	2023/01/16 14:04:55.895	3.135e-13	2023/01/16 14:04:56.145	1.778e-13	2023/01/16 14:04:56.396	6.712e-13	2023/01/16 14:04:56.646	1.6048e-12	2023/01/16 14:04:56.896	1.4358e-12	2023/01/16 14:04:57.147	1.776e-13	2023/01/16 14:04:57.397	2.57e-14	2023/01/16 14:04:58.148	2.4295e-11
328	2023/01/16 14:05:01.541	1.21496e-10	2023/01/16 14:05:01.791	2.71e-14	2023/01/16 14:05:02.041	3.9e-14	2023/01/16 14:05:02.292	2.906e-13	2023/01/16 14:05:02.542	1.955e-13	2023/01/16 14:05:02.792	6.609e-13	2023/01/16 14:05:03.042	1.6334e-12	2023/01/16 14:05:03.292	1.4667e-12	2023/01/16 14:05:03.543	1.805e-13	2023/01/16 14:05:03.793	3.19e-14	2023/01/16 14:05:04.544	2.3865e-11
329	2023/01/16 14:05:07.937	1.20803e-10	2023/01/16 14:05:08.187	2.57e-14	2023/01/16 14:05:08.437	2.18e-14	2023/01/16 14:05:08.687	3.196e-13	2023/01/16 14:05:08.937	1.64e-13	2023/01/16 14:05:09.188	6.4e-13	2023/01/16 14:05:09.438	1.5888e-12	2023/01/16 14:05:09.688	1.4896e-12	2023/01/16 14:05:09.938	1.775e-13	2023/01/16 14:05:10.188	2.55e-14	2023/01/16 14:05:10.939	2.39187e-11
330	2023/01/16 14:05:14.332	1.21147e-10	2023/01/16 14:05:14.582	2.95e-14	2023/01/16 14:05:14.832	2.22e-14	2023/01/16 14:05:15.082	3.24e-13	2023/01/16 14:05:15.332	1.644e-13	2023/01/16 14:05:15.582	6.712e-13	2023/01/16 14:05:15.833	1.6407e-12	2023/01/16 14:05:16.083	1.4194e-12	2023/01/16 14:05:16.333	1.729e-13	2023/01/16 14:05:16.583	2.88e-14	2023/01/16 14:05:17.334	2.38112e-11
331	2023/01/16 14:05:20.727	1.20787e-10	2023/01/16 14:05:20.977	3.16e-14	2023/01/16 14:05:21.227	3.68e-14	2023/01/16 14:05:21.477	3.162e-13	2023/01/16 14:05:21.727	1.863e-13	2023/01/16 14:05:21.978	6.354e-13	2023/01/16 14:05:22.228	1.609e-12	2023/01/16 14:05:22.478	1.4563e-12	2023/01/16 14:05:22.728	1.787e-13	2023/01/16 14:05:22.978	3.5e-14	2023/01/16 14:05:23.729	2.40262e-11
332	2023/01/16 14:05:27.122	1.21023e-10	2023/01/16 14:05:27.372	3.35e-14	2023/01/16 14:05:27.622	2.27e-14	2023/01/16 14:05:27.872	3.132e-13	2023/01/16 14:05:28.122	1.764e-13	2023/01/16 14:05:28.373	6.647e-13	2023/01/16 14:05:28.623	1.685e-12	2023/01/16 14:05:28.873	1.4247e-12	2023/01/16 14:05:29.123	1.7e-13	2023/01/16 14:05:29.373	2.89e-14	2023/01/16 14:05:30.124	2.39725e-11
333	2023/01/16 14:05:33.517	1.21222e-10	2023/01/16 14:05:33.767	2.31e-14	2023/01/16 14:05:34.017	4.11e-14	2023/01/16 14:05:34.267	2.939e-13	2023/01/16 14:05:34.517	1.948e-13	2023/01/16 14:05:34.768	6.46e-13	2023/01/16 14:05:35.018	1.6736e-12	2023/01/16 14:05:35.268	1.5116e-12	2023/01/16 14:05:35.518	1.68e-13	2023/01/16 14:05:35.768	2.58e-14	2023/01/16 14:05:36.519	2.40262e-11
334	2023/01/16 14:05:39.912	1.20813e-10	2023/01/16 14:05:40.162	3.77e-14	2023/01/16 14:05:40.412	4.11e-14	2023/01/16 14:05:40.662	3.396e-13	2023/01/16 14:05:40.912	1.861e-13	2023/01/16 14:05:41.162	6.55e-13	2023/01/16 14:05:41.413	1.6252e-12	2023/01/16 14:05:41.663	1.4062e-12	2023/01/16 14:05:41.913	1.673e-13	2023/01/16 14:05:42.163	2.36e-14	2023/01/16 14:05:42.914	2.3865e-11
335	2023/01/16 14:05:46.307	1.20738e-10	2023/01/16 14:05:46.557	4.5e-14	2023/01/16 14:05:46.807	3.73e-14	2023/01/16 14:05:47.057	3.179e-13	2023/01/16 14:05:47.307	1.656e-13	2023/01/16 14:05:47.558	6.783e-13	2023/01/16 14:05:47.808	1.6173e-12	2023/01/16 14:05:48.058	1.4709e-12	2023/01/16 14:05:48.308	1.762e-13	2023/01/16 14:05:48.558	3.84e-14	2023/01/16 14:05:49.309	2.40262e-11
336	2023/01/16 14:05:52.702	1.20867e-10	2023/01/16 14:05:52.952	4.28e-14	2023/01/16 14:05:53.202	2.69e-14	2023/01/16 14:05:53.452	2.919e-13	2023/01/16 14:05:53.702	1.797e-13	2023/01/16 14:05:53.953	6.426e-13	2023/01/16 14:05:54.203	1.6886e-12	2023/01/16 14:05:54.453	1.4582e-12	2023/01/16 14:05:54.703	1.777e-13	2023/01/16 14:05:54.953	3.66e-14	2023/01/16 14:05:55.704	2.41875e-11
337	2023/01/16 14:05:59.097	1.20856e-10	2023/01/16 14:05:59.347	2.4e-14	2023/01/16 14:05:59.597	3.12e-14	2023/01/16 14:05:59.847	3.009e-13	2023/01/16 14:06:00.097	1.808e-13	2023/01/16 14:06:00.348	6.789e-13	2023/01/16 14:06:00.598	1.6548e-12	2023/01/16 14:06:00.848	1.4772e-12	2023/01/16 14:06:01.098	1.866e-13	2023/01/16 14:06:01.348	2.8e-14	2023/01/16 14:06:02.099	2.38112e-11
338	2023/01/16 14:06:05.492	1.21405e-10	2023/01/16 14:06:05.742	4.12e-14	2023/01/16 14:06:05.992	2.67e-14	2023/01/16 14:06:06.242	2.845e-13	2023/01/16 14:06:06.492	1.755e-13	2023/01/16 14:06:06.743	6.824e-13	2023/01/16 14:06:06.993	1.6563e-12	2023/01/16 14:06:07.243	1.4373e-12	2023/01/16 14:06:07.493	1.874e-13	2023/01/16 14:06:07.743	2.92e-14	2023/01/16 14:06:08.495	2.40262e-11
339	2023/01/16 14:06:11.888	1.20781e-10	2023/01/16 14:06:12.138	4.24e-14	2023/01/16 14:06:12.388	3.39e-14	2023/01/16 14:06:12.638	3.311e-13	2023/01/16 14:06:12.888	1.688e-13	2023/01/16 14:06:13.139	6.686e-13	2023/01/16 14:06:13.389	1.6177e-12	2023/01/16 14:06:13.639	1.457e-12	2023/01/16 14:06:13.890	1.684e-13	2023/01/16 14:06:14.140	3.13e-14	2023/01/16 14:06:14.891	2.39725e-11
340	2023/01/16 14:06:18.284	1.2083e-10	2023/01/16 14:06:18.534	3.48e-14	2023/01/16 14:06:18.784	2.74e-14	2023/01/16 14:06:19.035	2.94e-13	2023/01/16 14:06:19.285	1.804e-13	2023/01/16 14:06:19.535	6.797e-13	2023/01/16 14:06:19.785	1.6474e-12	2023/01/16 14:06:20.035	1.4913e-12	2023/01/16 14:06:20.286	1.753e-13	2023/01/16 14:06:20.536	2.95e-14	2023/01/16 14:06:21.287	2.39725e-11
341	2023/01/16 14:06:24.680	1.21093e-10	2023/01/16 14:06:24.930	4.44e-14	2023/01/16 14:06:25.180	4.11e-14	2023/01/16 14:06:25.430	3.045e-13	2023/01/16 14:06:25.680	1.831e-13	2023/01/16 14:06:25.931	6.491e-13	2023/01/16 14:06:26.181	1.6545e-12	2023/01/16 14:06:26.431	1.4778e-12	2023/01/16 14:06:26.682	1.742e-13	2023/01/16 14:06:26.932	3.16e-14	2023/01/16 14:06:27.683	2.41337e-11
342	2023/01/16 14:06:31.076	1.21362e-10	2023/01/16 14:06:31.326	3.64e-14	2023/01/16 14:06:31.576	2.74e-14	2023/01/16 14:06:31.827	3.137e-13	2023/01/16 14:06:32.077	1.82e-13	2023/01/16 14:06:32.327	6.63e-13	2023/01/16 14:06:32.577	1.6374e-12	2023/01/16 14:06:32.827	1.4043e-12	2023/01/16 14:06:33.078	1.893e-13	2023/01/16 14:06:33.328	3.36e-14	2023/01/16 14:06:34.079	2.41337e-11
343	2023/01/16 14:06:37.472	1.21125e-10	2023/01/16 14:06:37.722	3.5e-14	2023/01/16 14:06:37.972	3.59e-14	2023/01/16 14:06:38.222	3.22e-13	2023/01/16 14:06:38.472	1.7e-13	2023/01/16 14:06:38.723	6.323e-13	2023/01/16 14:06:38.973	1.6439e-12	2023/01/16 14:06:39.223	1.3962e-12	2023/01/16 14:06:39.473	1.803e-13	2023/01/16 14:06:39.723	2.71e-14	2023/01/16 14:06:40.475	2.40262e-11
344	2023/01/16 14:06:43.868	1.20663e-10	2023/01/16 14:06:44.118	3.65e-14	2023/01/16 14:06:44.368	4.23e-14	2023/01/16 14:06:44.618	3.018e-13	2023/01/16 14:06:44.868	1.836e-13	2023/01/16 14:06:45.119	6.572e-13	2023/01/16 14:06:45.369	1.6297e-12	2023/01/16 14:06:45.619	1.4502e-12	2023/01/16 14:06:45.870	1.737e-13	2023/01/16 14:06:46.120	3e-14	2023/01/16 14:06:46.871	2.37575e-11
345	2023/01/16 14:06:50.264	1.20819e-10	2023/01/16 14:06:50.514	3.41e-14	2023/01/16 14:06:50.764	3.83e-14	2023/01/16 14:06:51.015	3.104e-13	2023/01/16 14:06:51.265	1.774e-13	2023/01/16 14:06:51.515	6.851e-13	2023/01/16 14:06:51.765	1.6443e-12	2023/01/16 14:06:52.015	1.4944e-12	2023/01/16 14:06:52.266	1.696e-13	2023/01/16 14:06:52.516	3.39e-14	2023/01/16 14:06:53.268	2.42412e-11
346	2023/01/16 14:06:56.661	1.2127e-10	2023/01/16 14:06:56.911	2.58e-14	2023/01/16 14:06:57.161	4.14e-14	2023/01/16 14:06:57.412	3.189e-13	2023/01/16 14:06:57.662	1.635e-13	2023/01/16 14:06:57.912	6.547e-13	2023/01/16 14:06:58.162	1.638e-12	2023/01/16 14:06:58.412	1.4683e-12	2023/01/16 14:06:58.663	1.525e-13	2023/01/16 14:06:58.913	2.58e-14	2023/01/16 14:06:59.664	2.43487e-11
347	2023/01/16 14:07:03.057	1.2134e-10	2023/01/16 14:07:03.307	2.94e-14	2023/01/16 14:07:03.557	4.47e-14	2023/01/16 14:07:03.807	3.056e-13	2023/01/16 14:07:04.057	1.73e-13	2023/01/16 14:07:04.308	6.8e-13	2023/01/16 14:07:04.558	1.6614e-12	2023/01/16 14:07:04.808	1.4715e-12	2023/01/16 14:07:05.058	1.623e-13	2023/01/16 14:07:05.308	2.73e-14	2023/01/16 14:07:06.060	2.46175e-11
348	2023/01/16 14:07:09.453	1.20964e-10	2023/01/16 14:07:09.703	5.11e-14	2023/01/16 14:07:09.953	3.36e-14	2023/01/16 14:07:10.203	3.095e-13	2023/01/16 14:07:10.453	2e-13	2023/01/16 14:07:10.704	6.826e-13	2023/01/16 14:07:10.954	1.6416e-12	2023/01/16 14:07:11.204	1.4675e-12	2023/01/16 14:07:11.455	1.906e-13	2023/01/16 14:07:11.705	3.91e-14	2023/01/16 14:07:12.456	2.44562e-11
349	2023/01/16 14:07:15.849	1.21308e-10	2023/01/16 14:07:16.099	3.94e-14	2023/01/16 14:07:16.349	2.45e-14	2023/01/16 14:07:16.600	3.12e-13	2023/01/16 14:07:16.850	1.602e-13	2023/01/16 14:07:17.100	6.488e-13	2023/01/16 14:07:17.350	1.7179e-12	2023/01/16 14:07:17.600	1.4544e-12	2023/01/16 14:07:17.851	1.807e-13	2023/01/16 14:07:18.101	3.16e-14	2023/01/16 14:07:18.853	2.44025e-11
350	2023/01/16 14:07:22.246	1.21437e-10	2023/01/16 14:07:22.496	2.67e-14	2023/01/16 14:07:22.746	2.62e-14	2023/01/16 14:07:22.997	2.847e-13	2023/01/16 14:07:23.247	1.572e-13	2023/01/16 14:07:23.497	6.608e-13	2023/01/16 14:07:23.747	1.678e-12	2023/01/16 14:07:23.997	1.4565e-12	2023/01/16 14:07:24.248	1.84e-13	2023/01/16 14:07:24.498	4.43e-14	2023/01/16 14:07:25.249	2.3865e-11
351	2023/01/16 14:07:28.642	1.20453e-10	2023/01/16 14:07:28.892	5.03e-14	2023/01/16 14:07:29.142	4.56e-14	2023/01/16 14:07:29.392	3.201e-13	2023/01/16 14:07:29.642	1.823e-13	2023/01/16 14:07:29.893	6.351e-13	2023/01/16 14:07:30.143	1.6593e-12	2023/01/16 14:07:30.393	1.4653e-12	2023/01/16 14:07:30.643	1.805e-13	2023/01/16 14:07:30.893	3.95e-14	2023/01/16 14:07:31.645	2.37575e-11
352	2023/01/16 14:07:35.038	1.20109e-10	2023/01/16 14:07:35.288	2.61e-14	2023/01/16 14:07:35.538	4.73e-14	2023/01/16 14:07:35.788	3.086e-13	2023/01/16 14:07:36.038	1.614e-13	2023/01/16 14:07:36.289	6.471e-13	2023/01/16 14:07:36.539	1.6499e-12	2023/01/16 14:07:36.789	1.4199e-12	2023/01/16 14:07:37.040	1.865e-13	2023/01/16 14:07:37.290	1.47e-14	2023/01/16 14:07:38.041	2.39725e-11
353	2023/01/16 14:07:41.434	1.20539e-10	2023/01/16 14:07:41.684	4.14e-14	2023/01/16 14:07:41.934	2.68e-14	2023/01/16 14:07:42.185	3.082e-13	2023/01/16 14:07:42.435	1.721e-13	2023/01/16 14:07:42.685	6.478e-13	2023/01/16 14:07:42.935	1.6064e-12	2023/01/16 14:07:43.185	1.4549e-12	2023/01/16 14:07:43.436	1.701e-13	2023/01/16 14:07:43.686	3.2e-14	2023/01/16 14:07:44.438	2.408e-11
354	2023/01/16 14:07:47.831	1.20394e-10	2023/01/16 14:07:48.081	2.83e-14	2023/01/16 14:07:48.331	3.61e-14	2023/01/16 14:07:48.582	2.905e-13	2023/01/16 14:07:48.832	1.852e-13	2023/01/16 14:07:49.082	6.655e-13	2023/01/16 14:07:49.332	1.6276e-12	2023/01/16 14:07:49.582	1.5466e-12	2023/01/16 14:07:49.833	1.605e-13	2023/01/16 14:07:50.083	4e-14	2023/01/16 14:07:50.834	2.39187e-11
355	2023/01/16 14:07:54.227	1.20615e-10	2023/01/16 14:07:54.477	2.53e-14	2023/01/16 14:07:54.727	1.95e-14	2023/01/16 14:07:54.977	3.215e-13	2023/01/16 14:07:55.227	1.577e-13	2023/01/16 14:07:55.478	6.43e-13	2023/01/16 14:07:55.728	1.6952e-12	2023/01/16 14:07:55.978	1.4529e-12	2023/01/16 14:07:56.228	1.635e-13	2023/01/16 14:07:56.478	3.61e-14	2023/01/16 14:07:57.230	2.3865e-11
356	2023/01/16 14:08:00.623	1.20625e-10	2023/01/16 14:08:00.873	4.15e-14	2023/01/16 14:08:01.123	2.82e-14	2023/01/16 14:08:01.373	2.959e-13	2023/01/16 14:08:01.623	1.625e-13	2023/01/16 14:08:01.874	6.108e-13	2023/01/16 14:08:02.124	1.6383e-12	2023/01/16 14:08:02.374	1.4502e-12	2023/01/16 14:08:02.625	1.834e-13	2023/01/16 14:08:02.875	2.99e-14	2023/01/16 14:08:03.626	2.39187e-11
357	2023/01/16 14:08:07.019	1.20539e-10	2023/01/16 14:08:07.269	3.41e-14	2023/01/16 14:08:07.519	3.21e-14	2023/01/16 14:08:07.770	2.879e-13	2023/01/16 14:08:08.020	1.815e-13	2023/01/16 14:08:08.270	6.793e-13	2023/01/16 14:08:08.520	1.6023e-12	2023/01/16 14:08:08.770	1.4353e-12	2023/01/16 14:08:09.021	1.858e-13	2023/01/16 14:08:09.271	2.74e-14	2023/01/16 14:08:10.023	2.37037e-11
358	2023/01/16 14:08:13.416	1.2098e-10	2023/01/16 14:08:13.666	4.2e-14	2023/01/16 14:08:13.916	2.61e-14	2023/01/16 14:08:14.167	3.148e-13	2023/01/16 14:08:14.417	1.755e-13	2023/01/16 14:08:14.667	6.155e-13	2023/01/16 14:08:14.917	1.634e-12	2023/01/16 14:08:15.168	1.4664e-12	2023/01/16 14:08:15.418	1.896e-13	2023/01/16 14:08:15.668	2.91e-14	2023/01/16 14:08:16.419	2.365e-11
359	2023/01/16 14:08:19.812	1.2041e-10	2023/01/16 14:08:20.062	2.81e-14	2023/01/16 14:08:20.312	4.63e-14	2023/01/16 14:08:20.562	3.171e-13	2023/01/16 14:08:20.812	1.771e-13	2023/01/16 14:08:21.063	6.235e-13	2023/01/16 14:08:21.313	1.7161e-12	2023/01/16 14:08:21.563	1.4441e-12	2023/01/16 14:08:21.813	1.939e-13	2023/01/16 14:08:22.063	2.93e-14	2023/01/16 14:08:22.815	2.41337e-11
360	2023/01/16 14:08:26.208	1.20964e-10	2023/01/16 14:08:26.458	3.84e-14	2023/01/16 14:08:26.708	4.33e-14	2023/01/16 14:08:26.958	3.166e-13	2023/01/16 14:08:27.208	1.81e-13	2023/01/16 14:08:27.459	6.312e-13	2023/01/16 14:08:27.709	1.6471e-12	2023/01/16 14:08:27.960	1.4375e-12	2023/01/16 14:08:28.210	1.941e-13	2023/01/16 14:08:28.460	3.86e-14	2023/01/16 14:08:29.211	2.40262e-11
361	2023/01/16 14:08:32.604	1.20566e-10	2023/01/16 14:08:32.854	4.04e-14	2023/01/16 14:08:33.104	2.9e-14	2023/01/16 14:08:33.355	2.883e-13	2023/01/16 14:08:33.605	1.54e-13	2023/01/16 14:08:33.855	6.572e-13	2023/01/16 14:08:34.105	1.6889e-12	2023/01/16 14:08:34.355	1.4438e-12	2023/01/16 14:08:34.606	1.659e-13	2023/01/16 14:08:34.856	3.57e-14	2023/01/16 14:08:35.608	2.365e-11
362	2023/01/16 14:08:39.001	1.20636e-10	2023/01/16 14:08:39.251	2.74e-14	2023/01/16 14:08:39.501	2.73e-14	2023/01/16 14:08:39.752	2.974e-13	2023/01/16 14:08:40.002	1.537e-13	2023/01/16 14:08:40.252	6.644e-13	2023/01/16 14:08:40.502	1.6931e-12	2023/01/16 14:08:40.753	1.4278e-12	2023/01/16 14:08:41.003	1.941e-13	2023/01/16 14:08:41.253	2.4e-14	2023/01/16 14:08:42.004	2.40262e-11
363	2023/01/16 14:08:45.397	1.2069e-10	2023/01/16 14:08:45.647	2.94e-14	2023/01/16 14:08:45.897	3.26e-14	2023/01/16 14:08:46.147	2.942e-13	2023/01/16 14:08:46.397	1.52e-13	2023/01/16 14:08:46.648	6.609e-13	2023/01/16 14:08:46.898	1.6595e-12	2023/01/16 14:08:47.148	1.4661e-12	2023/01/16 14:08:47.398	1.69e-13	2023/01/16 14:08:47.648	3.26e-14	2023/01/16 14:08:48.400	2.40262e-11
364	2023/01/16 14:08:51.793	1.20421e-10	2023/01/16 14:08:52.043	5.19e-14	2023/01/16 14:08:52.293	2.98e-14	2023/01/16 14:08:52.543	3.381e-13	2023/01/16 14:08:52.793	1.838e-13	2023/01/16 14:08:53.044	6.569e-13	2023/01/16 14:08:53.294	1.6322e-12	2023/01/16 14:08:53.544	1.484e-12	2023/01/16 14:08:53.795	1.861e-13	2023/01/16 14:08:54.045	4.05e-14	2023/01/16 14:08:54.796	2.40262e-11
365	2023/01/16 14:08:58.189	1.20453e-10	2023/01/16 14:08:58.439	4.18e-14	2023/01/16 14:08:58.689	3.15e-14	2023/01/16 14:08:58.940	2.965e-13	2023/01/16 14:08:59.190	1.797e-13	2023/01/16 14:08:59.440	6.635e-13	2023/01/16 14:08:59.690	1.6301e-12	2023/01/16 14:08:59.941	1.38e-12	2023/01/16 14:09:00.191	1.578e-13	2023/01/16 14:09:00.441	3.72e-14	2023/01/16 14:09:01.193	2.408e-11
366	2023/01/16 14:09:04.586	1.20684e-10	2023/01/16 14:09:04.836	4.12e-14	2023/01/16 14:09:05.086	3.63e-14	2023/01/16 14:09:05.337	3.113e-13	2023/01/16 14:09:05.587	1.874e-13	2023/01/16 14:09:05.837	6.927e-13	2023/01/16 14:09:06.087	1.6761e-12	2023/01/16 14:09:06.337	1.4315e-12	2023/01/16 14:09:06.588	1.742e-13	2023/01/16 14:09:06.838	3.12e-14	2023/01/16 14:09:07.589	2.3865e-11
367	2023/01/16 14:09:10.982	1.20421e-10	2023/01/16 14:09:11.232	3.16e-14	2023/01/16 14:09:11.482	3.56e-14	2023/01/16 14:09:11.732	3.33e-13	2023/01/16 14:09:11.982	1.642e-13	2023/01/16 14:09:12.233	6.395e-13	2023/01/16 14:09:12.483	1.6573e-12	2023/01/16 14:09:12.733	1.4157e-12	2023/01/16 14:09:12.983	1.77e-13	2023/01/16 14:09:13.233	3.32e-14	2023/01/16 14:09:13.985	2.39187e-11
