	mass 2.0_time	mass 2.0_value	mass 4.0_time	mass 4.0_value	mass 5.5_time	mass 5.5_value	mass 12.0_time	mass 12.0_value	mass 15.0_time	mass 15.0_value	mass 16.0_time	mass 16.0_value	mass 18.0_time	mass 18.0_value	mass 28.0_time	mass 28.0_value	mass 32.0_time	mass 32.0_value	mass 40.0_time	mass 40.0_value	mass 44.0_time	mass 44.0_value
136	2023/01/16 13:44:30.661	1.22254e-10	2023/01/16 13:44:33.912	3.12e-14	2023/01/16 13:44:34.162	2.89e-14	2023/01/16 13:44:34.412	3.181e-13	2023/01/16 13:44:34.662	1.919e-13	2023/01/16 13:44:34.912	6.917e-13	2023/01/16 13:44:35.163	1.7384e-12	2023/01/16 13:44:35.413	1.5753e-12	2023/01/16 13:44:35.663	1.89e-13	2023/01/16 13:44:35.913	2.07e-14	2023/01/16 13:44:36.664	2.365e-11
137	2023/01/16 13:44:37.056	1.23087e-10	2023/01/16 13:44:40.307	3.79e-14	2023/01/16 13:44:40.557	2.37e-14	2023/01/16 13:44:40.807	3.426e-13	2023/01/16 13:44:41.057	1.455e-13	2023/01/16 13:44:41.307	6.907e-13	2023/01/16 13:44:41.558	1.7424e-12	2023/01/16 13:44:41.808	1.5783e-12	2023/01/16 13:44:42.058	1.897e-13	2023/01/16 13:44:42.308	2.49e-14	2023/01/16 13:44:43.059	2.32737e-11
138	2023/01/16 13:44:43.451	1.23195e-10	2023/01/16 13:44:46.702	2.11e-14	2023/01/16 13:44:46.952	3.21e-14	2023/01/16 13:44:47.202	3.117e-13	2023/01/16 13:44:47.452	1.795e-13	2023/01/16 13:44:47.702	6.929e-13	2023/01/16 13:44:47.953	1.7505e-12	2023/01/16 13:44:48.203	1.5798e-12	2023/01/16 13:44:48.453	1.793e-13	2023/01/16 13:44:48.703	1.99e-14	2023/01/16 13:44:49.454	2.37037e-11
139	2023/01/16 13:44:49.846	1.22636e-10	2023/01/16 13:44:53.097	3.03e-14	2023/01/16 13:44:53.347	3.69e-14	2023/01/16 13:44:53.597	3.244e-13	2023/01/16 13:44:53.847	1.722e-13	2023/01/16 13:44:54.097	6.653e-13	2023/01/16 13:44:54.348	1.7225e-12	2023/01/16 13:44:54.598	1.5539e-12	2023/01/16 13:44:54.848	1.68e-13	2023/01/16 13:44:55.098	2.73e-14	2023/01/16 13:44:55.849	2.35962e-11
140	2023/01/16 13:44:56.241	1.22834e-10	2023/01/16 13:44:59.492	3.25e-14	2023/01/16 13:44:59.742	2.96e-14	2023/01/16 13:44:59.992	3.252e-13	2023/01/16 13:45:00.242	1.8e-13	2023/01/16 13:45:00.492	6.727e-13	2023/01/16 13:45:00.743	1.7487e-12	2023/01/16 13:45:00.993	1.5695e-12	2023/01/16 13:45:01.243	1.941e-13	2023/01/16 13:45:01.493	3.52e-14	2023/01/16 13:45:02.244	2.38112e-11
141	2023/01/16 13:45:02.636	1.23023e-10	2023/01/16 13:45:05.887	3.08e-14	2023/01/16 13:45:06.137	2.11e-14	2023/01/16 13:45:06.387	3.164e-13	2023/01/16 13:45:06.637	1.926e-13	2023/01/16 13:45:06.887	6.931e-13	2023/01/16 13:45:07.138	1.7255e-12	2023/01/16 13:45:07.388	1.6154e-12	2023/01/16 13:45:07.638	1.712e-13	2023/01/16 13:45:07.888	2.94e-14	2023/01/16 13:45:08.639	2.37037e-11
142	2023/01/16 13:45:09.031	1.22818e-10	2023/01/16 13:45:12.282	3.25e-14	2023/01/16 13:45:12.532	2.96e-14	2023/01/16 13:45:12.782	3.295e-13	2023/01/16 13:45:13.032	1.841e-13	2023/01/16 13:45:13.282	6.838e-13	2023/01/16 13:45:13.533	1.6815e-12	2023/01/16 13:45:13.783	1.5896e-12	2023/01/16 13:45:14.033	2.024e-13	2023/01/16 13:45:14.283	2.81e-14	2023/01/16 13:45:15.034	2.35962e-11
143	2023/01/16 13:45:15.426	1.23496e-10	2023/01/16 13:45:18.677	4.23e-14	2023/01/16 13:45:18.927	3.2e-14	2023/01/16 13:45:19.177	3.006e-13	2023/01/16 13:45:19.427	1.911e-13	2023/01/16 13:45:19.677	7.07e-13	2023/01/16 13:45:19.928	1.6845e-12	2023/01/16 13:45:20.178	1.5542e-12	2023/01/16 13:45:20.428	1.715e-13	2023/01/16 13:45:20.678	2.96e-14	2023/01/16 13:45:21.429	2.38112e-11
144	2023/01/16 13:45:21.821	1.23023e-10	2023/01/16 13:45:25.072	2.92e-14	2023/01/16 13:45:25.322	2.74e-14	2023/01/16 13:45:25.572	3.178e-13	2023/01/16 13:45:25.822	1.788e-13	2023/01/16 13:45:26.072	7.298e-13	2023/01/16 13:45:26.323	1.7526e-12	2023/01/16 13:45:26.573	1.5638e-12	2023/01/16 13:45:26.823	1.758e-13	2023/01/16 13:45:27.073	2.67e-14	2023/01/16 13:45:27.824	2.37575e-11
145	2023/01/16 13:45:28.216	1.23173e-10	2023/01/16 13:45:31.467	3.36e-14	2023/01/16 13:45:31.717	5.08e-14	2023/01/16 13:45:31.967	3.102e-13	2023/01/16 13:45:32.217	1.786e-13	2023/01/16 13:45:32.467	7.186e-13	2023/01/16 13:45:32.718	1.7455e-12	2023/01/16 13:45:32.968	1.5329e-12	2023/01/16 13:45:33.218	1.63e-13	2023/01/16 13:45:33.468	4.08e-14	2023/01/16 13:45:34.219	2.39187e-11
146	2023/01/16 13:45:34.611	1.23162e-10	2023/01/16 13:45:37.862	3.31e-14	2023/01/16 13:45:38.112	3.22e-14	2023/01/16 13:45:38.362	3.123e-13	2023/01/16 13:45:38.612	1.753e-13	2023/01/16 13:45:38.862	6.988e-13	2023/01/16 13:45:39.113	1.7219e-12	2023/01/16 13:45:39.363	1.5805e-12	2023/01/16 13:45:39.613	1.954e-13	2023/01/16 13:45:39.863	2.36e-14	2023/01/16 13:45:40.614	2.3865e-11
147	2023/01/16 13:45:41.006	1.23845e-10	2023/01/16 13:45:44.257	2.66e-14	2023/01/16 13:45:44.507	5.14e-14	2023/01/16 13:45:44.757	3.068e-13	2023/01/16 13:45:45.007	1.791e-13	2023/01/16 13:45:45.257	7.001e-13	2023/01/16 13:45:45.508	1.718e-12	2023/01/16 13:45:45.758	1.5912e-12	2023/01/16 13:45:46.008	1.76e-13	2023/01/16 13:45:46.258	3.13e-14	2023/01/16 13:45:47.009	2.41337e-11
148	2023/01/16 13:45:47.401	1.24012e-10	2023/01/16 13:45:50.652	3.74e-14	2023/01/16 13:45:50.902	4.1e-14	2023/01/16 13:45:51.152	3.246e-13	2023/01/16 13:45:51.402	1.715e-13	2023/01/16 13:45:51.652	6.899e-13	2023/01/16 13:45:51.903	1.7022e-12	2023/01/16 13:45:52.153	1.5649e-12	2023/01/16 13:45:52.403	1.775e-13	2023/01/16 13:45:52.653	2.66e-14	2023/01/16 13:45:53.404	2.3865e-11
149	2023/01/16 13:45:53.796	1.23501e-10	2023/01/16 13:45:57.047	3.14e-14	2023/01/16 13:45:57.297	3.25e-14	2023/01/16 13:45:57.547	3.156e-13	2023/01/16 13:45:57.797	1.624e-13	2023/01/16 13:45:58.047	7.32e-13	2023/01/16 13:45:58.298	1.7189e-12	2023/01/16 13:45:58.548	1.5449e-12	2023/01/16 13:45:58.798	1.618e-13	2023/01/16 13:45:59.048	2.44e-14	2023/01/16 13:45:59.799	2.39187e-11
150	2023/01/16 13:46:00.191	1.24114e-10	2023/01/16 13:46:03.442	4.61e-14	2023/01/16 13:46:03.692	3.18e-14	2023/01/16 13:46:03.942	2.959e-13	2023/01/16 13:46:04.192	1.866e-13	2023/01/16 13:46:04.442	7.13e-13	2023/01/16 13:46:04.693	1.7288e-12	2023/01/16 13:46:04.943	1.5808e-12	2023/01/16 13:46:05.193	2.002e-13	2023/01/16 13:46:05.443	2.85e-14	2023/01/16 13:46:06.194	2.408e-11
151	2023/01/16 13:46:06.586	1.24323e-10	2023/01/16 13:46:09.837	3.16e-14	2023/01/16 13:46:10.087	1.97e-14	2023/01/16 13:46:10.337	3.11e-13	2023/01/16 13:46:10.587	1.655e-13	2023/01/16 13:46:10.837	6.865e-13	2023/01/16 13:46:11.088	1.703e-12	2023/01/16 13:46:11.338	1.5747e-12	2023/01/16 13:46:11.588	1.928e-13	2023/01/16 13:46:11.838	3.07e-14	2023/01/16 13:46:12.589	2.39187e-11
152	2023/01/16 13:46:12.981	1.24012e-10	2023/01/16 13:46:16.232	3.19e-14	2023/01/16 13:46:16.482	3.01e-14	2023/01/16 13:46:16.732	3.196e-13	2023/01/16 13:46:16.982	1.835e-13	2023/01/16 13:46:17.232	7.108e-13	2023/01/16 13:46:17.483	1.6693e-12	2023/01/16 13:46:17.733	1.5477e-12	2023/01/16 13:46:17.983	1.802e-13	2023/01/16 13:46:18.233	3.16e-14	2023/01/16 13:46:18.984	2.39187e-11
153	2023/01/16 13:46:19.376	1.24146e-10	2023/01/16 13:46:22.627	4.47e-14	2023/01/16 13:46:22.877	4.23e-14	2023/01/16 13:46:23.127	3.216e-13	2023/01/16 13:46:23.377	1.677e-13	2023/01/16 13:46:23.627	6.782e-13	2023/01/16 13:46:23.878	1.8198e-12	2023/01/16 13:46:24.128	1.6164e-12	2023/01/16 13:46:24.378	1.923e-13	2023/01/16 13:46:24.628	4.38e-14	2023/01/16 13:46:25.379	2.37575e-11
154	2023/01/16 13:46:25.771	1.23603e-10	2023/01/16 13:46:29.022	3.55e-14	2023/01/16 13:46:29.272	2.2e-14	2023/01/16 13:46:29.522	3.524e-13	2023/01/16 13:46:29.772	1.706e-13	2023/01/16 13:46:30.022	6.567e-13	2023/01/16 13:46:30.273	1.7247e-12	2023/01/16 13:46:30.523	1.5903e-12	2023/01/16 13:46:30.773	1.653e-13	2023/01/16 13:46:31.023	3.48e-14	2023/01/16 13:46:31.774	2.38112e-11
155	2023/01/16 13:46:32.166	1.2384e-10	2023/01/16 13:46:35.417	3.75e-14	2023/01/16 13:46:35.667	4.16e-14	2023/01/16 13:46:35.917	3.077e-13	2023/01/16 13:46:36.167	2.011e-13	2023/01/16 13:46:36.417	6.706e-13	2023/01/16 13:46:36.668	1.7398e-12	2023/01/16 13:46:36.918	1.5555e-12	2023/01/16 13:46:37.168	1.872e-13	2023/01/16 13:46:37.418	3.66e-14	2023/01/16 13:46:38.169	2.38112e-11
156	2023/01/16 13:46:38.561	1.24157e-10	2023/01/16 13:46:41.812	4e-14	2023/01/16 13:46:42.062	3.88e-14	2023/01/16 13:46:42.312	3.256e-13	2023/01/16 13:46:42.562	2.074e-13	2023/01/16 13:46:42.812	6.508e-13	2023/01/16 13:46:43.063	1.7066e-12	2023/01/16 13:46:43.313	1.5622e-12	2023/01/16 13:46:43.563	1.73e-13	2023/01/16 13:46:43.813	2.73e-14	2023/01/16 13:46:44.564	2.365e-11
157	2023/01/16 13:46:44.956	1.24055e-10	2023/01/16 13:46:48.207	3.6e-14	2023/01/16 13:46:48.457	4.15e-14	2023/01/16 13:46:48.707	3.233e-13	2023/01/16 13:46:48.957	1.874e-13	2023/01/16 13:46:49.207	7.067e-13	2023/01/16 13:46:49.458	1.711e-12	2023/01/16 13:46:49.708	1.5827e-12	2023/01/16 13:46:49.958	1.751e-13	2023/01/16 13:46:50.208	2.35e-14	2023/01/16 13:46:50.959	2.3865e-11
158	2023/01/16 13:46:51.351	1.24544e-10	2023/01/16 13:46:54.602	2.97e-14	2023/01/16 13:46:54.852	2.81e-14	2023/01/16 13:46:55.102	3.048e-13	2023/01/16 13:46:55.352	1.968e-13	2023/01/16 13:46:55.602	7.083e-13	2023/01/16 13:46:55.853	1.6982e-12	2023/01/16 13:46:56.103	1.5465e-12	2023/01/16 13:46:56.353	1.955e-13	2023/01/16 13:46:56.603	2.39e-14	2023/01/16 13:46:57.354	2.40262e-11
159	2023/01/16 13:46:57.746	1.24716e-10	2023/01/16 13:47:00.997	2.71e-14	2023/01/16 13:47:01.247	3.6e-14	2023/01/16 13:47:01.497	3.321e-13	2023/01/16 13:47:01.747	1.786e-13	2023/01/16 13:47:01.997	6.876e-13	2023/01/16 13:47:02.248	1.6993e-12	2023/01/16 13:47:02.498	1.5578e-12	2023/01/16 13:47:02.748	1.807e-13	2023/01/16 13:47:02.998	2.18e-14	2023/01/16 13:47:03.749	2.38112e-11
160	2023/01/16 13:47:04.141	1.23845e-10	2023/01/16 13:47:07.392	2.7e-14	2023/01/16 13:47:07.642	4.48e-14	2023/01/16 13:47:07.892	3.269e-13	2023/01/16 13:47:08.142	1.696e-13	2023/01/16 13:47:08.392	6.947e-13	2023/01/16 13:47:08.643	1.7318e-12	2023/01/16 13:47:08.893	1.526e-12	2023/01/16 13:47:09.143	1.81e-13	2023/01/16 13:47:09.393	3.12e-14	2023/01/16 13:47:10.144	2.37575e-11
161	2023/01/16 13:47:10.536	1.24409e-10	2023/01/16 13:47:13.787	3.95e-14	2023/01/16 13:47:14.037	2.84e-14	2023/01/16 13:47:14.287	2.972e-13	2023/01/16 13:47:14.537	1.809e-13	2023/01/16 13:47:14.787	6.853e-13	2023/01/16 13:47:15.038	1.7526e-12	2023/01/16 13:47:15.288	1.5727e-12	2023/01/16 13:47:15.538	1.74e-13	2023/01/16 13:47:15.788	3.61e-14	2023/01/16 13:47:16.539	2.37575e-11
162	2023/01/16 13:47:16.931	1.24372e-10	2023/01/16 13:47:20.182	3.9e-14	2023/01/16 13:47:20.432	2.32e-14	2023/01/16 13:47:20.682	3.078e-13	2023/01/16 13:47:20.932	1.716e-13	2023/01/16 13:47:21.182	6.785e-13	2023/01/16 13:47:21.433	1.693e-12	2023/01/16 13:47:21.683	1.567e-12	2023/01/16 13:47:21.933	1.933e-13	2023/01/16 13:47:22.183	4.08e-14	2023/01/16 13:47:22.934	2.37575e-11
163	2023/01/16 13:47:23.326	1.24372e-10	2023/01/16 13:47:26.577	4.24e-14	2023/01/16 13:47:26.827	4.11e-14	2023/01/16 13:47:27.077	3.105e-13	2023/01/16 13:47:27.327	1.736e-13	2023/01/16 13:47:27.577	7.153e-13	2023/01/16 13:47:27.828	1.7206e-12	2023/01/16 13:47:28.078	1.5232e-12	2023/01/16 13:47:28.328	1.761e-13	2023/01/16 13:47:28.578	3.03e-14	2023/01/16 13:47:29.329	2.38112e-11
164	2023/01/16 13:47:29.721	1.2499e-10	2023/01/16 13:47:32.972	3.38e-14	2023/01/16 13:47:33.222	4.03e-14	2023/01/16 13:47:33.472	3.234e-13	2023/01/16 13:47:33.722	1.765e-13	2023/01/16 13:47:33.972	6.65e-13	2023/01/16 13:47:34.223	1.7161e-12	2023/01/16 13:47:34.473	1.5831e-12	2023/01/16 13:47:34.723	1.631e-13	2023/01/16 13:47:34.973	3.19e-14	2023/01/16 13:47:35.724	2.39725e-11
165	2023/01/16 13:47:36.116	1.24963e-10	2023/01/16 13:47:39.367	4.78e-14	2023/01/16 13:47:39.617	4.14e-14	2023/01/16 13:47:39.867	3.378e-13	2023/01/16 13:47:40.117	1.717e-13	2023/01/16 13:47:40.367	6.635e-13	2023/01/16 13:47:40.618	1.6961e-12	2023/01/16 13:47:40.868	1.5861e-12	2023/01/16 13:47:41.118	1.928e-13	2023/01/16 13:47:41.368	3.57e-14	2023/01/16 13:47:42.119	2.44025e-11
166	2023/01/16 13:47:42.511	1.24995e-10	2023/01/16 13:47:45.762	4.76e-14	2023/01/16 13:47:46.012	3.53e-14	2023/01/16 13:47:46.262	3.121e-13	2023/01/16 13:47:46.512	1.894e-13	2023/01/16 13:47:46.762	6.847e-13	2023/01/16 13:47:47.013	1.7255e-12	2023/01/16 13:47:47.263	1.5858e-12	2023/01/16 13:47:47.513	1.855e-13	2023/01/16 13:47:47.763	2.44e-14	2023/01/16 13:47:48.514	2.37575e-11
167	2023/01/16 13:47:48.906	1.24361e-10	2023/01/16 13:47:52.157	2.68e-14	2023/01/16 13:47:52.407	4.64e-14	2023/01/16 13:47:52.657	3.043e-13	2023/01/16 13:47:52.907	1.795e-13	2023/01/16 13:47:53.157	6.761e-13	2023/01/16 13:47:53.408	1.6987e-12	2023/01/16 13:47:53.658	1.56e-12	2023/01/16 13:47:53.908	1.643e-13	2023/01/16 13:47:54.158	2.72e-14	2023/01/16 13:47:54.909	2.41875e-11
168	2023/01/16 13:47:55.301	1.24737e-10	2023/01/16 13:47:58.552	3.95e-14	2023/01/16 13:47:58.802	3.71e-14	2023/01/16 13:47:59.052	3.442e-13	2023/01/16 13:47:59.302	2.048e-13	2023/01/16 13:47:59.552	6.813e-13	2023/01/16 13:47:59.803	1.7002e-12	2023/01/16 13:48:00.053	1.5946e-12	2023/01/16 13:48:00.303	1.793e-13	2023/01/16 13:48:00.553	3.76e-14	2023/01/16 13:48:01.304	2.43487e-11
169	2023/01/16 13:48:01.696	1.25162e-10	2023/01/16 13:48:04.947	2.69e-14	2023/01/16 13:48:05.197	3.37e-14	2023/01/16 13:48:05.447	3.17e-13	2023/01/16 13:48:05.697	1.675e-13	2023/01/16 13:48:05.947	6.731e-13	2023/01/16 13:48:06.198	1.7155e-12	2023/01/16 13:48:06.448	1.5753e-12	2023/01/16 13:48:06.698	1.791e-13	2023/01/16 13:48:06.948	4.02e-14	2023/01/16 13:48:07.699	2.39725e-11
170	2023/01/16 13:48:08.091	1.24877e-10	2023/01/16 13:48:11.342	2.46e-14	2023/01/16 13:48:11.592	3.9e-14	2023/01/16 13:48:11.842	3.109e-13	2023/01/16 13:48:12.092	1.824e-13	2023/01/16 13:48:12.342	7.06e-13	2023/01/16 13:48:12.593	1.7587e-12	2023/01/16 13:48:12.843	1.5602e-12	2023/01/16 13:48:13.093	1.787e-13	2023/01/16 13:48:13.343	2.37e-14	2023/01/16 13:48:14.094	2.40262e-11
171	2023/01/16 13:48:14.486	1.24544e-10	2023/01/16 13:48:17.737	1.82e-14	2023/01/16 13:48:17.987	2.5e-14	2023/01/16 13:48:18.237	3.109e-13	2023/01/16 13:48:18.487	1.623e-13	2023/01/16 13:48:18.737	7.061e-13	2023/01/16 13:48:18.988	1.7639e-12	2023/01/16 13:48:19.238	1.5541e-12	2023/01/16 13:48:19.488	1.868e-13	2023/01/16 13:48:19.738	2.88e-14	2023/01/16 13:48:20.489	2.37037e-11
172	2023/01/16 13:48:20.881	1.24882e-10	2023/01/16 13:48:24.132	2.83e-14	2023/01/16 13:48:24.382	3.93e-14	2023/01/16 13:48:24.632	3.187e-13	2023/01/16 13:48:24.882	1.86e-13	2023/01/16 13:48:25.132	7.033e-13	2023/01/16 13:48:25.383	1.7847e-12	2023/01/16 13:48:25.633	1.5542e-12	2023/01/16 13:48:25.883	1.852e-13	2023/01/16 13:48:26.133	3.93e-14	2023/01/16 13:48:26.884	2.39187e-11
173	2023/01/16 13:48:27.276	1.25167e-10	2023/01/16 13:48:30.527	3.28e-14	2023/01/16 13:48:30.777	4.61e-14	2023/01/16 13:48:31.027	3.036e-13	2023/01/16 13:48:31.277	1.803e-13	2023/01/16 13:48:31.527	7.174e-13	2023/01/16 13:48:31.778	1.6745e-12	2023/01/16 13:48:32.028	1.5863e-12	2023/01/16 13:48:32.278	1.795e-13	2023/01/16 13:48:32.528	3.67e-14	2023/01/16 13:48:33.279	2.37037e-11
174	2023/01/16 13:48:33.671	1.25226e-10	2023/01/16 13:48:36.922	3.03e-14	2023/01/16 13:48:37.172	3.12e-14	2023/01/16 13:48:37.422	3.212e-13	2023/01/16 13:48:37.672	1.788e-13	2023/01/16 13:48:37.922	6.527e-13	2023/01/16 13:48:38.173	1.6873e-12	2023/01/16 13:48:38.423	1.5733e-12	2023/01/16 13:48:38.673	1.898e-13	2023/01/16 13:48:38.923	2.5e-14	2023/01/16 13:48:39.674	2.40262e-11
175	2023/01/16 13:48:40.066	1.25065e-10	2023/01/16 13:48:43.317	4.61e-14	2023/01/16 13:48:43.567	3.37e-14	2023/01/16 13:48:43.817	3.293e-13	2023/01/16 13:48:44.067	1.522e-13	2023/01/16 13:48:44.317	6.943e-13	2023/01/16 13:48:44.568	1.7385e-12	2023/01/16 13:48:44.818	1.5544e-12	2023/01/16 13:48:45.068	1.703e-13	2023/01/16 13:48:45.318	3.41e-14	2023/01/16 13:48:46.069	2.39187e-11
176	2023/01/16 13:48:46.461	1.25431e-10	2023/01/16 13:48:49.712	4.28e-14	2023/01/16 13:48:49.962	3.21e-14	2023/01/16 13:48:50.212	3.076e-13	2023/01/16 13:48:50.462	1.752e-13	2023/01/16 13:48:50.712	7.136e-13	2023/01/16 13:48:50.963	1.6862e-12	2023/01/16 13:48:51.213	1.562e-12	2023/01/16 13:48:51.463	1.795e-13	2023/01/16 13:48:51.713	2.98e-14	2023/01/16 13:48:52.464	2.39725e-11
177	2023/01/16 13:48:52.856	1.2564e-10	2023/01/16 13:48:56.107	4.41e-14	2023/01/16 13:48:56.357	4.1e-14	2023/01/16 13:48:56.607	3.058e-13	2023/01/16 13:48:56.857	1.68e-13	2023/01/16 13:48:57.107	6.974e-13	2023/01/16 13:48:57.358	1.7055e-12	2023/01/16 13:48:57.608	1.5581e-12	2023/01/16 13:48:57.858	1.76e-13	2023/01/16 13:48:58.108	3.43e-14	2023/01/16 13:48:58.859	2.41875e-11
178	2023/01/16 13:48:59.251	1.2535e-10	2023/01/16 13:49:02.502	3.01e-14	2023/01/16 13:49:02.752	2.61e-14	2023/01/16 13:49:03.002	3.281e-13	2023/01/16 13:49:03.252	1.629e-13	2023/01/16 13:49:03.502	6.602e-13	2023/01/16 13:49:03.753	1.6989e-12	2023/01/16 13:49:04.003	1.575e-12	2023/01/16 13:49:04.253	1.759e-13	2023/01/16 13:49:04.503	2.29e-14	2023/01/16 13:49:05.254	2.38112e-11
179	2023/01/16 13:49:05.646	1.25307e-10	2023/01/16 13:49:08.897	4.66e-14	2023/01/16 13:49:09.147	3e-14	2023/01/16 13:49:09.397	3.156e-13	2023/01/16 13:49:09.647	1.903e-13	2023/01/16 13:49:09.897	7.248e-13	2023/01/16 13:49:10.148	1.7522e-12	2023/01/16 13:49:10.398	1.5609e-12	2023/01/16 13:49:10.648	1.852e-13	2023/01/16 13:49:10.898	2.91e-14	2023/01/16 13:49:11.649	2.43487e-11
180	2023/01/16 13:49:12.041	1.25592e-10	2023/01/16 13:49:15.292	4.25e-14	2023/01/16 13:49:15.542	3.25e-14	2023/01/16 13:49:15.792	3.27e-13	2023/01/16 13:49:16.042	1.809e-13	2023/01/16 13:49:16.292	7.036e-13	2023/01/16 13:49:16.543	1.7335e-12	2023/01/16 13:49:16.793	1.5607e-12	2023/01/16 13:49:17.043	1.751e-13	2023/01/16 13:49:17.293	2.84e-14	2023/01/16 13:49:18.044	2.39725e-11
181	2023/01/16 13:49:18.436	1.25232e-10	2023/01/16 13:49:21.687	2.34e-14	2023/01/16 13:49:21.937	3.62e-14	2023/01/16 13:49:22.187	3.314e-13	2023/01/16 13:49:22.437	1.76e-13	2023/01/16 13:49:22.687	6.753e-13	2023/01/16 13:49:22.938	1.7685e-12	2023/01/16 13:49:23.188	1.5485e-12	2023/01/16 13:49:23.438	1.88e-13	2023/01/16 13:49:23.688	3.88e-14	2023/01/16 13:49:24.439	2.38112e-11
182	2023/01/16 13:49:24.831	1.2492e-10	2023/01/16 13:49:28.082	4.84e-14	2023/01/16 13:49:28.332	4.31e-14	2023/01/16 13:49:28.582	2.894e-13	2023/01/16 13:49:28.832	1.839e-13	2023/01/16 13:49:29.082	6.944e-13	2023/01/16 13:49:29.333	1.7375e-12	2023/01/16 13:49:29.583	1.5396e-12	2023/01/16 13:49:29.833	2.003e-13	2023/01/16 13:49:30.083	3.88e-14	2023/01/16 13:49:30.834	2.39725e-11
183	2023/01/16 13:49:31.226	1.25087e-10	2023/01/16 13:49:34.477	2.9e-14	2023/01/16 13:49:34.727	3.51e-14	2023/01/16 13:49:34.977	3.422e-13	2023/01/16 13:49:35.227	1.861e-13	2023/01/16 13:49:35.477	6.921e-13	2023/01/16 13:49:35.728	1.7026e-12	2023/01/16 13:49:35.978	1.5345e-12	2023/01/16 13:49:36.228	1.934e-13	2023/01/16 13:49:36.478	3.35e-14	2023/01/16 13:49:37.229	2.365e-11
184	2023/01/16 13:49:37.621	1.25361e-10	2023/01/16 13:49:40.872	2.63e-14	2023/01/16 13:49:41.122	3.07e-14	2023/01/16 13:49:41.372	3.148e-13	2023/01/16 13:49:41.622	1.751e-13	2023/01/16 13:49:41.872	7.17e-13	2023/01/16 13:49:42.123	1.7252e-12	2023/01/16 13:49:42.373	1.5937e-12	2023/01/16 13:49:42.623	1.783e-13	2023/01/16 13:49:42.873	2.53e-14	2023/01/16 13:49:43.624	2.38112e-11
185	2023/01/16 13:49:44.016	1.25355e-10	2023/01/16 13:49:47.267	3.02e-14	2023/01/16 13:49:47.517	2.56e-14	2023/01/16 13:49:47.767	3.115e-13	2023/01/16 13:49:48.017	1.787e-13	2023/01/16 13:49:48.267	6.625e-13	2023/01/16 13:49:48.518	1.7048e-12	2023/01/16 13:49:48.768	1.595e-12	2023/01/16 13:49:49.018	1.77e-13	2023/01/16 13:49:49.268	2.77e-14	2023/01/16 13:49:50.019	2.3865e-11
186	2023/01/16 13:49:50.411	1.25205e-10	2023/01/16 13:49:53.662	3.62e-14	2023/01/16 13:49:53.912	4.09e-14	2023/01/16 13:49:54.162	3.128e-13	2023/01/16 13:49:54.412	1.962e-13	2023/01/16 13:49:54.662	6.69e-13	2023/01/16 13:49:54.913	1.7146e-12	2023/01/16 13:49:55.163	1.5545e-12	2023/01/16 13:49:55.413	1.725e-13	2023/01/16 13:49:55.663	3.65e-14	2023/01/16 13:49:56.414	2.33812e-11
187	2023/01/16 13:49:56.806	1.25468e-10	2023/01/16 13:50:00.057	2.98e-14	2023/01/16 13:50:00.307	3.58e-14	2023/01/16 13:50:00.557	3.088e-13	2023/01/16 13:50:00.807	1.883e-13	2023/01/16 13:50:01.057	6.982e-13	2023/01/16 13:50:01.308	1.7152e-12	2023/01/16 13:50:01.558	1.5566e-12	2023/01/16 13:50:01.808	1.862e-13	2023/01/16 13:50:02.058	3e-14	2023/01/16 13:50:02.809	2.37037e-11
188	2023/01/16 13:50:03.201	1.25194e-10	2023/01/16 13:50:06.452	3.61e-14	2023/01/16 13:50:06.702	4e-14	2023/01/16 13:50:06.952	3.178e-13	2023/01/16 13:50:07.202	1.836e-13	2023/01/16 13:50:07.452	7.074e-13	2023/01/16 13:50:07.703	1.7299e-12	2023/01/16 13:50:07.953	1.6035e-12	2023/01/16 13:50:08.203	1.798e-13	2023/01/16 13:50:08.453	3.14e-14	2023/01/16 13:50:09.204	2.365e-11
189	2023/01/16 13:50:09.596	1.25522e-10	2023/01/16 13:50:12.847	4.42e-14	2023/01/16 13:50:13.097	3.42e-14	2023/01/16 13:50:13.347	3.358e-13	2023/01/16 13:50:13.597	1.669e-13	2023/01/16 13:50:13.847	7.064e-13	2023/01/16 13:50:14.098	1.6776e-12	2023/01/16 13:50:14.348	1.5546e-12	2023/01/16 13:50:14.598	1.845e-13	2023/01/16 13:50:14.848	3.35e-14	2023/01/16 13:50:15.599	2.41337e-11
190	2023/01/16 13:50:15.991	1.25801e-10	2023/01/16 13:50:19.242	2.83e-14	2023/01/16 13:50:19.492	3.73e-14	2023/01/16 13:50:19.742	3.319e-13	2023/01/16 13:50:19.992	1.899e-13	2023/01/16 13:50:20.242	7.267e-13	2023/01/16 13:50:20.493	1.7138e-12	2023/01/16 13:50:20.743	1.5774e-12	2023/01/16 13:50:20.993	1.941e-13	2023/01/16 13:50:21.243	2.92e-14	2023/01/16 13:50:21.994	2.3865e-11
