	p_H2 during ESD	H2 base pressure	conductance factor	Temp
2		0.0	0.01992516581153798	4.2
3		0.0	0.01992516581153798	4.2
4		0.0	0.01992516581153798	4.2
5		0.0	0.01992516581153798	4.2
6		0.0	0.01992516581153798	4.2
7		0.0	0.01992516581153798	4.2
8		0.0	0.01992516581153798	4.2
9		0.0	0.01992516581153798	4.2
10		0.0	0.01992516581153798	4.2
11		0.0	0.01992516581153798	4.2
12		0.0	0.01992516581153798	4.2
13		0.0	0.01992516581153798	4.2
14		0.0	0.01992516581153798	4.2
15		0.0	0.01992516581153798	4.2
16		9.824597439783607e-13	0.01992516581153798	4.2
17		1.929195990537134e-12	0.01992516581153798	4.2
18		1.5530186636179241e-12	0.01992516581153798	4.2
19		2.343130893020743e-12	0.01992516581153798	4.2
20		1.7865562606272771e-12	0.01992516581153798	4.2
21		0.0	0.01992516581153798	4.2
22		3.5681544557762725e-12	0.01992516581153798	4.2
23		1.982336282072231e-12	0.01992516581153798	4.2
24		3.49263930464752e-12	0.01992516581153798	4.2
25		1.824313836191631e-12	0.01992516581153798	4.2
26		2.7780422263734533e-12	0.01992516581153798	4.2
27		3.884199347537383e-12	0.01992516581153798	4.2
28		2.530520342118048e-12	0.01992516581153798	4.2
29		2.67316007202795e-12	0.01992516581153798	4.2
30		3.1542195532926635e-12	0.01992516581153798	4.2
31		1.2076067686400644e-12	0.01992516581153798	4.2
32		1.7935484042502806e-12	0.01992516581153798	4.2
33		1.4257616496787196e-12	0.01992516581153798	4.2
34		4.258978245732037e-12	0.01992516581153798	4.2
35		4.319110680890093e-12	0.01992516581153798	4.2
36		5.160964773103363e-12	0.01992516581153798	4.2
37		2.222866022704588e-12	0.01992516581153798	4.2
38		4.0492139370409856e-12	0.01992516581153798	4.2
39		2.289990601485692e-12	0.01992516581153798	4.2
40		9.13936736472656e-13	0.01992516581153798	4.2
41		3.2744844236088645e-12	0.01992516581153798	4.2
42	2.078827864070085e-12		0.01992516581153798	4.2
43	2.6437930688112004e-12		0.01992516581153798	4.2
44	3.86042605921908e-12		0.01992516581153798	4.2
45	3.289867139579517e-12		0.01992516581153798	4.2
46	1.533173688716836e-11		0.01992516581153798	4.2
47	1.06931488076477e-11		0.01992516581153798	4.2
48	8.581521433491496e-12		0.01992516581153798	4.2
49	8.100461952226785e-12		0.01992516581153798	4.2
50	8.799676314530151e-12		0.01992516581153798	4.2
51	6.176224027167886e-12		0.01992516581153798	4.2
52	7.49214545702282e-12		0.01992516581153798	4.2
53	5.379119654142018e-12		0.01992516581153798	4.2
54	6.987312687439806e-12		0.01992516581153798	4.2
55	4.9358177484417046e-12		0.01992516581153798	4.2
56	4.0492139370409856e-12		0.01992516581153798	4.2
57	7.0250702630042056e-12		0.01992516581153798	4.2
58	6.048967013228682e-12		0.01992516581153798	4.2
59	4.499507986364394e-12		0.01992516581153798	4.2
60	4.7484282993444e-12		0.01992516581153798	4.2
61	3.7331690452798766e-12		0.01992516581153798	4.2
62	3.2814765672318676e-12		0.01992516581153798	4.2
63	3.1919771288570623e-12		0.01992516581153798	4.2
64	2.7780422263734533e-12		0.01992516581153798	4.2
65	1.0202173195427599e-12		0.01992516581153798	4.2
66	2.9961971074121086e-12		0.01992516581153798	4.2
67	3.8534339155960776e-12		0.01992516581153798	4.2
68	3.289867139579517e-12		0.01992516581153798	4.2
69	1.7264238254691768e-12		0.01992516581153798	4.2
70	1.418769506055671e-12		0.01992516581153798	4.2
71	1.1782397654233145e-12		0.01992516581153798	4.2
72	2.1851084471401887e-12		0.01992516581153798	4.2
73	9.293194524433088e-13		0.01992516581153798	4.2
74	2.7109176475923496e-12		0.01992516581153798	4.2
75	1.5012768008074729e-12		0.01992516581153798	4.2
76	3.4031398662726693e-12		0.01992516581153798	4.2
