	Timestamp, mass 2	mass 2.0_value	Timestamp, mass 4	mass 4.0_value	Timestamp, mass 5.5	mass 5.5_value	Timestamp, mass 12	mass 12.0_value	Timestamp, mass 15	mass 15.0_value	Timestamp, mass 16	mass 16.0_value	Timestamp, mass 18	mass 18.0_value	Timestamp, mass 28	mass 28.0_value	Timestamp, mass 32	mass 32.0_value	Timestamp, mass 40	mass 40.0_value	Timestamp, mass 44	mass 44.0_value
33	2022-12-13 17:38:00.083	2.03551e-11	2022-12-13 17:38:00.083	1.0118e-12	2022-12-13 17:38:00.083	1.63e-14	2022-12-13 17:38:00.083	2.065e-13	2022-12-13 17:38:00.083	2.18e-14	2022-12-13 17:38:00.084	4.43e-13	2022-12-13 17:38:00.083	8.263e-13	2022-12-13 17:38:00.083	8.952e-13	2022-12-13 17:38:00.084	3.56e-14	2022-12-13 17:38:00.083	1.96e-14	2022-12-13 17:34:31.358	
34	2022-12-13 17:38:06.408	2.05577e-11	2022-12-13 17:38:06.408	1.0089e-12	2022-12-13 17:38:06.408	1.41e-14	2022-12-13 17:38:06.408	1.531e-13	2022-12-13 17:38:06.408	2.33e-14	2022-12-13 17:38:06.409	4.031e-13	2022-12-13 17:38:06.408	6.37e-13	2022-12-13 17:38:06.408	7.708e-13	2022-12-13 17:38:06.409	3.09e-14	2022-12-13 17:38:06.408	1.51e-14	2022-12-13 17:34:31.358	
35	2022-12-13 17:38:12.733	2.0562e-11	2022-12-13 17:38:12.733	9.999e-13	2022-12-13 17:38:12.733	1.95e-14	2022-12-13 17:38:12.733	1.787e-13	2022-12-13 17:38:12.733	2.12e-14	2022-12-13 17:38:12.734	4.743e-13	2022-12-13 17:38:12.733	8.318e-13	2022-12-13 17:38:12.734	8.539e-13	2022-12-13 17:38:12.734	1.78e-14	2022-12-13 17:38:12.733	2.49e-14	2022-12-13 17:34:31.358	
36	2022-12-13 17:38:19.058	2.06222e-11	2022-12-13 17:38:19.058	1.0055e-12	2022-12-13 17:38:19.058	1.95e-14	2022-12-13 17:38:19.058	1.801e-13	2022-12-13 17:38:19.058	3.28e-14	2022-12-13 17:38:19.059	4.463e-13	2022-12-13 17:38:19.058	8.688e-13	2022-12-13 17:38:19.059	9.018e-13	2022-12-13 17:38:19.059	3.91e-14	2022-12-13 17:38:19.058	1.94e-14	2022-12-13 17:34:31.358	
37	2022-12-13 17:38:25.383	2.04121e-11	2022-12-13 17:38:25.383	1.0026e-12	2022-12-13 17:38:25.383	1.22e-14	2022-12-13 17:38:25.383	1.932e-13	2022-12-13 17:38:25.383	2.25e-14	2022-12-13 17:38:25.384	4.32e-13	2022-12-13 17:38:25.383	8.814e-13	2022-12-13 17:38:25.383	6.86e-13	2022-12-13 17:38:25.384	1.61e-14	2022-12-13 17:38:25.383	1.66e-14	2022-12-13 17:34:31.358	
38	2022-12-13 17:38:31.708	2.05427e-11	2022-12-13 17:38:31.708	1.0142e-12	2022-12-13 17:38:31.708	1.74e-14	2022-12-13 17:38:31.708	1.906e-13	2022-12-13 17:38:31.708	2.94e-14	2022-12-13 17:38:31.709	4.684e-13	2022-12-13 17:38:31.708	8.509e-13	2022-12-13 17:38:31.708	8.708e-13	2022-12-13 17:38:31.709	2.97e-14	2022-12-13 17:38:31.708	2.17e-14	2022-12-13 17:34:31.358	
39	2022-12-13 17:38:38.033	2.04169e-11	2022-12-13 17:38:38.033	1.0106e-12	2022-12-13 17:38:38.033	2.54e-14	2022-12-13 17:38:38.033	1.607e-13	2022-12-13 17:38:38.033	3.59e-14	2022-12-13 17:38:38.034	4.584e-13	2022-12-13 17:38:38.033	8.892e-13	2022-12-13 17:38:38.034	8.86e-13	2022-12-13 17:38:38.034	3.83e-14	2022-12-13 17:38:38.033	2.06e-14	2022-12-13 17:34:31.358	
40	2022-12-13 17:38:44.358	2.03185e-11	2022-12-13 17:38:44.358	9.765e-13	2022-12-13 17:38:44.358	1.65e-14	2022-12-13 17:38:44.358	2.001e-13	2022-12-13 17:38:44.358	2.62e-14	2022-12-13 17:38:44.359	4.447e-13	2022-12-13 17:38:44.358	8.737e-13	2022-12-13 17:38:44.359	9.363e-13	2022-12-13 17:38:44.359	2.79e-14	2022-12-13 17:38:44.358	1.4e-14	2022-12-13 17:34:31.358	
41	2022-12-13 17:38:50.683	2.04873e-11	2022-12-13 17:38:50.683	1.0115e-12	2022-12-13 17:38:50.683	2.22e-14	2022-12-13 17:38:50.683	1.79e-13	2022-12-13 17:38:50.683	3.33e-14	2022-12-13 17:38:50.684	4.479e-13	2022-12-13 17:38:50.683	8.741e-13	2022-12-13 17:38:50.684	8.901e-13	2022-12-13 17:38:50.684	2.01e-14	2022-12-13 17:38:50.683	1.63e-14	2022-12-13 17:34:31.358	
42	2022-12-13 17:38:57.008	2.04018e-11	2022-12-13 17:38:57.008	1.0145e-12	2022-12-13 17:38:57.008	1.3e-14	2022-12-13 17:38:57.008	1.804e-13	2022-12-13 17:38:57.008	4.8e-14	2022-12-13 17:38:57.009	4.423e-13	2022-12-13 17:38:57.008	8.57e-13	2022-12-13 17:38:57.009	8.763e-13	2022-12-13 17:38:57.009	3.41e-14	2022-12-13 17:38:57.008	1.63e-14	2022-12-13 17:34:31.358	
43	2022-12-13 17:39:03.333	2.04422e-11	2022-12-13 17:39:03.333	9.752e-13	2022-12-13 17:39:03.333	1.69e-14	2022-12-13 17:39:03.333	1.923e-13	2022-12-13 17:39:03.333	2.25e-14	2022-12-13 17:39:03.334	4.441e-13	2022-12-13 17:39:03.333	8.691e-13	2022-12-13 17:39:03.333	9.406e-13	2022-12-13 17:39:03.334	2.68e-14	2022-12-13 17:39:03.333	2.09e-14	2022-12-13 17:34:31.358	
44	2022-12-13 17:39:09.658	2.05292e-11	2022-12-13 17:39:09.658	9.961e-13	2022-12-13 17:39:09.658	1.65e-14	2022-12-13 17:39:09.658	1.819e-13	2022-12-13 17:39:09.658	3.38e-14	2022-12-13 17:39:09.659	4.432e-13	2022-12-13 17:39:09.658	8.397e-13	2022-12-13 17:39:09.658	9.263e-13	2022-12-13 17:39:09.659	2.49e-14	2022-12-13 17:39:09.658	1.65e-14	2022-12-13 17:34:31.358	
45	2022-12-13 17:39:15.983	2.04884e-11	2022-12-13 17:39:15.983	1.0113e-12	2022-12-13 17:39:15.983	1.27e-14	2022-12-13 17:39:15.983	1.764e-13	2022-12-13 17:39:15.983	3.76e-14	2022-12-13 17:39:15.984	4.308e-13	2022-12-13 17:39:15.983	7.932e-13	2022-12-13 17:39:15.983	8.994e-13	2022-12-13 17:39:15.984	2.32e-14	2022-12-13 17:39:15.983	1.52e-14	2022-12-13 17:34:31.358	
46	2022-12-13 17:39:22.308	2.13495e-11	2022-12-13 17:39:22.308	1.0559e-12	2022-12-13 17:39:22.308	1.18e-14	2022-12-13 17:39:22.308	1.923e-13	2022-12-13 17:39:22.308	2.66e-14	2022-12-13 17:39:22.309	4.261e-13	2022-12-13 17:39:22.308	8.61e-13	2022-12-13 17:39:22.308	8.376e-13	2022-12-13 17:39:22.309	2.27e-14	2022-12-13 17:39:22.308	2.44e-14	2022-12-13 17:34:31.358	
47	2022-12-13 17:39:28.633	2.10178e-11	2022-12-13 17:39:28.633	1.0167e-12	2022-12-13 17:39:28.633	1.85e-14	2022-12-13 17:39:28.633	1.865e-13	2022-12-13 17:39:28.633	2.43e-14	2022-12-13 17:39:28.634	4.181e-13	2022-12-13 17:39:28.633	8.555e-13	2022-12-13 17:39:28.633	8.764e-13	2022-12-13 17:39:28.634	4.29e-14	2022-12-13 17:39:28.633	1.6e-14	2022-12-13 17:34:31.358	
48	2022-12-13 17:39:34.958	2.08668e-11	2022-12-13 17:39:34.958	1.0196e-12	2022-12-13 17:39:34.958	1.39e-14	2022-12-13 17:39:34.958	1.745e-13	2022-12-13 17:39:34.958	1.9e-14	2022-12-13 17:39:34.959	4.191e-13	2022-12-13 17:39:34.958	8.531e-13	2022-12-13 17:39:34.958	8.978e-13	2022-12-13 17:39:34.959	2.22e-14	2022-12-13 17:39:34.958	1.29e-14	2022-12-13 17:34:31.358	
49	2022-12-13 17:39:41.283	2.08324e-11	2022-12-13 17:39:41.283	1.0322e-12	2022-12-13 17:39:41.283	1.88e-14	2022-12-13 17:39:41.283	1.621e-13	2022-12-13 17:39:41.283	1.87e-14	2022-12-13 17:39:41.284	4.409e-13	2022-12-13 17:39:41.283	7.937e-13	2022-12-13 17:39:41.284	8.866e-13	2022-12-13 17:39:41.284	2.41e-14	2022-12-13 17:39:41.283	1.59e-14	2022-12-13 17:34:31.358	
50	2022-12-13 17:39:47.608	2.08824e-11	2022-12-13 17:39:47.608	9.994e-13	2022-12-13 17:39:47.608	1.3e-14	2022-12-13 17:39:47.608	1.867e-13	2022-12-13 17:39:47.608	3.3e-14	2022-12-13 17:39:47.609	4.514e-13	2022-12-13 17:39:47.608	8.615e-13	2022-12-13 17:39:47.608	8.851e-13	2022-12-13 17:39:47.609	2.17e-14	2022-12-13 17:39:47.608	1.96e-14	2022-12-13 17:34:31.358	
51	2022-12-13 17:39:53.933	2.06948e-11	2022-12-13 17:39:53.933	1.0181e-12	2022-12-13 17:39:53.933	1.55e-14	2022-12-13 17:39:53.933	1.821e-13	2022-12-13 17:39:53.933	3.76e-14	2022-12-13 17:39:53.934	4.274e-13	2022-12-13 17:39:53.933	8.476e-13	2022-12-13 17:39:53.933	9.415e-13	2022-12-13 17:39:53.934	3.5e-14	2022-12-13 17:39:53.933	2.09e-14	2022-12-13 17:34:31.358	
52	2022-12-13 17:40:00.258	2.07889e-11	2022-12-13 17:40:00.258	9.983e-13	2022-12-13 17:40:00.258	2.15e-14	2022-12-13 17:40:00.258	1.797e-13	2022-12-13 17:40:00.258	2.03e-14	2022-12-13 17:40:00.259	4.585e-13	2022-12-13 17:40:00.258	8.418e-13	2022-12-13 17:40:00.258	8.337e-13	2022-12-13 17:40:00.259	4.21e-14	2022-12-13 17:40:00.258	1.63e-14	2022-12-13 17:34:31.358	
53	2022-12-13 17:40:06.583	2.06378e-11	2022-12-13 17:40:06.583	1.0426e-12	2022-12-13 17:40:06.583	1.34e-14	2022-12-13 17:40:06.583	1.851e-13	2022-12-13 17:40:06.583	1.7e-14	2022-12-13 17:40:06.584	4.118e-13	2022-12-13 17:40:06.583	8.203e-13	2022-12-13 17:40:06.583	9.038e-13	2022-12-13 17:40:06.584	3.42e-14	2022-12-13 17:40:06.583	1.7e-14	2022-12-13 17:34:31.358	
