mass 2.0_time	datetime	Date	Elapsed time	Time	VMon1	VMon2	VMon3	VMon4	VMon5	VMon6	VMon7	VMon8	IMon1	IMon2	IMon3	IMon4	IMon5	IMon6	IMon7	IMon8	Comment	Unnamed: 19	hv_grid	I_em
2022-12-13 17:54:52	2022-12-13 17:54:53	13/12/2022	1489.6650000000002	17:54:53.163	0.1	100.08	1000.06	1000.2	1000.18	0.0	0.0	0.02	-0.0802	0.1637	31.4482	31.3886	31.4629	-0.0137	-0.0263	-0.013			8.019999999999999e-08	1.6370000000000002e-07
2022-12-13 17:54:58	2022-12-13 17:54:59	13/12/2022	1495.661	17:54:59.159	0.08	100.08	1000.06	1000.2	1000.18	0.0	0.0	0.02	-0.0308	0.1624	31.4363	31.3846	31.4542	-0.0137	-0.0263	-0.013			3.08e-08	1.6239999999999997e-07
2022-12-13 17:55:05	2022-12-13 17:55:05	13/12/2022	1501.651	17:55:05.149	0.04	100.08	1000.06	1000.2	1000.18	0.0	0.0	0.02	-0.0457	0.1576	31.4284	31.3844	31.4439	-0.0137	-0.0263	-0.013			4.569999999999999e-08	1.5759999999999998e-07
2022-12-13 17:55:11	2022-12-13 17:55:11	13/12/2022	1507.672	17:55:11.170	0.06	100.08	1000.06	1000.2	1000.18	0.0	0.0	0.02	-0.0225	0.1547	31.415	31.3843	31.4343	-0.0137	-0.0263	-0.013			2.25e-08	1.547e-07
2022-12-13 17:55:17	2022-12-13 17:55:17	13/12/2022	1513.6660000000002	17:55:17.164	0.12	100.08	1000.06	1000.2	1000.18	0.0	0.0	0.02	-0.0707	0.1546	31.4079	31.3843	31.4243	-0.0135	-0.0263	-0.013			7.069999999999999e-08	1.5459999999999997e-07
2022-12-13 17:55:24	2022-12-13 17:55:24	13/12/2022	1520.8680000000002	17:55:24.366	0.06	100.08	1000.06	1000.2	1000.18	0.0	0.0	0.02	0.0059	0.1549	31.3976	31.3843	31.4121	-0.0135	-0.0263	-0.013			5.9e-09	1.549e-07
2022-12-13 17:55:30	2022-12-13 17:55:30	13/12/2022	1526.854	17:55:30.352	0.12	100.08	1000.06	1000.2	1000.18	0.0	0.0	0.02	0.0	0.1553	31.3876	31.3843	31.4023	-0.0135	-0.0263	-0.013			0.0	1.553e-07
2022-12-13 17:55:36	2022-12-13 17:55:36	13/12/2022	1532.852	17:55:36.350	0.08	100.08	1000.06	1000.2	1000.18	0.0	0.0	0.02	-0.0747	0.1547	31.3783	31.3843	31.3924	-0.0135	-0.0263	-0.013			7.47e-08	1.547e-07
2022-12-13 17:55:43	2022-12-13 17:55:43	13/12/2022	1540.053	17:55:43.551	0.08	100.08	1000.06	1000.2	1000.18	0.0	0.0	0.02	-0.043	0.1551	31.3668	31.3843	31.3783	-0.0135	-0.0263	-0.0126			4.2999999999999995e-08	1.5509999999999998e-07
2022-12-13 17:55:49	2022-12-13 17:55:49	13/12/2022	1546.047	17:55:49.545	0.08	100.08	1000.06	1000.2	1000.18	0.0	0.0	0.02	-0.0238	0.1536	31.3578	31.3843	31.3684	-0.0135	-0.0263	-0.0126			2.38e-08	1.5359999999999997e-07
2022-12-13 17:55:55	2022-12-13 17:55:55	13/12/2022	1552.047	17:55:55.545	0.08	100.08	1000.06	1000.2	1000.18	0.0	0.0	0.02	-0.0226	0.153	31.3488	31.3843	31.3592	-0.0135	-0.0263	-0.0126			2.2599999999999997e-08	1.5299999999999998e-07
2022-12-13 17:56:02	2022-12-13 17:56:02	13/12/2022	1559.24	17:56:02.738	0.14	100.08	1000.06	1000.2	1000.18	0.0	0.0	0.02	-0.0712	0.1482	31.3367	31.3843	31.3495	-0.0135	-0.0263	-0.0126			7.12e-08	1.482e-07
2022-12-13 17:56:08	2022-12-13 17:56:08	13/12/2022	1565.2420000000002	17:56:08.740	0.1	100.08	1000.06	1000.2	1000.18	0.0	0.0	0.02	-0.0848	0.1481	31.3301	31.3843	31.3398	-0.0135	-0.0263	-0.0126			8.479999999999999e-08	1.481e-07
2022-12-13 17:56:14	2022-12-13 17:56:14	13/12/2022	1571.2320000000002	17:56:14.730	0.08	100.08	1000.08	1000.2	1000.18	0.0	0.0	0.02	-0.0726	0.1463	31.3198	31.3843	31.3264	-0.0135	-0.0263	-0.0126			7.259999999999999e-08	1.463e-07
2022-12-13 17:56:21	2022-12-13 17:56:21	13/12/2022	1578.423	17:56:21.921	0.08	100.08	1000.08	1000.2	1000.18	0.0	0.0	0.02	-0.04	0.1463	31.3059	31.3843	31.3188	-0.0135	-0.0263	-0.0126			4e-08	1.463e-07
2022-12-13 17:56:27	2022-12-13 17:56:27	13/12/2022	1584.4240000000002	17:56:27.922	0.08	100.08	1000.08	1000.2	1000.18	0.0	0.0	0.02	-0.0234	0.1487	31.2994	31.3839	31.3077	-0.0135	-0.0263	-0.0126			2.34e-08	1.487e-07
2022-12-13 17:56:33	2022-12-13 17:56:33	13/12/2022	1590.4150000000002	17:56:33.913	0.12	100.08	1000.08	1000.2	1000.18	0.0	0.0	0.02	-0.0382	0.1487	31.2888	31.3797	31.2983	-0.0135	-0.0263	-0.0125			3.82e-08	1.487e-07
2022-12-13 17:56:40	2022-12-13 17:56:41	13/12/2022	1597.614	17:56:41.112	0.1	100.08	1000.08	1000.2	1000.18	0.0	0.0	0.02	-0.0406	0.1476	31.2772	31.3641	31.288	-0.0135	-0.0263	-0.0125			4.059999999999999e-08	1.476e-07
2022-12-13 17:56:46	2022-12-13 17:56:47	13/12/2022	1603.634	17:56:47.132	0.08	100.08	1000.08	1000.2	1000.18	0.0	0.0	0.02	-0.0664	0.1465	31.2643	31.3376	31.2775	-0.0135	-0.0263	-0.0125			6.64e-08	1.465e-07
2022-12-13 17:56:52	2022-12-13 17:56:53	13/12/2022	1609.6360000000002	17:56:53.134	0.1	100.08	1000.08	1000.22	1000.18	0.0	0.0	0.02	-0.0558	0.1441	31.2598	31.3185	31.2669	-0.0135	-0.0263	-0.0123			5.58e-08	1.441e-07
2022-12-13 17:56:59	2022-12-13 17:56:59	13/12/2022	1615.6180000000002	17:56:59.116	0.08	100.08	1000.08	1000.22	1000.18	0.0	0.0	0.02	-0.0536	0.1439	31.251	31.3107	31.258	-0.0135	-0.0263	-0.0123			5.36e-08	1.4389999999999998e-07
2022-12-13 17:57:05	2022-12-13 17:57:05	13/12/2022	1621.6100000000001	17:57:05.108	0.08	100.08	1000.08	1000.22	1000.18	0.0	0.0	0.02	0.0039	0.1456	31.2378	31.2895	31.2479	-0.0135	-0.0263	-0.0123			3.899999999999999e-09	1.456e-07
2022-12-13 17:57:11	2022-12-13 17:57:11	13/12/2022	1627.6160000000002	17:57:11.114	0.08	100.08	1000.08	1000.22	1000.18	0.0	0.0	0.02	-0.0492	0.1504	31.2313	31.2786	31.2388	-0.0135	-0.0263	-0.0123			4.92e-08	1.504e-07
2022-12-13 17:57:18	2022-12-13 17:57:18	13/12/2022	1634.808	17:57:18.306	0.1	100.08	1000.08	1000.22	1000.18	0.0	0.0	0.02	-0.0296	0.146	31.2161	31.2647	31.222	-0.0135	-0.0263	-0.0123			2.96e-08	1.4599999999999998e-07
2022-12-13 17:57:24	2022-12-13 17:57:24	13/12/2022	1640.805	17:57:24.303	0.08	100.08	1000.08	1000.22	1000.18	0.0	0.0	0.02	-0.0563	0.1469	31.2098	31.2539	31.2141	-0.0135	-0.0263	-0.0123			5.63e-08	1.469e-07
2022-12-13 17:57:30	2022-12-13 17:57:30	13/12/2022	1646.8100000000002	17:57:30.308	0.06	100.08	1000.08	1000.22	1000.18	0.0	0.0	0.02	-0.0313	0.1469	31.198	31.2417	31.2063	-0.0135	-0.0263	-0.0123			3.13e-08	1.469e-07
2022-12-13 17:57:37	2022-12-13 17:57:37	13/12/2022	1654.006	17:57:37.504	0.1	100.08	1000.08	1000.22	1000.18	0.0	0.0	0.02	-0.0413	0.1523	31.189	31.2313	31.1988	-0.0135	-0.0263	-0.0123			4.13e-08	1.5229999999999998e-07
2022-12-13 17:57:43	2022-12-13 17:57:43	13/12/2022	1659.98	17:57:43.478	0.06	100.08	1000.08	1000.22	1000.2	0.0	0.0	0.02	-0.037	0.1544	31.181	31.2217	31.1877	-0.0135	-0.0263	-0.0123			3.6999999999999994e-08	1.544e-07
2022-12-13 17:57:49	2022-12-13 17:57:49	13/12/2022	1665.9720000000002	17:57:49.470	0.06	100.08	1000.08	1000.22	1000.2	0.0	0.0	0.02	-0.0207	0.1573	31.1686	31.2078	31.1801	-0.0135	-0.0263	-0.0123			2.07e-08	1.5729999999999999e-07
2022-12-13 17:57:56	2022-12-13 17:57:56	13/12/2022	1673.1750000000002	17:57:56.673	0.1	100.08	1000.08	1000.22	1000.2	0.0	0.0	0.02	-0.0453	0.161	31.1595	31.1952	31.1636	-0.0135	-0.0263	-0.0121			4.5299999999999995e-08	1.61e-07
2022-12-13 17:58:02	2022-12-13 17:58:02	13/12/2022	1679.152	17:58:02.650	0.08	100.08	1000.08	1000.22	1000.2	0.0	0.0	0.02	-0.0349	0.1617	31.1473	31.1838	31.1571	-0.0135	-0.0263	-0.0121			3.49e-08	1.617e-07
2022-12-13 17:58:08	2022-12-13 17:58:08	13/12/2022	1685.152	17:58:08.650	0.08	100.08	1000.08	1000.22	1000.2	0.0	0.0	0.02	-0.0596	0.162	31.1378	31.1761	31.149	-0.0135	-0.0263	-0.0119			5.96e-08	1.62e-07
2022-12-13 17:58:14	2022-12-13 17:58:14	13/12/2022	1691.1460000000002	17:58:14.644	0.08	100.08	1000.08	1000.22	1000.2	0.0	0.0	0.02	-0.0621	0.1637	31.1279	31.1643	31.1357	-0.0135	-0.0263	-0.0119			6.21e-08	1.6370000000000002e-07
2022-12-13 17:58:21	2022-12-13 17:58:21	13/12/2022	1698.346	17:58:21.844	0.12	100.08	1000.08	1000.22	1000.2	0.0	0.0	0.02	-0.111	0.1641	31.1166	31.1495	31.1253	-0.0135	-0.0263	-0.0119			1.11e-07	1.641e-07
2022-12-13 17:58:27	2022-12-13 17:58:27	13/12/2022	1704.3300000000002	17:58:27.828	0.1	100.08	1000.08	1000.22	1000.2	0.0	0.0	0.02	-0.0396	0.168	31.1065	31.1409	31.1135	-0.0135	-0.0263	-0.0119			3.9600000000000004e-08	1.68e-07
2022-12-13 17:58:33	2022-12-13 17:58:33	13/12/2022	1710.3180000000002	17:58:33.816	0.1	100.08	1000.08	1000.22	1000.2	0.0	0.0	0.02	-0.0676	0.1599	31.0945	31.1282	31.1004	-0.0135	-0.0263	-0.0119			6.76e-08	1.5989999999999997e-07
2022-12-13 17:58:40	2022-12-13 17:58:41	13/12/2022	1717.526	17:58:41.024	0.08	100.08	1000.08	1000.22	1000.2	0.0	0.0	0.02	-0.0527	0.1586	31.0821	31.1172	31.0909	-0.0135	-0.0263	-0.0119			5.2699999999999995e-08	1.5859999999999998e-07
2022-12-13 17:58:46	2022-12-13 17:58:47	13/12/2022	1723.529	17:58:47.027	0.06	100.08	1000.08	1000.22	1000.2	0.0	0.0	0.02	-0.0357	0.1523	31.0701	31.1007	31.0803	-0.0135	-0.0263	-0.0119			3.57e-08	1.5229999999999998e-07
2022-12-13 17:58:52	2022-12-13 17:58:53	13/12/2022	1729.567	17:58:53.065	0.08	100.08	1000.08	1000.22	1000.2	0.0	0.0	0.02	-0.0306	0.1526	31.0634	31.0921	31.0691	-0.0135	-0.0263	-0.0114			3.0599999999999996e-08	1.526e-07
2022-12-13 17:58:59	2022-12-13 17:58:59	13/12/2022	1735.5320000000002	17:58:59.030	0.1	100.08	1000.08	1000.22	1000.2	0.0	0.0	0.02	-0.0364	0.1524	31.0507	31.0806	31.0579	-0.0135	-0.0263	-0.0114			3.64e-08	1.524e-07
2022-12-13 17:59:05	2022-12-13 17:59:05	13/12/2022	1741.5300000000002	17:59:05.028	0.08	100.08	1000.08	1000.22	1000.2	0.0	0.0	0.02	-0.0337	0.1527	31.0425	31.0715	31.0525	-0.0135	-0.0263	-0.0114			3.37e-08	1.5269999999999998e-07
2022-12-13 17:59:11	2022-12-13 17:59:11	13/12/2022	1747.538	17:59:11.036	0.08	100.08	1000.08	1000.22	1000.2	0.0	0.0	0.02	-0.033	0.1542	31.0315	31.0628	31.0404	-0.0135	-0.0263	-0.0114			3.3e-08	1.542e-07
2022-12-13 17:59:18	2022-12-13 17:59:18	13/12/2022	1755.007	17:59:18.505	421.36	100.08	1000.08	1000.22	1000.2	0.0	0.0	0.02	0.5218	0.0485	31.0225	31.0525	31.0276	-0.0135	-0.0263	-0.0114	grid repelling again		5.218e-07	4.85e-08
2022-12-13 17:59:24	2022-12-13 17:59:24	13/12/2022	1761.047	17:59:24.545	499.88	100.08	1000.08	1000.22	1000.2	0.0	0.0	0.02	0.0247	0.0172	31.0045	31.0396	31.0166	-0.0135	-0.0263	-0.0114			2.47e-08	1.72e-08
2022-12-13 17:59:30	2022-12-13 17:59:30	13/12/2022	1767.046	17:59:30.544	499.9	100.08	1000.08	1000.22	1000.2	0.0	0.0	0.02	0.022	0.0169	30.9986	31.0296	31.0035	-0.0135	-0.0264	-0.0114			2.2e-08	1.69e-08
2022-12-13 17:59:37	2022-12-13 17:59:37	13/12/2022	1774.2800000000002	17:59:37.778	499.9	100.08	1000.08	1000.22	1000.2	0.0	0.0	0.02	0.0208	0.0159	30.9801	31.0174	30.9914	-0.0135	-0.0264	-0.0121			2.0799999999999998e-08	1.59e-08
2022-12-13 17:59:43	2022-12-13 17:59:43	13/12/2022	1780.277	17:59:43.775	499.9	100.08	1000.08	1000.22	1000.2	0.0	0.0	0.02	0.0208	0.0159	30.975	31.0084	30.9812	-0.0135	-0.0264	-0.0121			2.0799999999999998e-08	1.59e-08
2022-12-13 17:59:49	2022-12-13 17:59:49	13/12/2022	1786.2900000000002	17:59:49.788	499.9	100.08	1000.1	1000.22	1000.2	0.0	0.0	0.02	0.0204	0.0159	30.9598	30.9951	30.9734	-0.0135	-0.0264	-0.0121			2.04e-08	1.59e-08
2022-12-13 17:59:56	2022-12-13 17:59:56	13/12/2022	1793.48	17:59:56.978	499.9	100.08	1000.1	1000.22	1000.2	0.0	0.0	0.02	0.0195	0.0159	30.9504	30.9877	30.9599	-0.0135	-0.0264	-0.0121			1.95e-08	1.59e-08
2022-12-13 18:00:02	2022-12-13 18:00:02	13/12/2022	1799.478	18:00:02.976	499.9	100.08	1000.1	1000.24	1000.2	0.0	0.0	0.02	0.0195	0.0159	30.9373	30.9761	30.9515	-0.0135	-0.0264	-0.0121			1.95e-08	1.59e-08
2022-12-13 18:00:08	2022-12-13 18:00:08	13/12/2022	1805.477	18:00:08.975	499.9	100.08	1000.1	1000.24	1000.2	0.0	0.0	0.02	0.0193	0.016	30.9313	30.9651	30.9418	-0.0135	-0.0264	-0.0121			1.93e-08	1.6e-08
2022-12-13 18:00:15	2022-12-13 18:00:15	13/12/2022	1811.507	18:00:15.005	499.9	100.08	1000.1	1000.24	1000.2	0.0	0.0	0.02	0.0193	0.0159	30.9196	30.9513	30.927	-0.0135	-0.0264	-0.0121			1.93e-08	1.59e-08
2022-12-13 18:00:21	2022-12-13 18:00:21	13/12/2022	1817.515	18:00:21.013	499.9	100.08	1000.08	1000.24	1000.2	0.0	0.0	0.02	0.0193	0.0159	30.9093	30.9415	30.918	-0.0135	-0.0264	-0.0121			1.93e-08	1.59e-08
2022-12-13 18:00:27	2022-12-13 18:00:27	13/12/2022	1823.515	18:00:27.013	499.9	100.08	1000.08	1000.24	1000.2	0.0	0.0	0.02	0.0192	0.0159	30.8923	30.9293	30.9062	-0.0135	-0.0264	-0.0121			1.9199999999999997e-08	1.59e-08
2022-12-13 18:00:34	2022-12-13 18:00:34	13/12/2022	1830.721	18:00:34.219	499.9	100.08	1000.08	1000.24	1000.2	0.0	0.0	0.02	0.0192	0.016	30.8819	30.9182	30.8965	-0.0136	-0.0264	-0.0121			1.9199999999999997e-08	1.6e-08
2022-12-13 18:00:40	2022-12-13 18:00:40	13/12/2022	1836.726	18:00:40.224	499.92	100.08	1000.08	1000.24	1000.2	0.0	0.0	0.02	0.0187	0.0159	30.8708	30.9065	30.8846	-0.0136	-0.0264	-0.0121			1.8700000000000002e-08	1.59e-08
2022-12-13 18:00:46	2022-12-13 18:00:46	13/12/2022	1842.721	18:00:46.219	499.92	100.08	1000.08	1000.24	1000.2	0.0	0.0	0.02	0.0187	0.0153	30.8598	30.8928	30.87	-0.0136	-0.0264	-0.0121			1.8700000000000002e-08	1.5299999999999998e-08
2022-12-13 18:00:53	2022-12-13 18:00:53	13/12/2022	1849.9250000000002	18:00:53.423	499.92	100.08	1000.08	1000.24	1000.2	0.0	0.0	0.02	0.0187	0.0153	30.8498	30.8873	30.8621	-0.0136	-0.0264	-0.0121			1.8700000000000002e-08	1.5299999999999998e-08
2022-12-13 18:00:59	2022-12-13 18:00:59	13/12/2022	1855.9330000000002	18:00:59.431	499.92	100.08	1000.08	1000.24	1000.2	0.0	0.0	0.02	0.0187	0.0148	30.841	30.8719	30.8504	-0.0136	-0.0262	-0.0121			1.8700000000000002e-08	1.48e-08
2022-12-13 18:01:05	2022-12-13 18:01:05	13/12/2022	1861.969	18:01:05.467	499.94	100.08	1000.08	1000.24	1000.22	0.0	0.0	0.02	0.0187	0.0148	30.828	30.8597	30.8382	-0.0136	-0.0262	-0.0121			1.8700000000000002e-08	1.48e-08
2022-12-13 18:01:12	2022-12-13 18:01:12	13/12/2022	1869.1660000000002	18:01:12.664	499.94	100.08	1000.08	1000.24	1000.22	0.0	0.0	0.02	0.0187	0.0148	30.8154	30.8512	30.8291	-0.0136	-0.0262	-0.0121			1.8700000000000002e-08	1.48e-08
2022-12-13 18:01:18	2022-12-13 18:01:18	13/12/2022	1875.171	18:01:18.669	499.94	100.08	1000.08	1000.24	1000.22	0.0	0.0	0.02	0.0187	0.0148	30.8045	30.8384	30.8141	-0.0136	-0.0262	-0.0121			1.8700000000000002e-08	1.48e-08
2022-12-13 18:01:24	2022-12-13 18:01:24	13/12/2022	1881.1740000000002	18:01:24.672	499.94	100.08	1000.08	1000.24	1000.22	0.0	0.0	0.02	0.0187	0.0132	30.7929	30.8287	30.8053	-0.0136	-0.0262	-0.0121			1.8700000000000002e-08	1.3199999999999999e-08
2022-12-13 18:01:31	2022-12-13 18:01:31	13/12/2022	1888.3850000000002	18:01:31.883	499.94	100.08	1000.08	1000.24	1000.22	0.0	0.0	0.02	0.0187	0.0141	30.7838	30.8207	30.7946	-0.0136	-0.0262	-0.0121			1.8700000000000002e-08	1.4099999999999999e-08
2022-12-13 18:01:37	2022-12-13 18:01:37	13/12/2022	1894.403	18:01:37.901	499.94	100.08	1000.08	1000.24	1000.22	0.0	0.0	0.02	0.0187	0.0141	30.7736	30.8086	30.787	-0.0136	-0.0262	-0.0119			1.8700000000000002e-08	1.4099999999999999e-08
2022-12-13 18:01:43	2022-12-13 18:01:43	13/12/2022	1900.4080000000001	18:01:43.906	499.94	100.08	1000.08	1000.24	1000.22	0.0	0.0	0.02	0.0187	0.0149	30.7637	30.7969	30.7742	-0.0136	-0.0262	-0.0119			1.8700000000000002e-08	1.49e-08
2022-12-13 18:01:50	2022-12-13 18:01:51	13/12/2022	1907.603	18:01:51.101	499.94	100.08	1000.08	1000.24	1000.22	0.0	0.0	0.02	0.0187	0.0145	30.7526	30.7835	30.7613	-0.0136	-0.0262	-0.0119			1.8700000000000002e-08	1.45e-08
2022-12-13 18:01:56	2022-12-13 18:01:57	13/12/2022	1913.9560000000001	18:01:57.454	429.62	100.08	1000.08	1000.24	1000.22	0.0	0.0	0.02	-0.3707	0.0145	30.7397	30.7724	30.7511	-0.0136	-0.0262	-0.0119			3.7069999999999995e-07	1.45e-08
2022-12-13 18:02:02	2022-12-13 18:02:02	13/12/2022	1919.4940000000001	18:02:02.992	0.6	0.38	811.34	951.36	1000.3	0.0	0.0	0.02	-0.0097	-1.65	26.2944	26.7575	27.4303	-0.0136	-0.0262	-0.0119			9.7e-09	1.6499999999999999e-06
2022-12-13 18:02:09	2022-12-13 18:02:10	13/12/2022	1926.6290000000001	18:02:10.127	0.02	0.32	89.46	228.88	1000.46	0.0	0.0	0.02	0.0076	-2.5437	10.1261	10.644	11.7186	-0.0136	-0.0263	-0.0109			7.6e-09	2.5437e-06
2022-12-13 18:02:15	2022-12-13 18:02:16	13/12/2022	1933.083	18:02:16.581	0.04	0.16	0.12	0.24	940.4	0.0	0.0	0.02	-0.0056	-0.4583	8.6109	8.6106	8.6622	-0.013	-0.0263	-0.0109			5.6e-09	4.5829999999999997e-07
2022-12-13 18:02:21	2022-12-13 18:02:21	13/12/2022	1937.851	18:02:21.349	0.06	0.16	0.14	0.24	489.96	0.0	0.0	0.02	0.0193	-0.555	3.8872	3.9371	3.9317	-0.013	-0.0263	-0.0109			1.93e-08	5.55e-07
2022-12-13 18:02:27	2022-12-13 18:02:27	13/12/2022	1943.7450000000001	18:02:27.243	0.1	0.12	0.54	0.58	0.2	0.0	0.0	0.02	-0.0595	-0.0464	-0.0847	-0.1162	-0.1237	-0.013	-0.0263	-0.0109			5.95e-08	4.639999999999999e-08
2022-12-13 18:02:34	2022-12-13 18:02:34	13/12/2022	1950.8950000000002	18:02:34.393	0.08	0.12	0.18	0.2	0.0	0.0	0.0	0.02	0.0295	-0.0591	-0.0192	-0.0542	-0.0422	-0.013	-0.0263	-0.0109			2.9499999999999996e-08	5.91e-08
2022-12-13 18:02:40	2022-12-13 18:02:40	13/12/2022	1956.855	18:02:40.353	0.06	0.14	0.16	0.22	0.0	0.0	0.0	0.02	0.0075	-0.0492	-0.0019	-0.0587	-0.0227	-0.013	-0.0263	-0.0109			7.5e-09	4.92e-08
2022-12-13 18:02:46	2022-12-13 18:02:46	13/12/2022	1962.7690000000002	18:02:46.267	0.1	0.1	0.2	0.2	0.0	0.0	0.0	0.02	0.0019	0.0142	-0.0725	-0.0288	-0.0086	-0.013	-0.0263	-0.0109			1.9e-09	1.42e-08
2022-12-13 18:02:53	2022-12-13 18:02:53	13/12/2022	1969.9230000000002	18:02:53.421	0.08	0.08	0.22	0.2	0.0	0.0	0.0	0.02	0.0056	0.0144	0.0028	-0.0119	-0.0141	-0.013	-0.0263	-0.0109			5.6e-09	1.4399999999999998e-08
2022-12-13 18:02:59	2022-12-13 18:02:59	13/12/2022	1975.845	18:02:59.343	0.06	0.08	0.2	0.22	0.0	0.0	0.0	0.02	0.0056	0.0049	0.009	-0.0139	0.0066	-0.013	-0.0263	-0.0109			5.6e-09	4.899999999999999e-09
2022-12-13 18:03:05	2022-12-13 18:03:05	13/12/2022	1981.7930000000001	18:03:05.291	0.06	0.08	0.18	0.2	0.0	0.0	0.0	0.02	0.0029	0.0072	0.0097	-0.045	-0.029	-0.013	-0.0263	-0.0109			2.8999999999999995e-09	7.199999999999999e-09
2022-12-13 18:03:12	2022-12-13 18:03:12	13/12/2022	1988.919	18:03:12.417	0.08	0.08	0.2	0.18	0.0	0.0	0.0	0.02	0.0029	0.0144	0.0055	0.0398	-0.0017	-0.013	-0.0263	-0.0109			2.8999999999999995e-09	1.4399999999999998e-08
2022-12-13 18:03:18	2022-12-13 18:03:18	13/12/2022	1994.851	18:03:18.349	0.08	0.12	0.16	0.2	0.0	0.0	0.0	0.02	0.0026	0.0044	0.0156	-0.0554	-0.0448	-0.013	-0.0263	-0.0107			2.5999999999999997e-09	4.4e-09
2022-12-13 18:03:24	2022-12-13 18:03:24	13/12/2022	2000.824	18:03:24.322	0.08	0.08	0.2	0.18	0.0	0.0	0.0	0.02	0.0026	0.0052	-0.0654	0.0365	0.0049	-0.013	-0.0263	-0.0107			2.5999999999999997e-09	5.1999999999999994e-09
2022-12-13 18:03:31	2022-12-13 18:03:31	13/12/2022	2007.891	18:03:31.389	0.08	0.08	0.2	0.16	0.0	0.0	0.0	0.02	0.0021	0.002	0.0155	0.0208	0.0052	-0.013	-0.0263	-0.0107			2.0999999999999998e-09	2e-09
2022-12-13 18:03:37	2022-12-13 18:03:37	13/12/2022	2013.7900000000002	18:03:37.288	0.08	0.08	0.2	0.18	0.0	0.0	0.0	0.02	0.0021	0.0031	0.0084	0.0174	-0.0498	-0.013	-0.0265	-0.0107			2.0999999999999998e-09	3.0999999999999996e-09
2022-12-13 18:03:43	2022-12-13 18:03:43	13/12/2022	2019.736	18:03:43.234	0.08	0.1	0.22	0.16	0.0	0.0	0.0	0.02	0.0021	0.002	0.0087	0.0324	0.0102	-0.013	-0.0275	-0.0107			2.0999999999999998e-09	2e-09
2022-12-13 18:03:50	2022-12-13 18:03:50	13/12/2022	2026.852	18:03:50.350	0.08	0.1	0.22	0.22	0.0	0.0	0.0	0.02	0.0021	0.0014	0.0072	0.0288	-0.0181	-0.013	-0.0275	-0.0107			2.0999999999999998e-09	1.4e-09
2022-12-13 18:03:56	2022-12-13 18:03:56	13/12/2022	2032.767	18:03:56.265	0.08	0.1	0.18	0.18	0.0	0.0	0.0	0.02	0.0021	0.0024	0.0109	0.0264	-0.0291	-0.013	-0.0275	-0.0107			2.0999999999999998e-09	2.3999999999999996e-09
2022-12-13 18:04:02	2022-12-13 18:04:02	13/12/2022	2038.689	18:04:02.187	0.08	0.1	0.22	0.22	0.0	0.0	0.0	0.02	0.0021	0.0008	-0.0519	0.0295	0.0127	-0.013	-0.0275	-0.0107			2.0999999999999998e-09	8e-10
2022-12-13 18:04:09	2022-12-13 18:04:09	13/12/2022	2045.8180000000002	18:04:09.316	0.08	0.12	0.16	0.2	0.0	0.0	0.0	0.02	0.0018	0.0036	0.0095	-0.0264	0.0118	-0.013	-0.0275	-0.0105			1.7999999999999998e-09	3.5999999999999996e-09
2022-12-13 18:04:15	2022-12-13 18:04:15	13/12/2022	2051.734	18:04:15.232	0.08	0.12	0.18	0.18	0.0	0.0	0.0	0.02	0.0014	0.0035	0.0098	0.0206	-0.0289	-0.013	-0.0275	-0.0105			1.4e-09	3.5e-09
2022-12-13 18:04:21	2022-12-13 18:04:21	13/12/2022	2057.654	18:04:21.152	0.08	0.12	0.18	0.2	0.0	0.0	0.0	0.02	0.0014	0.0036	0.0071	0.0304	0.0013	-0.013	-0.0275	-0.0105			1.4e-09	3.5999999999999996e-09
2022-12-13 18:04:28	2022-12-13 18:04:28	13/12/2022	2064.761	18:04:28.259	0.08	0.12	0.2	0.22	0.0	0.0	0.0	0.02	0.0014	0.0036	0.0074	0.02	0.0	-0.013	-0.0275	-0.0105			1.4e-09	3.5999999999999996e-09
2022-12-13 18:04:34	2022-12-13 18:04:34	13/12/2022	2070.6820000000002	18:04:34.180	0.08	0.12	0.16	0.2	0.0	0.0	0.0	0.02	0.0014	0.0036	0.0075	0.0116	0.0037	-0.0133	-0.0275	-0.0105			1.4e-09	3.5999999999999996e-09
2022-12-13 18:04:40	2022-12-13 18:04:40	13/12/2022	2076.594	18:04:40.092	0.08	0.12	0.22	0.16	0.0	0.0	0.0	0.02	0.0014	0.0039	0.0027	0.02	0.0016	-0.0133	-0.0275	-0.0105			1.4e-09	3.899999999999999e-09
2022-12-13 18:04:47	2022-12-13 18:04:47	13/12/2022	2083.704	18:04:47.202	0.08	0.12	0.16	0.2	0.0	0.0	0.0	0.02	0.0014	0.0045	0.0079	0.0185	0.001	-0.0133	-0.0275	-0.0105			1.4e-09	4.5e-09
2022-12-13 18:04:53	2022-12-13 18:04:53	13/12/2022	2089.626	18:04:53.124	0.08	0.12	0.12	0.22	0.0	0.0	0.0	0.02	0.0014	0.0055	0.0096	0.0195	-0.0472	-0.0137	-0.0275	-0.0105			1.4e-09	5.5e-09
2022-12-13 18:04:59	2022-12-13 18:04:59	13/12/2022	2095.5820000000003	18:04:59.080	0.08	0.1	0.16	0.2	0.0	0.0	0.0	0.02	0.0014	0.0055	0.0096	0.02	0.012	-0.0137	-0.0275	-0.0105			1.4e-09	5.5e-09
