F1((1=on,0=off))	0
F2((1=on,0=off))	1
cage(V)	3.0
delta-m(%)	+0
electron-energy(V)	70.0
emission(uA)	1000.000
focus(V)	-90
mass(amu)	12.00
mode-change-delay()	
multiplier(V)	1200
resolution(%)	+0
Data()	
mass 2.0_time	mass 2.0_value	mass 12.0_time	mass 12.0_value	mass 15.0_time	mass 15.0_value	mass 18.0_time	mass 18.0_value	mass 28.0_time	mass 28.0_value	mass 32.0_time	mass 32.0_value	mass 44.0_time	mass 44.0_value
2023/03/10 18:01:44.439	0.00000000098334300000	2023/03/10 18:01:48.040	0.00000000000002164500	2023/03/10 18:01:48.641	0.00000000000032541200	2023/03/10 18:01:49.241	0.00000000000020304500	2023/03/10 18:01:49.841	0.00000000000137245000	2023/03/10 18:01:50.442	0.00000000000000309814	2023/03/10 18:01:51.543	0.00000000000010749900
2023/03/10 18:01:52.214	0.00000000098243000000	2023/03/10 18:01:56.215	0.00000000000003047290	2023/03/10 18:01:56.816	0.00000000000030752400	2023/03/10 18:01:57.416	0.00000000000019571400	2023/03/10 18:01:58.017	0.00000000000138287000	2023/03/10 18:01:58.617	0.00000000000001262370	2023/03/10 18:01:59.718	0.00000000000000000000
2023/03/10 18:02:00.189	0.00000000098206400000	2023/03/10 18:02:03.790	0.00000000000002994400	2023/03/10 18:02:04.391	0.00000000000031309300	2023/03/10 18:02:04.991	0.00000000000020290500	2023/03/10 18:02:05.592	0.00000000000139696000	2023/03/10 18:02:06.192	0.00000000000000301322	2023/03/10 18:02:07.293	0.00000000000053749900
2023/03/10 18:02:07.964	0.00000000098273100000	2023/03/10 18:02:11.565	0.00000000000003193170	2023/03/10 18:02:12.166	0.00000000000032013400	2023/03/10 18:02:12.766	0.00000000000020120700	2023/03/10 18:02:13.367	0.00000000000140556000	2023/03/10 18:02:13.967	0.00000000000000646719	2023/03/10 18:02:15.068	0.00000000000010749900
2023/03/10 18:02:15.739	0.00000000098259100000	2023/03/10 18:02:19.340	0.00000000000002696200	2023/03/10 18:02:19.941	0.00000000000030352500	2023/03/10 18:02:20.541	0.00000000000020448600	2023/03/10 18:02:21.142	0.00000000000142577000	2023/03/10 18:02:21.742	0.00000000000000609524	2023/03/10 18:02:22.843	0.00000000000021499900
2023/03/10 18:02:23.514	0.00000000098035500000	2023/03/10 18:02:27.115	0.00000000000003194460	2023/03/10 18:02:27.716	0.00000000000031601700	2023/03/10 18:02:28.316	0.00000000000021030100	2023/03/10 18:02:28.917	0.00000000000141287000	2023/03/10 18:02:29.517	0.00000000000000012362	2023/03/10 18:02:30.618	0.00000000000010749900
2023/03/10 18:02:31.289	0.00000000098108600000	2023/03/10 18:02:34.890	0.00000000000003416120	2023/03/10 18:02:35.491	0.00000000000031795200	2023/03/10 18:02:36.091	0.00000000000020428100	2023/03/10 18:02:36.692	0.00000000000144264000	2023/03/10 18:02:38.393	0.00000000000021499900
2023/03/10 18:02:38.864	0.00000000098037700000	2023/03/10 18:02:42.465	0.00000000000002642880	2023/03/10 18:02:43.066	0.00000000000031945700	2023/03/10 18:02:43.666	0.00000000000020834500	2023/03/10 18:02:44.267	0.00000000000144748000	2023/03/10 18:02:44.867	0.00000000000000301752	2023/03/10 18:02:45.968	0.00000000000042999900
2023/03/10 18:02:46.639	0.00000000098068800000	2023/03/10 18:02:50.240	0.00000000000002955490	2023/03/10 18:02:50.841	0.00000000000031574800	2023/03/10 18:02:51.441	0.00000000000020915100	2023/03/10 18:02:52.042	0.00000000000145200000	2023/03/10 18:02:52.642	0.00000000000000697888	2023/03/10 18:02:53.743	0.00000000000053749900
2023/03/10 18:02:54.414	0.00000000098092500000	2023/03/10 18:02:58.415	0.00000000000002530330	2023/03/10 18:02:59.016	0.00000000000033083000	2023/03/10 18:02:59.616	0.00000000000020420600	2023/03/10 18:03:00.217	0.00000000000147500000	2023/03/10 18:03:01.918	0.00000000000053749900
2023/03/10 18:03:02.389	0.00000000097998900000	2023/03/10 18:03:05.990	0.00000000000003561360	2023/03/10 18:03:06.591	0.00000000000032098300	2023/03/10 18:03:07.191	0.00000000000021209700	2023/03/10 18:03:07.792	0.00000000000147919000	2023/03/10 18:03:09.493	0.00000000000042999900
2023/03/10 18:03:10.164	0.00000000098022600000	2023/03/10 18:03:13.765	0.00000000000003221010	2023/03/10 18:03:14.366	0.00000000000033434500	2023/03/10 18:03:14.966	0.00000000000020627000	2023/03/10 18:03:15.567	0.00000000000148876000	2023/03/10 18:03:16.167	0.00000000000000730783	2023/03/10 18:03:17.268	0.00000000000010749900
2023/03/10 18:03:17.739	0.00000000098026900000	2023/03/10 18:03:21.340	0.00000000000004243660	2023/03/10 18:03:21.941	0.00000000000032722900	2023/03/10 18:03:22.541	0.00000000000020059400	2023/03/10 18:03:23.142	0.00000000000149661000	2023/03/10 18:03:23.742	0.00000000000000189307	2023/03/10 18:03:24.843	0.00000000000021499900
2023/03/10 18:03:25.514	0.00000000098067700000	2023/03/10 18:03:29.115	0.00000000000002978280	2023/03/10 18:03:29.716	0.00000000000032119800	2023/03/10 18:03:30.316	0.00000000000020889300	2023/03/10 18:03:30.917	0.00000000000151284000	2023/03/10 18:03:31.517	0.00000000000000146414	2023/03/10 18:03:32.618	0.00000000000032249900
2023/03/10 18:03:33.289	0.00000000098064500000	2023/03/10 18:03:36.890	0.00000000000003352380	2023/03/10 18:03:37.491	0.00000000000032103700	2023/03/10 18:03:38.091	0.00000000000020819400	2023/03/10 18:03:38.692	0.00000000000151488000	2023/03/10 18:03:40.393	0.00000000000021499900
2023/03/10 18:03:41.064	0.00000000098074200000	2023/03/10 18:03:44.665	0.00000000000002748120	2023/03/10 18:03:45.266	0.00000000000032636900	2023/03/10 18:03:45.866	0.00000000000021298900	2023/03/10 18:03:46.467	0.00000000000153165000	2023/03/10 18:03:48.168	0.00000000000053749900
