ASCII SAMPLE CYCLES :			primary desorption, grid transparent.mdc
DATE :	10/10/2022	TIME :	11:07:25 pm
CONVERTED CYCLES :			342
Number of stored cycles			342
Printed start cycle			1
Printed end cycle			342
Number of stored datablocks			1
Datablock 0	Ion Current	[A]	
'0/0'	2.00	min:	5.42403E-011	max:	4.44756E-010	
'0/1'	12.00	min:	3.2688E-012	max:	4.03904E-011	
'0/2'	14.00	min:	9.29889E-013	max:	1.87264E-011	ABS A,B	T_min:	5E-007	T_max:	1E-008	
'0/3'	15.00	min:	9.06687E-013	max:	4.04757E-011	
'0/4'	16.00	min:	8.11101E-012	max:	6.56082E-011	ABS A AND B	T_min:	5E-007	
'0/5'	18.00	min:	7.8933E-011	max:	1.16332E-010	ABS A,B	T_min:	5E-007	T_max:	1E-008	
'0/6'	28.00	min:	1.27286E-011	max:	1.68787E-010	ABS A AND B	T_min:	5E-007	
'0/7'	32.00	min:	3.46187E-013	max:	7.19024E-013	ABS A	T_min:	5E-007	
'0/8'	40.00	min:	3.7658E-013	max:	2.57386E-012	ABS B	T_min:	5E-007	
'0/9'	44.00	min:	6.51938E-012	max:	5.15873E-011	ABS A,B	T_min:	5E-007	T_max:	1E-008	
Cycle	Date	Time	RelTime[s]	'0/0'	'0/1'	'0/2'	Threshold	'0/3'	'0/4'	Threshold	'0/5'	Threshold	'0/6'	Threshold	'0/7'	Threshold	'0/8'	Threshold	'0/9'	Threshold	
92	10/10/2022	11:24:14:22 pm	1009.23	4.24026E-010	3.92159E-011	1.77171E-011	HL	3.80498E-011	6.27035E-011	L	1.15526E-010	HL	1.6682E-010	L	6.93561E-013	H	2.4695E-012	L	4.83064E-011	HL	
93	10/10/2022	11:24:25:24 pm	1020.25	4.2392E-010	3.91129E-011	1.71638E-011	HL	3.04786E-011	4.27256E-011	L	1.13649E-010	HL	8.60987E-011	L	5.07127E-013	H	1.07126E-012	L	1.33839E-011	HL	
94	10/10/2022	11:24:36:38 pm	1031.38	9.22033E-011	1.08075E-011	3.75562E-012	HL	7.11835E-012	1.71945E-011	L	1.00733E-010	HL	5.08477E-011	L	4.71744E-013	H	8.16827E-013	L	1.09376E-011	HL	
95	10/10/2022	11:24:47:54 pm	1042.54	8.15402E-011	8.93607E-012	3.03811E-012	HL	5.39294E-012	1.52553E-011	L	9.66305E-011	HL	4.41121E-011	L	4.4753E-013	H	7.79018E-013	L	1.01299E-011	HL	
96	10/10/2022	11:24:58:93 pm	1053.94	7.71889E-011	7.99266E-012	2.67246E-012	HL	4.76062E-012	1.40726E-011	L	9.461E-011	HL	4.01667E-011	L	4.29181E-013	H	7.60992E-013	L	9.57393E-012	HL	
97	10/10/2022	11:25:10:18 pm	1065.19	7.44672E-011	7.36383E-012	2.42723E-012	HL	4.04937E-012	1.34961E-011	L	9.34326E-011	HL	3.72329E-011	L	4.35019E-013	H	7.3263E-013	L	9.40282E-012	HL	
98	10/10/2022	11:25:21:43 pm	1076.43	7.16502E-011	7.12038E-012	2.2906E-012	HL	3.77313E-012	1.29164E-011	L	9.27738E-011	HL	3.54342E-011	L	4.53012E-013	H	6.84504E-013	L	9.18182E-012	HL	
99	10/10/2022	11:25:32:86 pm	1087.86	7.09742E-011	6.86179E-012	2.17456E-012	HL	3.58858E-012	1.24881E-011	L	9.1879E-011	HL	3.34246E-011	L	4.29913E-013	H	6.47806E-013	L	9.11753E-012	HL	
100	10/10/2022	11:25:44:24 pm	1099.24	6.95588E-011	6.42999E-012	2.10876E-012	HL	3.30923E-012	1.22429E-011	L	9.08591E-011	HL	3.15115E-011	L	4.19066E-013	H	6.26185E-013	L	8.40935E-012	HL	
101	10/10/2022	11:25:55:61 pm	1110.62	6.8187E-011	6.21417E-012	2.02223E-012	HL	3.21939E-012	1.18842E-011	L	9.01817E-011	HL	3.03519E-011	L	4.24728E-013	H	5.9133E-013	L	8.57978E-012	HL	
102	10/10/2022	11:26:06:97 pm	1121.98	6.66428E-011	6.09548E-012	1.96891E-012	HL	3.05723E-012	1.20121E-011	L	9.04228E-011	HL	2.95261E-011	L	4.18527E-013	H	6.05497E-013	L	8.58761E-012	HL	
103	10/10/2022	11:26:18:28 pm	1133.28	6.72558E-011	5.94683E-012	1.89984E-012	HL	2.88654E-012	1.17258E-011	L	8.94527E-011	HL	2.83243E-011	L	4.08892E-013	H	6.13982E-013	L	8.51824E-012	HL	
104	10/10/2022	11:26:29:70 pm	1144.7	6.63682E-011	5.86467E-012	1.81389E-012	HL	2.7671E-012	1.13079E-011	L	8.88208E-011	HL	2.73355E-011	L	4.21249E-013	H	6.0383E-013	L	8.43526E-012	HL	
105	10/10/2022	11:26:41:10 pm	1156.11	6.64741E-011	5.54623E-012	1.77701E-012	HL	2.6285E-012	1.12148E-011	L	8.86326E-011	HL	2.67376E-011	L	4.03785E-013	H	6.15149E-013	L	8.15799E-012	HL	
106	10/10/2022	11:26:52:51 pm	1167.52	6.51328E-011	5.58538E-012	1.72123E-012	HL	2.54381E-012	1.16672E-011	L	9.10587E-011	HL	2.61263E-011	L	3.94033E-013	H	5.93468E-013	L	7.97587E-012	HL	
107	10/10/2022	11:27:03:86 pm	1178.86	6.43428E-011	5.44875E-012	1.6754E-012	HL	2.49483E-012	1.09411E-011	L	8.81116E-011	HL	2.54464E-011	L	4.05026E-013	H	5.64125E-013	L	7.90737E-012	HL	
108	10/10/2022	11:27:15:27 pm	1190.27	6.39912E-011	5.33074E-012	1.69787E-012	HL	2.36525E-012	1.08581E-011	L	8.82263E-011	HL	2.50031E-011	L	3.9901E-013	H	5.58116E-013	L	7.85511E-012	HL	
109	10/10/2022	11:27:26:68 pm	1201.68	6.40508E-011	5.27921E-012	1.66768E-012	HL	2.36653E-012	1.0867E-011	L	8.78712E-011	HL	2.42109E-011	L	3.86747E-013	H	5.45852E-013	L	7.83252E-012	HL	
110	10/10/2022	11:27:37:96 pm	1212.97	6.38556E-011	5.14858E-012	1.62338E-012	HL	2.29237E-012	1.06417E-011	L	8.74692E-011	HL	2.37236E-011	L	4.09531E-013	H	5.39069E-013	L	7.86102E-012	HL	
111	10/10/2022	11:27:49:53 pm	1224.53	6.33499E-011	5.08787E-012	1.56988E-012	HL	2.26771E-012	1.07662E-011	L	8.67793E-011	HL	2.33591E-011	L	3.91793E-013	H	5.78159E-013	L	7.8088E-012	HL	
112	10/10/2022	11:28:00:89 pm	1235.89	6.31347E-011	5.10507E-012	1.56683E-012	HL	2.12762E-012	1.08589E-011	L	8.68218E-011	HL	2.3016E-011	L	3.94147E-013	H	5.35527E-013	L	7.71286E-012	HL	
113	10/10/2022	11:28:12:27 pm	1247.27	6.22298E-011	4.94461E-012	1.59856E-012	HL	2.20995E-012	1.05909E-011	L	8.75886E-011	HL	2.26542E-011	L	3.84217E-013	H	5.14226E-013	L	7.83343E-012	HL	
114	10/10/2022	11:28:23:71 pm	1258.72	6.25178E-011	4.93692E-012	1.54718E-012	HL	2.2111E-012	1.04124E-011	L	8.74167E-011	HL	2.22593E-011	L	3.98839E-013	H	5.45829E-013	L	7.67019E-012	HL	
115	10/10/2022	11:28:35:10 pm	1270.11	6.22785E-011	4.89059E-012	1.53978E-012	HL	2.07887E-012	1.03617E-011	L	8.6757E-011	HL	2.21266E-011	L	3.78992E-013	H	5.39857E-013	L	7.66426E-012	HL	
116	10/10/2022	11:28:46:39 pm	1281.39	6.22926E-011	4.84378E-012	1.50185E-012	HL	2.08039E-012	1.05664E-011	L	8.7062E-011	HL	2.18533E-011	L	3.98586E-013	H	5.43897E-013	L	7.60421E-012	HL	
117	10/10/2022	11:28:57:82 pm	1292.82	6.1743E-011	4.79323E-012	1.48563E-012	HL	2.06893E-012	1.03475E-011	L	8.64858E-011	HL	2.14368E-011	L	3.71325E-013	H	5.27165E-013	L	7.56034E-012	HL	
118	10/10/2022	11:29:09:19 pm	1304.2	6.11446E-011	4.81442E-012	1.4911E-012	HL	2.01933E-012	1.03489E-011	L	8.63945E-011	HL	2.11071E-011	L	3.92204E-013	H	5.03931E-013	L	7.51804E-012	HL	
119	10/10/2022	11:29:20:48 pm	1315.49	6.13958E-011	4.7613E-012	1.41924E-012	HL	1.9906E-012	1.00616E-011	L	8.52491E-011	HL	2.09544E-011	L	4.01821E-013	H	5.16028E-013	L	7.52076E-012	HL	
120	10/10/2022	11:29:31:84 pm	1326.84	6.08492E-011	4.6419E-012	1.4774E-012	HL	1.98808E-012	1.01479E-011	L	8.56625E-011	HL	2.06611E-011	L	3.73836E-013	H	5.31057E-013	L	7.72247E-012	HL	
121	10/10/2022	11:29:43:18 pm	1338.18	6.06695E-011	4.6423E-012	1.41564E-012	HL	1.98146E-012	1.01101E-011	L	8.57211E-011	HL	2.04861E-011	L	3.90215E-013	H	5.16413E-013	L	7.4027E-012	HL	
122	10/10/2022	11:29:54:55 pm	1349.55	6.08431E-011	4.68351E-012	1.42545E-012	HL	1.8494E-012	1.00853E-011	L	8.61201E-011	HL	2.02486E-011	L	3.878E-013	H	5.15618E-013	L	7.47017E-012	HL	
123	10/10/2022	11:30:05:89 pm	1360.9	6.11201E-011	4.66358E-012	1.45526E-012	HL	1.8827E-012	9.89812E-012	L	8.55736E-011	HL	2.0198E-011	L	3.72028E-013	H	5.09639E-013	L	7.47256E-012	HL	
124	10/10/2022	11:30:17:21 pm	1372.21	6.07989E-011	4.60248E-012	1.38943E-012	HL	1.84936E-012	1.02196E-011	L	8.58324E-011	HL	1.9855E-011	L	3.7633E-013	H	5.01318E-013	L	7.42409E-012	HL	
125	10/10/2022	11:30:28:63 pm	1383.63	6.09661E-011	4.51239E-012	1.44142E-012	HL	1.80943E-012	9.97582E-012	L	8.59885E-011	HL	1.97768E-011	L	3.81565E-013	H	4.96142E-013	L	7.70487E-012	HL	
126	10/10/2022	11:30:40:06 pm	1395.06	6.07119E-011	4.572E-012	1.39075E-012	HL	1.83258E-012	9.94444E-012	L	8.60668E-011	HL	1.96122E-011	L	3.84686E-013	H	4.9811E-013	L	7.43008E-012	HL	
127	10/10/2022	11:30:51:40 pm	1406.41	6.08483E-011	4.48593E-012	1.36712E-012	HL	1.79359E-012	9.90346E-012	L	8.57517E-011	HL	1.94185E-011	L	3.87647E-013	H	5.05247E-013	L	7.41145E-012	HL	
128	10/10/2022	11:31:02:81 pm	1417.82	6.08399E-011	4.37674E-012	1.35882E-012	HL	1.81422E-012	9.99933E-012	L	8.4987E-011	HL	1.95216E-011	L	3.7931E-013	H	5.08168E-013	L	7.36169E-012	HL	
129	10/10/2022	11:31:14:17 pm	1429.17	6.04973E-011	4.49106E-012	1.3959E-012	HL	1.75863E-012	9.84463E-012	L	8.5164E-011	HL	1.92038E-011	L	3.80651E-013	H	4.75703E-013	L	7.38202E-012	HL	
130	10/10/2022	11:31:25:70 pm	1440.7	6.04544E-011	4.32295E-012	1.39159E-012	HL	1.80556E-012	9.84143E-012	L	8.44125E-011	HL	1.93315E-011	L	3.74321E-013	H	4.97086E-013	L	7.30385E-012	HL	
131	10/10/2022	11:31:37:13 pm	1452.13	5.95839E-011	4.39758E-012	1.33231E-012	HL	1.74585E-012	1.0037E-011	L	8.43192E-011	HL	1.89691E-011	L	3.98801E-013	H	4.92566E-013	L	7.26017E-012	HL	
132	10/10/2022	11:31:48:52 pm	1463.53	5.98378E-011	4.33466E-012	1.37054E-012	HL	1.67844E-012	9.94902E-012	L	8.48945E-011	HL	1.88679E-011	L	3.92382E-013	H	4.85914E-013	L	7.23138E-012	HL	
133	10/10/2022	11:31:59:97 pm	1474.97	5.91661E-011	4.50438E-012	1.29469E-012	HL	1.67343E-012	9.54472E-012	L	8.48296E-011	HL	1.88228E-011	L	3.85257E-013	H	4.75234E-013	L	7.2467E-012	HL	
134	10/10/2022	11:32:11:40 pm	1486.4	5.95475E-011	4.32246E-012	1.36201E-012	HL	1.64257E-012	9.44418E-012	L	8.40794E-011	HL	1.8789E-011	L	3.73146E-013	H	4.7618E-013	L	7.29438E-012	HL	
135	10/10/2022	11:32:22:84 pm	1497.84	5.96074E-011	4.23458E-012	1.30414E-012	HL	1.64756E-012	9.73802E-012	L	8.38788E-011	HL	1.85757E-011	L	3.83035E-013	H	4.68759E-013	L	7.23644E-012	HL	
136	10/10/2022	11:32:34:18 pm	1509.19	5.93416E-011	4.38637E-012	1.33651E-012	HL	1.6645E-012	9.71547E-012	L	8.45252E-011	HL	1.84072E-011	L	3.80412E-013	H	4.81308E-013	L	7.36919E-012	HL	
137	10/10/2022	11:32:45:60 pm	1520.61	5.86373E-011	4.31337E-012	1.28162E-012	HL	1.65684E-012	9.43323E-012	L	8.39696E-011	HL	1.83496E-011	L	3.89674E-013	H	4.70484E-013	L	7.22862E-012	HL	
138	10/10/2022	11:32:56:98 pm	1531.98	5.91337E-011	4.26577E-012	1.30576E-012	HL	1.64447E-012	9.60738E-012	L	8.44529E-011	HL	1.80873E-011	L	3.87517E-013	H	4.98904E-013	L	7.36433E-012	HL	
139	10/10/2022	11:33:08:49 pm	1543.49	5.86229E-011	4.37204E-012	1.25442E-012	HL	1.66712E-012	9.2812E-012	L	8.4262E-011	HL	1.81869E-011	L	3.78031E-013	H	4.79833E-013	L	7.27392E-012	HL	
140	10/10/2022	11:33:20:01 pm	1555.02	5.90071E-011	4.30555E-012	1.3078E-012	HL	1.60573E-012	9.72284E-012	L	8.41388E-011	HL	1.81272E-011	L	3.79773E-013	H	4.86739E-013	L	7.10054E-012	HL	
141	10/10/2022	11:33:31:40 pm	1566.41	5.878E-011	4.2382E-012	1.28413E-012	HL	1.61056E-012	9.74422E-012	L	8.42377E-011	HL	1.7853E-011	L	3.76241E-013	H	4.64857E-013	L	7.28566E-012	HL	
142	10/10/2022	11:33:42:86 pm	1577.86	5.92717E-011	4.25583E-012	1.29149E-012	HL	1.60946E-012	9.59529E-012	L	8.42748E-011	HL	1.80821E-011	L	3.76235E-013	H	4.65929E-013	L	7.23637E-012	HL	
143	10/10/2022	11:33:54:31 pm	1589.31	5.89288E-011	4.26204E-012	1.3012E-012	HL	1.54918E-012	9.51197E-012	L	8.39214E-011	HL	1.81475E-011	L	3.67847E-013	H	4.52429E-013	L	7.3483E-012	HL	
144	10/10/2022	11:34:05:79 pm	1600.79	5.84761E-011	4.28299E-012	1.25482E-012	HL	1.54586E-012	9.62297E-012	L	8.39375E-011	HL	1.79162E-011	L	3.89037E-013	H	4.80319E-013	L	7.33322E-012	HL	
145	10/10/2022	11:34:17:24 pm	1612.25	5.87555E-011	4.20998E-012	1.23643E-012	HL	1.58878E-012	9.59416E-012	L	8.37951E-011	HL	1.76461E-011	L	3.76086E-013	H	4.47093E-013	L	7.25116E-012	HL	
146	10/10/2022	11:34:28:66 pm	1623.67	5.94483E-011	4.07313E-012	1.2685E-012	HL	1.5936E-012	9.59405E-012	L	8.30626E-011	HL	1.76243E-011	L	3.73536E-013	H	4.68506E-013	L	7.10975E-012	HL	
147	10/10/2022	11:34:40:03 pm	1635.03	5.90474E-011	4.17119E-012	1.2372E-012	HL	1.54053E-012	9.46978E-012	L	8.35581E-011	HL	1.75929E-011	L	3.87759E-013	H	4.73189E-013	L	7.30507E-012	HL	
148	10/10/2022	11:34:51:46 pm	1646.46	5.87203E-011	4.16478E-012	1.29483E-012	HL	1.5451E-012	9.35834E-012	L	8.34819E-011	HL	1.75804E-011	L	3.78063E-013	H	4.70535E-013	L	7.1783E-012	HL	
149	10/10/2022	11:35:02:83 pm	1657.84	5.86168E-011	4.19123E-012	1.22952E-012	HL	1.57052E-012	9.7525E-012	L	8.34826E-011	HL	1.73622E-011	L	3.66621E-013	H	4.86161E-013	L	7.17147E-012	HL	
150	10/10/2022	11:35:14:35 pm	1669.36	5.80835E-011	4.05854E-012	1.26358E-012	HL	1.45678E-012	9.41342E-012	L	8.33754E-011	HL	1.73534E-011	L	3.66723E-013	H	5.03436E-013	L	7.13912E-012	HL	
151	10/10/2022	11:35:25:71 pm	1680.71	5.83297E-011	4.20148E-012	1.20123E-012	HL	1.48414E-012	9.46691E-012	L	8.32836E-011	HL	1.70154E-011	L	3.70143E-013	H	4.77949E-013	L	7.13805E-012	HL	
152	10/10/2022	11:35:37:07 pm	1692.07	5.87039E-011	4.00371E-012	1.25502E-012	HL	1.56754E-012	9.37665E-012	L	8.44022E-011	HL	1.74214E-011	L	3.78223E-013	H	4.65938E-013	L	7.15695E-012	HL	
153	10/10/2022	11:35:48:51 pm	1703.51	5.80785E-011	4.13426E-012	1.24333E-012	HL	1.54014E-012	9.52263E-012	L	8.32531E-011	HL	1.6885E-011	L	3.76153E-013	H	4.66903E-013	L	7.10434E-012	HL	
154	10/10/2022	11:35:59:91 pm	1714.92	5.83043E-011	4.10456E-012	1.2487E-012	HL	1.4502E-012	9.37938E-012	L	8.34533E-011	HL	1.72914E-011	L	3.8892E-013	H	4.47707E-013	L	7.07849E-012	HL	
155	10/10/2022	11:36:11:36 pm	1726.36	5.85613E-011	4.16831E-012	1.26205E-012	HL	1.45346E-012	9.05541E-012	L	8.29207E-011	HL	1.69656E-011	L	3.8083E-013	H	4.53193E-013	L	7.18378E-012	HL	
156	10/10/2022	11:36:22:78 pm	1737.78	5.76983E-011	4.02099E-012	1.25005E-012	HL	1.44647E-012	9.46882E-012	L	8.28033E-011	HL	1.70136E-011	L	3.68469E-013	H	4.39339E-013	L	7.00521E-012	HL	
157	10/10/2022	11:36:34:20 pm	1749.2	5.82803E-011	4.06426E-012	1.20194E-012	HL	1.50698E-012	9.40153E-012	L	8.29109E-011	HL	1.67181E-011	L	3.69398E-013	H	4.61908E-013	L	7.05298E-012	HL	
158	10/10/2022	11:36:45:55 pm	1760.56	5.77067E-011	4.14516E-012	1.22915E-012	HL	1.45006E-012	9.33486E-012	L	8.2423E-011	HL	1.68966E-011	L	3.77216E-013	H	4.48231E-013	L	7.17152E-012	HL	
159	10/10/2022	11:36:56:92 pm	1771.93	5.77076E-011	4.05016E-012	1.21639E-012	HL	1.43995E-012	9.26192E-012	L	8.29386E-011	HL	1.67785E-011	L	3.70622E-013	H	4.54088E-013	L	7.04295E-012	HL	
160	10/10/2022	11:37:08:27 pm	1783.27	5.7846E-011	4.00579E-012	1.22464E-012	HL	1.48495E-012	9.1607E-012	L	8.28851E-011	HL	1.68247E-011	L	3.81841E-013	H	4.66335E-013	L	7.09569E-012	HL	
161	10/10/2022	11:37:19:62 pm	1794.62	5.77478E-011	4.15441E-012	1.21346E-012	HL	1.41042E-012	9.282E-012	L	8.30604E-011	HL	1.67475E-011	L	3.72543E-013	H	4.57206E-013	L	7.12761E-012	HL	
162	10/10/2022	11:37:30:97 pm	1805.98	5.72069E-011	3.98674E-012	1.2363E-012	HL	1.40502E-012	8.96838E-012	L	8.25834E-011	HL	1.67709E-011	L	3.67751E-013	H	4.48261E-013	L	6.97254E-012	HL	
163	10/10/2022	11:37:42:32 pm	1817.33	5.778E-011	4.05416E-012	1.21736E-012	HL	1.45252E-012	9.3662E-012	L	8.24849E-011	HL	1.66166E-011	L	3.78796E-013	H	4.59211E-013	L	6.95318E-012	HL	
164	10/10/2022	11:37:53:69 pm	1828.69	5.74254E-011	3.93885E-012	1.16525E-012	HL	1.4616E-012	9.41905E-012	L	8.25858E-011	HL	1.64682E-011	L	3.63006E-013	H	4.47559E-013	L	7.01689E-012	HL	
165	10/10/2022	11:38:05:05 pm	1840.05	5.71886E-011	3.96487E-012	1.20805E-012	HL	1.38646E-012	9.04927E-012	L	8.20873E-011	HL	1.64288E-011	L	3.58339E-013	H	4.34257E-013	L	6.99259E-012	HL	
166	10/10/2022	11:38:16:42 pm	1851.42	5.79773E-011	3.99797E-012	1.23692E-012	HL	1.39639E-012	9.331E-012	L	8.24273E-011	HL	1.65362E-011	L	3.62618E-013	H	4.29929E-013	L	7.14573E-012	HL	
167	10/10/2022	11:38:27:85 pm	1862.86	5.73772E-011	4.03522E-012	1.15861E-012	HL	1.43617E-012	9.38561E-012	L	8.24279E-011	HL	1.63829E-011	L	3.82385E-013	H	4.54474E-013	L	7.04553E-012	HL	
168	10/10/2022	11:38:39:23 pm	1874.23	5.77971E-011	4.01444E-012	1.17792E-012	HL	1.41513E-012	9.40206E-012	L	8.22827E-011	HL	1.65938E-011	L	3.64825E-013	H	4.58669E-013	L	7.10486E-012	HL	
169	10/10/2022	11:38:50:67 pm	1885.67	5.77138E-011	3.96071E-012	1.16634E-012	HL	1.38079E-012	9.31812E-012	L	8.22808E-011	HL	1.62234E-011	L	3.69135E-013	H	4.53591E-013	L	6.98054E-012	HL	
170	10/10/2022	11:39:02:14 pm	1897.14	5.70641E-011	3.98325E-012	1.19841E-012	HL	1.4279E-012	9.25173E-012	L	8.20341E-011	HL	1.64912E-011	L	3.70783E-013	H	4.42343E-013	L	6.9642E-012	HL	
171	10/10/2022	11:39:13:53 pm	1908.54	5.79879E-011	3.96681E-012	1.18345E-012	HL	1.44556E-012	9.18247E-012	L	8.24188E-011	HL	1.61717E-011	L	3.74154E-013	H	4.4512E-013	L	7.04749E-012	HL	
172	10/10/2022	11:39:24:94 pm	1919.95	5.74777E-011	3.91332E-012	1.17507E-012	HL	1.40524E-012	9.25571E-012	L	8.20745E-011	HL	1.62043E-011	L	3.78002E-013	H	4.4376E-013	L	6.93035E-012	HL	
173	10/10/2022	11:39:36:52 pm	1931.52	5.75625E-011	3.95132E-012	1.15803E-012	HL	1.3767E-012	9.11572E-012	L	8.20765E-011	HL	1.62331E-011	L	3.63451E-013	H	4.26366E-013	L	7.20232E-012	HL	
174	10/10/2022	11:39:47:97 pm	1942.97	5.70519E-011	3.97216E-012	1.1304E-012	HL	1.4621E-012	8.98526E-012	L	8.19339E-011	HL	1.60814E-011	L	3.82758E-013	H	4.44531E-013	L	6.92096E-012	HL	
175	10/10/2022	11:39:59:48 pm	1954.49	5.72307E-011	3.98089E-012	1.13826E-012	HL	1.42506E-012	8.98016E-012	L	8.16488E-011	HL	1.60034E-011	L	3.6393E-013	H	4.27642E-013	L	7.06021E-012	HL	
176	10/10/2022	11:40:10:94 pm	1965.95	5.74042E-011	4.04507E-012	1.19948E-012	HL	1.3565E-012	9.22103E-012	L	8.16631E-011	HL	1.60802E-011	L	3.82699E-013	H	4.54036E-013	L	6.95505E-012	HL	
177	10/10/2022	11:40:22:33 pm	1977.33	5.67443E-011	3.98311E-012	1.17338E-012	HL	1.37456E-012	9.26458E-012	L	8.16162E-011	HL	1.60529E-011	L	3.6948E-013	H	4.695E-013	L	7.08013E-012	HL	
178	10/10/2022	11:40:33:75 pm	1988.75	5.69609E-011	3.95935E-012	1.11396E-012	HL	1.33474E-012	8.96415E-012	L	8.20819E-011	HL	1.60965E-011	L	3.67147E-013	H	4.50105E-013	L	6.99416E-012	HL	
179	10/10/2022	11:40:45:13 pm	2000.13	5.71223E-011	3.78076E-012	1.16053E-012	HL	1.3459E-012	9.08151E-012	L	8.24476E-011	HL	1.5963E-011	L	3.58678E-013	H	4.38125E-013	L	7.02847E-012	HL	
180	10/10/2022	11:40:56:61 pm	2011.62	5.68873E-011	3.85545E-012	1.19908E-012	HL	1.40235E-012	8.96049E-012	L	8.2128E-011	HL	1.60046E-011	L	3.69423E-013	H	4.32012E-013	L	6.98737E-012	HL	
181	10/10/2022	11:41:08:13 pm	2023.14	5.73345E-011	3.86154E-012	1.16359E-012	HL	1.38616E-012	9.16609E-012	L	8.20586E-011	HL	1.58256E-011	L	3.62456E-013	H	4.46747E-013	L	7.07225E-012	HL	
182	10/10/2022	11:41:19:59 pm	2034.59	5.72034E-011	3.83529E-012	1.16798E-012	HL	1.36384E-012	9.14492E-012	L	8.261E-011	HL	1.5758E-011	L	3.73674E-013	H	4.49241E-013	L	6.95709E-012	HL	
183	10/10/2022	11:41:30:97 pm	2045.97	5.69989E-011	3.92992E-012	1.19586E-012	HL	1.39075E-012	9.05094E-012	L	8.18697E-011	HL	1.58109E-011	L	3.6701E-013	H	4.36724E-013	L	6.98772E-012	HL	
184	10/10/2022	11:41:42:32 pm	2057.33	5.67565E-011	3.89138E-012	1.14138E-012	HL	1.32909E-012	9.14158E-012	L	8.16097E-011	HL	1.58039E-011	L	3.6615E-013	H	4.4458E-013	L	6.97933E-012	HL	
185	10/10/2022	11:41:53:79 pm	2068.8	5.68252E-011	3.83245E-012	1.13948E-012	HL	1.34718E-012	8.95253E-012	L	8.14434E-011	HL	1.57862E-011	L	3.63775E-013	H	4.42668E-013	L	6.97089E-012	HL	
186	10/10/2022	11:42:05:08 pm	2080.08	5.7166E-011	3.84616E-012	1.15943E-012	HL	1.34258E-012	9.42568E-012	L	8.15732E-011	HL	1.56681E-011	L	3.60654E-013	H	4.34973E-013	L	6.96782E-012	HL	
187	10/10/2022	11:42:16:52 pm	2091.52	5.69285E-011	3.90384E-012	1.13869E-012	HL	1.33833E-012	8.9715E-012	L	8.20747E-011	HL	1.57474E-011	L	3.794E-013	H	4.1716E-013	L	6.944E-012	HL	
188	10/10/2022	11:42:27:90 pm	2102.9	5.77651E-011	3.90635E-012	1.13875E-012	HL	1.32711E-012	8.92529E-012	L	8.23408E-011	HL	1.58145E-011	L	3.7138E-013	H	4.41673E-013	L	7.06321E-012	HL	
189	10/10/2022	11:42:39:40 pm	2114.41	5.70487E-011	3.83519E-012	1.16163E-012	HL	1.34243E-012	8.959E-012	L	8.17745E-011	HL	1.56977E-011	L	3.7133E-013	H	4.3107E-013	L	6.85937E-012	HL	
190	10/10/2022	11:42:50:87 pm	2125.87	5.69297E-011	3.91913E-012	1.1624E-012	HL	1.42878E-012	8.82216E-012	L	8.15083E-011	HL	1.59112E-011	L	3.53869E-013	H	4.31354E-013	L	7.10602E-012	HL	
191	10/10/2022	11:43:02:26 pm	2137.26	5.67236E-011	3.81274E-012	1.14002E-012	HL	1.33161E-012	9.26754E-012	L	8.17707E-011	HL	1.56321E-011	L	3.61108E-013	H	4.36745E-013	L	6.93648E-012	HL	
192	10/10/2022	11:43:13:69 pm	2148.69	5.64259E-011	3.90389E-012	1.14032E-012	HL	1.33713E-012	9.16531E-012	L	8.13741E-011	HL	1.55517E-011	L	3.77282E-013	H	4.23554E-013	L	6.98453E-012	HL	
193	10/10/2022	11:43:25:13 pm	2160.14	5.63898E-011	3.84467E-012	1.13616E-012	HL	1.34768E-012	8.89842E-012	L	8.24791E-011	HL	1.57449E-011	L	3.64315E-013	H	4.49678E-013	L	6.90499E-012	HL	
194	10/10/2022	11:43:36:52 pm	2171.53	5.68671E-011	3.83823E-012	1.1082E-012	HL	1.33304E-012	8.73783E-012	L	8.1514E-011	HL	1.57795E-011	L	3.69967E-013	H	4.31625E-013	L	6.92546E-012	HL	
195	10/10/2022	11:43:47:94 pm	2182.94	5.66519E-011	3.81023E-012	1.16451E-012	HL	1.32299E-012	9.41525E-012	L	8.24632E-011	HL	1.5472E-011	L	3.59384E-013	H	4.4312E-013	L	6.92582E-012	HL	
196	10/10/2022	11:43:59:41 pm	2194.41	5.7017E-011	3.76035E-012	1.14506E-012	HL	1.30195E-012	8.95145E-012	L	8.20979E-011	HL	1.57097E-011	L	3.82712E-013	H	4.41853E-013	L	6.88755E-012	HL	
197	10/10/2022	11:44:10:77 pm	2205.78	5.68885E-011	3.79144E-012	1.12178E-012	HL	1.29396E-012	9.22657E-012	L	8.15557E-011	HL	1.55167E-011	L	3.79254E-013	H	4.25073E-013	L	6.97919E-012	HL	
198	10/10/2022	11:44:22:15 pm	2217.16	5.60713E-011	3.80385E-012	1.13083E-012	HL	1.27618E-012	9.06952E-012	L	8.2144E-011	HL	1.54264E-011	L	3.65363E-013	H	4.31478E-013	L	6.92975E-012	HL	
199	10/10/2022	11:44:33:67 pm	2228.67	5.66915E-011	3.77894E-012	1.15054E-012	HL	1.29284E-012	9.04065E-012	L	8.22584E-011	HL	1.53262E-011	L	3.6364E-013	H	4.40906E-013	L	7.02696E-012	HL	
