	Live comments	Elapsed time	Coverage	Time	Base_p corrected BA1	Base_p corrected BA2	H2 4K BA2	H2 4K BA1	corr BA2	corr BA1	injection 100mbar	Barion_2	Barion_1	DUAL experiment	DUAL insulation	injection 1mbar	helium	T-platinum	T-CERNOX	I_emission	I_grid
3707		22061.0	1.5814943192443236e+16	2022-12-14 22:32:34	4.62478738978222e-08	4.9307886128365756e-08	1.7804347826086957e-07	1.758695652173913e-07	1.7804347826086957e-07	1.758695652173913e-07	94.695	8.19e-08	8.09e-08	5.337e-08	4.373e-07	1.1	328.0	-5.163	4305.145		
3708		22068.0	1.5814943192443236e+16	2022-12-14 22:32:41	4.6465265202170004e-08	4.9525277432713585e-08	1.782608695652174e-07	1.760869565217391e-07	1.782608695652174e-07	1.760869565217391e-07	94.695	8.2e-08	8.1e-08	5.35e-08	4.373e-07	1.1	328.0	-5.163	4305.033		
3709		22076.0	1.5814943192443236e+16	2022-12-14 22:32:49	4.668265650651786e-08	4.974266873706141e-08	1.7847826086956522e-07	1.7630434782608696e-07	1.7847826086956522e-07	1.7630434782608696e-07	94.695	8.21e-08	8.11e-08	5.343e-08	4.378e-07	1.1	328.0	-5.163	4305.145		
3710		22083.0	1.5814943192443236e+16	2022-12-14 22:32:56	4.690004781086566e-08	4.974266873706141e-08	1.7847826086956522e-07	1.7652173913043477e-07	1.7847826086956522e-07	1.7652173913043477e-07	94.695	8.21e-08	8.12e-08	5.35e-08	4.373e-07	1.1	329.0	-5.387	4305.145		
3711		22090.0	1.5820781119055456e+16	2022-12-14 22:33:03	4.733483041956132e-08	5.0177451345757044e-08	1.7891304347826085e-07	1.7695652173913042e-07	1.7891304347826085e-07	1.7695652173913042e-07	94.694	8.23e-08	8.14e-08	5.376e-08	4.378e-07	1.1	329.0	-5.275	4305.258		
3712		22097.0	1.5838294898892012e+16	2022-12-14 22:33:10	4.755222172390915e-08	5.039484265010487e-08	1.7913043478260868e-07	1.7717391304347825e-07	1.7913043478260868e-07	1.7717391304347825e-07	94.691	8.24e-08	8.15e-08	5.376e-08	4.378e-07	1.1	329.0	-5.05	4305.145		
3713		22104.0	1.5838294898892012e+16	2022-12-14 22:33:17	4.755222172390915e-08	5.06122339544527e-08	1.793478260869565e-07	1.7717391304347825e-07	1.793478260869565e-07	1.7717391304347825e-07	94.691	8.25e-08	8.15e-08	5.382e-08	4.378e-07	1.1	328.0	-5.163	4305.258		
3714		22111.0	1.5838294898892012e+16	2022-12-14 22:33:24	4.7769613028256975e-08	5.082962525880053e-08	1.7956521739130434e-07	1.7739130434782608e-07	1.7956521739130434e-07	1.7739130434782608e-07	94.691	8.26e-08	8.16e-08	5.388e-08	4.378e-07	1.1	328.0	-5.387	4305.145		
3715		22119.0	1.5838294898892012e+16	2022-12-14 22:33:32	4.7987004332604804e-08	5.104701656314836e-08	1.7978260869565217e-07	1.776086956521739e-07	1.7978260869565217e-07	1.776086956521739e-07	94.691	8.27e-08	8.17e-08	5.388e-08	4.378e-07	1.1	328.0	-5.163	4305.033		
3716		22126.0	1.584413282550413e+16	2022-12-14 22:33:39	4.820439563695263e-08	5.126440786749619e-08	1.8e-07	1.7782608695652174e-07	1.8e-07	1.7782608695652174e-07	94.692	8.28e-08	8.18e-08	5.395e-08	4.383e-07	1.1	329.0	-5.387	4305.145		
3717		22133.0	1.5867484531952798e+16	2022-12-14 22:33:46	4.820439563695263e-08	5.148179917184399e-08	1.802173913043478e-07	1.7782608695652174e-07	1.802173913043478e-07	1.7782608695652174e-07	94.688	8.29e-08	8.18e-08	5.408e-08	4.373e-07	1.1	328.0	-5.163	4305.145		
3718		22140.0	1.5873322458565128e+16	2022-12-14 22:33:53	4.863917824564829e-08	5.1699190476191844e-08	1.8043478260869565e-07	1.782608695652174e-07	1.8043478260869565e-07	1.782608695652174e-07	94.687	8.3e-08	8.2e-08	5.434e-08	4.373e-07	1.1	328.0	-5.163	4304.921		
3719		22147.0	1.5873322458565128e+16	2022-12-14 22:34:00	4.885656954999612e-08	5.1916581780539646e-08	1.8065217391304346e-07	1.7847826086956522e-07	1.8065217391304346e-07	1.7847826086956522e-07	94.687	8.31e-08	8.21e-08	5.434e-08	4.373e-07	1.1	328.0	-5.275	4305.033		
3720		22154.0	1.5873322458565128e+16	2022-12-14 22:34:07	4.885656954999612e-08	5.2351364389235304e-08	1.8108695652173911e-07	1.7847826086956522e-07	1.8108695652173911e-07	1.7847826086956522e-07	94.687	8.33e-08	8.21e-08	5.447e-08	4.373e-07	1.1	328.0	-5.163	4305.145		
3721		22162.0	1.5873322458565128e+16	2022-12-14 22:34:15	4.907396085434392e-08	5.2351364389235304e-08	1.8108695652173911e-07	1.7869565217391303e-07	1.8108695652173911e-07	1.7869565217391303e-07	94.687	8.33e-08	8.22e-08	5.447e-08	4.373e-07	1.1	328.0	-5.163	4305.145		
3722		22169.0	1.5873322458565128e+16	2022-12-14 22:34:22	4.950874346303958e-08	5.256875569358316e-08	1.8130434782608697e-07	1.7913043478260868e-07	1.8130434782608697e-07	1.7913043478260868e-07	94.687	8.34e-08	8.24e-08	5.454e-08	4.373e-07	1.1	328.0	-5.275	4305.145		
3723		22176.0	1.5890836238401682e+16	2022-12-14 22:34:29	4.9726134767387406e-08	5.278614699793096e-08	1.8152173913043477e-07	1.793478260869565e-07	1.8152173913043477e-07	1.793478260869565e-07	94.684	8.35e-08	8.25e-08	5.46e-08	4.373e-07	1.1	328.0	-5.05	4305.145		
3724		22183.0	1.5896674165013798e+16	2022-12-14 22:34:36	4.9943526071735235e-08	5.300353830227879e-08	1.817391304347826e-07	1.7956521739130434e-07	1.817391304347826e-07	1.7956521739130434e-07	94.683	8.36e-08	8.26e-08	5.48e-08	4.378e-07	1.1	328.0	-5.275	4305.145		
3725		22190.0	1.5896674165013798e+16	2022-12-14 22:34:43	5.0160917376083064e-08	5.3438320910974447e-08	1.8217391304347826e-07	1.7978260869565217e-07	1.8217391304347826e-07	1.7978260869565217e-07	94.683	8.38e-08	8.27e-08	5.486e-08	4.373e-07	1.1	328.0	-5.05	4305.033		
3726		22197.0	1.5896674165013798e+16	2022-12-14 22:34:50	5.0160917376083064e-08	5.3438320910974447e-08	1.8217391304347826e-07	1.7978260869565217e-07	1.8217391304347826e-07	1.7978260869565217e-07	94.683	8.38e-08	8.27e-08	5.486e-08	4.378e-07	1.1	328.0	-5.05	4305.258		
3727		22205.0	1.5896674165013798e+16	2022-12-14 22:34:58	5.0595699984778694e-08	5.387310351967008e-08	1.826086956521739e-07	1.802173913043478e-07	1.826086956521739e-07	1.802173913043478e-07	94.683	8.4e-08	8.29e-08	5.493e-08	4.373e-07	1.1	328.0	-5.163	4305.37		
3728		22212.0	1.5896674165013798e+16	2022-12-14 22:35:05	5.0595699984778694e-08	5.409049482401793e-08	1.8282608695652174e-07	1.802173913043478e-07	1.8282608695652174e-07	1.802173913043478e-07	94.683	8.41e-08	8.29e-08	5.499e-08	4.373e-07	1.1	328.0	-5.163	4305.258		
3729		22219.0	1.5902512091625912e+16	2022-12-14 22:35:12	5.103048259347435e-08	5.4307886128365735e-08	1.8304347826086954e-07	1.8065217391304346e-07	1.8304347826086954e-07	1.8065217391304346e-07	94.684	8.42e-08	8.31e-08	5.499e-08	4.373e-07	1.1	328.0	-5.163	4305.033		
3730		22226.0	1.593170172468691e+16	2022-12-14 22:35:19	5.124787389782221e-08	5.4307886128365735e-08	1.8304347826086954e-07	1.808695652173913e-07	1.8304347826086954e-07	1.808695652173913e-07	94.679	8.42e-08	8.32e-08	5.519e-08	4.367e-07	1.1	328.0	-4.938	4305.145		
3731		22233.0	1.5949215504523468e+16	2022-12-14 22:35:26	5.146526520217001e-08	5.474266873706139e-08	1.834782608695652e-07	1.8108695652173911e-07	1.834782608695652e-07	1.8108695652173911e-07	94.676	8.44e-08	8.33e-08	5.519e-08	4.373e-07	1.1	328.0	-5.163	4305.258		
3732		22241.0	1.5955053431135688e+16	2022-12-14 22:35:34	5.1900047810865666e-08	5.474266873706139e-08	1.834782608695652e-07	1.8152173913043477e-07	1.834782608695652e-07	1.8152173913043477e-07	94.675	8.44e-08	8.35e-08	5.526e-08	4.373e-07	1.1	328.0	-5.05	4305.145		
3733		22248.0	1.5955053431135688e+16	2022-12-14 22:35:41	5.1900047810865666e-08	5.517745134575705e-08	1.8391304347826086e-07	1.8152173913043477e-07	1.8391304347826086e-07	1.8152173913043477e-07	94.675	8.46e-08	8.35e-08	5.533e-08	4.367e-07	1.1	328.0	-5.05	4305.033		
3734		22255.0	1.5955053431135688e+16	2022-12-14 22:35:48	5.2117439115213495e-08	5.539484265010488e-08	1.841304347826087e-07	1.817391304347826e-07	1.841304347826087e-07	1.817391304347826e-07	94.675	8.47e-08	8.36e-08	5.546e-08	4.367e-07	1.1	328.0	-5.275	4305.258		
3735		22262.0	1.5955053431135688e+16	2022-12-14 22:35:55	5.233483041956132e-08	5.5612233954452706e-08	1.8434782608695652e-07	1.8195652173913043e-07	1.8434782608695652e-07	1.8195652173913043e-07	94.675	8.48e-08	8.37e-08	5.546e-08	4.367e-07	1.1	328.0	-5.05	4305.258		
3736		22269.0	1.596672928436013e+16	2022-12-14 22:36:02	5.276961302825698e-08	5.5829625258800535e-08	1.8456521739130434e-07	1.8239130434782609e-07	1.8456521739130434e-07	1.8239130434782609e-07	94.673	8.49e-08	8.39e-08	5.553e-08	4.367e-07	1.1	328.0	-5.05	4305.033		
3737		22277.0	1.5978405137584466e+16	2022-12-14 22:36:10	5.298700433260478e-08	5.626440786749619e-08	1.85e-07	1.826086956521739e-07	1.85e-07	1.826086956521739e-07	94.671	8.51e-08	8.4e-08	5.559e-08	4.367e-07	1.1	328.0	-5.163	4305.37		
3738		22284.0	1.598424306419658e+16	2022-12-14 22:36:17	5.320439563695264e-08	5.6481799171843994e-08	1.852173913043478e-07	1.8282608695652174e-07	1.852173913043478e-07	1.8282608695652174e-07	94.672	8.52e-08	8.41e-08	5.566e-08	4.373e-07	1.1	328.0	-5.275	4305.145		
3739		22291.0	1.5990080990808694e+16	2022-12-14 22:36:24	5.320439563695264e-08	5.6481799171843994e-08	1.852173913043478e-07	1.8282608695652174e-07	1.852173913043478e-07	1.8282608695652174e-07	94.671	8.52e-08	8.41e-08	5.579e-08	4.373e-07	1.1	328.0	-5.163	4305.145		
3740		22298.0	1.5990080990808694e+16	2022-12-14 22:36:31	5.363917824564827e-08	5.691658178053965e-08	1.8565217391304346e-07	1.8326086956521737e-07	1.8565217391304346e-07	1.8326086956521737e-07	94.671	8.54e-08	8.43e-08	5.593e-08	4.378e-07	1.1	328.0	-5.163	4305.145		
3741		22305.0	1.5990080990808694e+16	2022-12-14 22:36:38	5.38565695499961e-08	5.691658178053965e-08	1.8565217391304346e-07	1.834782608695652e-07	1.8565217391304346e-07	1.834782608695652e-07	94.671	8.54e-08	8.44e-08	5.593e-08	4.378e-07	1.1	328.0	-5.05	4305.145		
3742		22312.0	1.6013432697257472e+16	2022-12-14 22:36:45	5.4073960854343926e-08	5.7133973084887506e-08	1.8586956521739132e-07	1.8369565217391303e-07	1.8586956521739132e-07	1.8369565217391303e-07	94.667	8.55e-08	8.45e-08	5.599e-08	4.373e-07	1.1	328.0	-5.05	4305.145		
3743		22320.0	1.6019270623869692e+16	2022-12-14 22:36:53	5.4291352158691754e-08	5.7568755693583164e-08	1.8630434782608697e-07	1.8391304347826086e-07	1.8630434782608697e-07	1.8391304347826086e-07	94.668	8.57e-08	8.46e-08	5.606e-08	4.373e-07	1.1	328.0	-5.05	4305.145		
3744		22327.0	1.6025108550481912e+16	2022-12-14 22:37:00	5.450874346303958e-08	5.800353830227877e-08	1.8673913043478258e-07	1.841304347826087e-07	1.8673913043478258e-07	1.841304347826087e-07	94.667	8.59e-08	8.47e-08	5.627e-08	4.373e-07	1.1	328.0	-5.163	4305.033		
3745		22334.0	1.6030946477094132e+16	2022-12-14 22:37:07	5.494352607173524e-08	5.800353830227877e-08	1.8673913043478258e-07	1.8456521739130434e-07	1.8673913043478258e-07	1.8456521739130434e-07	94.668	8.59e-08	8.49e-08	5.647e-08	4.373e-07	1.1	328.0	-5.163	4305.033		
3746		22341.0	1.6036784403706356e+16	2022-12-14 22:37:14	5.516091737608304e-08	5.8438320910974425e-08	1.8717391304347824e-07	1.8478260869565215e-07	1.8717391304347824e-07	1.8478260869565215e-07	94.667	8.61e-08	8.5e-08	5.654e-08	4.373e-07	1.1	328.0	-5.163	4305.37		
3747		22348.0	1.6036784403706356e+16	2022-12-14 22:37:21	5.53783086804309e-08	5.865571221532228e-08	1.873913043478261e-07	1.85e-07	1.873913043478261e-07	1.85e-07	94.667	8.62e-08	8.51e-08	5.667e-08	4.373e-07	1.1	328.0	-5.163	4305.145		
3748		22356.0	1.6036784403706356e+16	2022-12-14 22:37:29	5.5813091289126555e-08	5.909049482401794e-08	1.8782608695652175e-07	1.8543478260869566e-07	1.8782608695652175e-07	1.8543478260869566e-07	94.667	8.64e-08	8.53e-08	5.667e-08	4.373e-07	1.1	327.0	-5.275	4305.258		
3749		22363.0	1.6036784403706356e+16	2022-12-14 22:37:36	5.624787389782221e-08	5.930788612836574e-08	1.8804347826086955e-07	1.8586956521739132e-07	1.8804347826086955e-07	1.8586956521739132e-07	94.667	8.65e-08	8.55e-08	5.674e-08	4.373e-07	1.1	328.0	-5.275	4304.921		
3750		22370.0	1.606013611015524e+16	2022-12-14 22:37:43	5.6465265202170014e-08	5.952527743271357e-08	1.8826086956521738e-07	1.8608695652173912e-07	1.8826086956521738e-07	1.8608695652173912e-07	94.663	8.66e-08	8.56e-08	5.694e-08	4.373e-07	1.1	328.0	-5.163	4305.145		
3751		22377.0	1.606013611015524e+16	2022-12-14 22:37:50	5.668265650651787e-08	5.97426687370614e-08	1.884782608695652e-07	1.8630434782608697e-07	1.884782608695652e-07	1.8630434782608697e-07	94.663	8.67e-08	8.57e-08	5.701e-08	4.367e-07	1.1	328.0	-5.387	4305.145		
3752		22384.0	1.606013611015524e+16	2022-12-14 22:37:57	5.690004781086567e-08	5.996006004140923e-08	1.8869565217391304e-07	1.8652173913043478e-07	1.8869565217391304e-07	1.8652173913043478e-07	94.663	8.68e-08	8.58e-08	5.708e-08	4.378e-07	1.1	328.0	-5.163	4305.258		
3753		22391.0	1.6065974036767354e+16	2022-12-14 22:38:04	5.711743911521347e-08	6.017745134575705e-08	1.8891304347826086e-07	1.8673913043478258e-07	1.8891304347826086e-07	1.8673913043478258e-07	94.662	8.69e-08	8.59e-08	5.715e-08	4.373e-07	1.1	328.0	-5.163	4305.258		
3754		22399.0	1.6071811963379468e+16	2022-12-14 22:38:12	5.755222172390913e-08	6.039484265010488e-08	1.891304347826087e-07	1.8717391304347824e-07	1.891304347826087e-07	1.8717391304347824e-07	94.663	8.7e-08	8.61e-08	5.722e-08	4.378e-07	1.1	328.0	-5.163	4305.145		
3755		22406.0	1.6071811963379468e+16	2022-12-14 22:38:19	5.733483041956133e-08	6.061223395445271e-08	1.8934782608695652e-07	1.8695652173913043e-07	1.8934782608695652e-07	1.8695652173913043e-07	94.663	8.71e-08	8.6e-08	5.729e-08	4.383e-07	1.1	328.0	-5.163	4305.258		
3756		22413.0	1.607764988999169e+16	2022-12-14 22:38:26	5.755222172390913e-08	6.082962525880054e-08	1.8956521739130435e-07	1.8717391304347824e-07	1.8956521739130435e-07	1.8717391304347824e-07	94.664	8.72e-08	8.61e-08	5.742e-08	4.378e-07	1.1	327.0	-5.163	4305.258		
3757		22420.0	1.6089325743216024e+16	2022-12-14 22:38:33	5.798700433260479e-08	6.12644078674962e-08	1.9e-07	1.876086956521739e-07	1.9e-07	1.876086956521739e-07	94.662	8.74e-08	8.63e-08	5.749e-08	4.373e-07	1.1	328.0	-5.275	4305.145		
3758		22427.0	1.6095163669828138e+16	2022-12-14 22:38:40	5.8421786941300445e-08	6.1481799171844e-08	1.902173913043478e-07	1.8804347826086955e-07	1.902173913043478e-07	1.8804347826086955e-07	94.663	8.75e-08	8.65e-08	5.756e-08	4.373e-07	1.1	328.0	-5.163	4305.258		
3759		22435.0	1.611851537627681e+16	2022-12-14 22:38:48	5.8639178245648274e-08	6.169919047619185e-08	1.9043478260869566e-07	1.8826086956521738e-07	1.9043478260869566e-07	1.8826086956521738e-07	94.659	8.76e-08	8.66e-08	5.763e-08	4.367e-07	1.1	328.0	-5.163	4305.145		
3760		22442.0	1.6147705009337704e+16	2022-12-14 22:38:55	5.88565695499961e-08	6.191658178053966e-08	1.9065217391304347e-07	1.884782608695652e-07	1.9065217391304347e-07	1.884782608695652e-07	94.664	8.77e-08	8.67e-08	5.763e-08	4.362e-07	1.1	327.0	-5.163	4305.258		
3761		22449.0	1.6176894642398596e+16	2022-12-14 22:39:02	5.929135215869176e-08	6.235136438923531e-08	1.9108695652173912e-07	1.8891304347826086e-07	1.9108695652173912e-07	1.8891304347826086e-07	94.659	8.79e-08	8.69e-08	5.777e-08	4.362e-07	1.1	327.0	-5.275	4305.37		
3762		22456.0	1.6176894642398596e+16	2022-12-14 22:39:09	5.929135215869176e-08	6.256875569358312e-08	1.9130434782608693e-07	1.8891304347826086e-07	1.9130434782608693e-07	1.8891304347826086e-07	94.659	8.8e-08	8.69e-08	5.784e-08	4.357e-07	1.1	328.0	-5.05	4305.37		
3763		22463.0	1.6176894642398596e+16	2022-12-14 22:39:16	5.972613476738742e-08	6.278614699793097e-08	1.9152173913043478e-07	1.8934782608695652e-07	1.9152173913043478e-07	1.8934782608695652e-07	94.659	8.81e-08	8.71e-08	5.798e-08	4.357e-07	1.1	327.0	-5.275	4305.37		
3764		22470.0	1.6176894642398596e+16	2022-12-14 22:39:23	5.972613476738742e-08	6.300353830227877e-08	1.9173913043478258e-07	1.8934782608695652e-07	1.9173913043478258e-07	1.8934782608695652e-07	94.659	8.82e-08	8.71e-08	5.805e-08	4.352e-07	1.1	327.0	-5.163	4305.37		
3765		22478.0	1.618273256901071e+16	2022-12-14 22:39:31	6.016091737608305e-08	6.322092960662663e-08	1.9195652173913044e-07	1.8978260869565215e-07	1.9195652173913044e-07	1.8978260869565215e-07	94.66	8.83e-08	8.73e-08	5.812e-08	4.362e-07	1.1	328.0	-5.05	4305.482		
3766		22485.0	1.618273256901071e+16	2022-12-14 22:39:38	6.05956999847787e-08	6.343832091097443e-08	1.9217391304347824e-07	1.902173913043478e-07	1.9217391304347824e-07	1.902173913043478e-07	94.66	8.84e-08	8.75e-08	5.819e-08	4.362e-07	1.1	327.0	-5.275	4305.482		
3767		22492.0	1.618273256901071e+16	2022-12-14 22:39:45	6.05956999847787e-08	6.387310351967009e-08	1.926086956521739e-07	1.902173913043478e-07	1.926086956521739e-07	1.902173913043478e-07	94.66	8.86e-08	8.75e-08	5.819e-08	4.362e-07	1.1	327.0	-5.163	4305.258		
3768		22499.0	1.6188570495622824e+16	2022-12-14 22:39:52	6.103048259347436e-08	6.409049482401792e-08	1.9282608695652173e-07	1.9065217391304347e-07	1.9282608695652173e-07	1.9065217391304347e-07	94.659	8.87e-08	8.77e-08	5.819e-08	4.362e-07	1.1	327.0	-5.275	4305.258		
3769		22506.0	1.619440842223494e+16	2022-12-14 22:39:59	6.146526520217002e-08	6.430788612836574e-08	1.9304347826086955e-07	1.9108695652173912e-07	1.9304347826086955e-07	1.9108695652173912e-07	94.66	8.88e-08	8.79e-08	5.826e-08	4.362e-07	1.1	327.0	-5.387	4305.482		
3770		22514.0	1.6217760128683718e+16	2022-12-14 22:40:07	6.146526520217002e-08	6.47426687370614e-08	1.934782608695652e-07	1.9108695652173912e-07	1.934782608695652e-07	1.9108695652173912e-07	94.656	8.9e-08	8.79e-08	5.854e-08	4.362e-07	1.1	328.0	-5.163	4305.482		
3771		22521.0	1.6235273908520378e+16	2022-12-14 22:40:14	6.190004781086568e-08	6.47426687370614e-08	1.934782608695652e-07	1.9152173913043478e-07	1.934782608695652e-07	1.9152173913043478e-07	94.659	8.9e-08	8.81e-08	5.868e-08	4.357e-07	1.1	327.0	-5.163	4305.37		
3772		22528.0	1.6258625614969262e+16	2022-12-14 22:40:21	6.190004781086568e-08	6.517745134575706e-08	1.9391304347826087e-07	1.9152173913043478e-07	1.9391304347826087e-07	1.9152173913043478e-07	94.655	8.92e-08	8.81e-08	5.875e-08	4.346e-07	1.1	327.0	-5.275	4305.482		
3773		22535.0	1.6258625614969262e+16	2022-12-14 22:40:28	6.190004781086568e-08	6.539484265010489e-08	1.941304347826087e-07	1.9152173913043478e-07	1.941304347826087e-07	1.9152173913043478e-07	94.655	8.93e-08	8.81e-08	5.875e-08	4.357e-07	1.1	327.0	-4.938	4305.482		
3774		22542.0	1.6264463541581484e+16	2022-12-14 22:40:35	6.233483041956133e-08	6.582962525880052e-08	1.9456521739130433e-07	1.9195652173913044e-07	1.9456521739130433e-07	1.9195652173913044e-07	94.656	8.95e-08	8.83e-08	5.882e-08	4.362e-07	1.1	327.0	-5.275	4305.482		
3775		22549.0	1.6264463541581484e+16	2022-12-14 22:40:42	6.276961302825699e-08	6.582962525880052e-08	1.9456521739130433e-07	1.923913043478261e-07	1.9456521739130433e-07	1.923913043478261e-07	94.656	8.95e-08	8.85e-08	5.882e-08	4.367e-07	1.1	327.0	-5.163	4305.37		
3776		22557.0	1.6270301468193704e+16	2022-12-14 22:40:50	6.276961302825699e-08	6.626440786749618e-08	1.9499999999999999e-07	1.923913043478261e-07	1.9499999999999999e-07	1.923913043478261e-07	94.655	8.97e-08	8.85e-08	5.889e-08	4.373e-07	1.1	327.0	-5.387	4305.594		
3777		22564.0	1.6270301468193704e+16	2022-12-14 22:40:57	6.320439563695262e-08	6.6481799171844e-08	1.9521739130434781e-07	1.9282608695652173e-07	1.9521739130434781e-07	1.9282608695652173e-07	94.655	8.98e-08	8.87e-08	5.889e-08	4.367e-07	1.1	327.0	-5.275	4305.482		
3778		22571.0	1.6293653174642484e+16	2022-12-14 22:41:04	6.363917824564828e-08	6.669919047619183e-08	1.9543478260869564e-07	1.9326086956521738e-07	1.9543478260869564e-07	1.9326086956521738e-07	94.651	8.99e-08	8.89e-08	5.903e-08	4.367e-07	1.1	327.0	-5.163	4305.482		
3779		22578.0	1.6293653174642484e+16	2022-12-14 22:41:11	6.363917824564828e-08	6.691658178053966e-08	1.9565217391304347e-07	1.9326086956521738e-07	1.9565217391304347e-07	1.9326086956521738e-07	94.651	9e-08	8.89e-08	5.917e-08	4.373e-07	1.1	327.0	-5.05	4305.707		
3780		22585.0	1.6293653174642484e+16	2022-12-14 22:41:18	6.385656954999611e-08	6.735136438923532e-08	1.9608695652173913e-07	1.934782608695652e-07	1.9608695652173913e-07	1.934782608695652e-07	94.651	9.02e-08	8.9e-08	5.925e-08	4.367e-07	1.1	327.0	-5.05	4305.594		
3781		22593.0	1.6293653174642484e+16	2022-12-14 22:41:26	6.450874346303959e-08	6.756875569358312e-08	1.9630434782608693e-07	1.941304347826087e-07	1.9630434782608693e-07	1.941304347826087e-07	94.651	9.03e-08	8.93e-08	5.932e-08	4.373e-07	1.1	327.0	-5.05	4305.482		
3782		22600.0	1.6293653174642484e+16	2022-12-14 22:41:33	6.472613476738742e-08	6.778614699793098e-08	1.9652173913043479e-07	1.9434782608695653e-07	1.9652173913043479e-07	1.9434782608695653e-07	94.651	9.04e-08	8.94e-08	5.939e-08	4.367e-07	1.1	327.0	-5.275	4305.482		
3783		22607.0	1.6311166954479144e+16	2022-12-14 22:41:40	6.494352607173522e-08	6.822092960662663e-08	1.9695652173913044e-07	1.9456521739130433e-07	1.9695652173913044e-07	1.9456521739130433e-07	94.648	9.06e-08	8.95e-08	5.953e-08	4.378e-07	1.1	327.0	-5.275	4305.594		
3784		22614.0	1.631700488109126e+16	2022-12-14 22:41:47	6.516091737608305e-08	6.843832091097444e-08	1.9717391304347825e-07	1.9478260869565216e-07	1.9717391304347825e-07	1.9478260869565216e-07	94.647	9.07e-08	8.96e-08	5.96e-08	4.378e-07	1.1	327.0	-5.05	4305.482		
3785		22621.0	1.631700488109126e+16	2022-12-14 22:41:54	6.537830868043088e-08	6.843832091097444e-08	1.9717391304347825e-07	1.9499999999999999e-07	1.9717391304347825e-07	1.9499999999999999e-07	94.647	9.07e-08	8.97e-08	5.974e-08	4.378e-07	1.1	327.0	-5.275	4305.37		
3786		22628.0	1.6322842807703374e+16	2022-12-14 22:42:01	6.559569998477871e-08	6.887310351967009e-08	1.976086956521739e-07	1.9521739130434781e-07	1.976086956521739e-07	1.9521739130434781e-07	94.648	9.09e-08	8.98e-08	5.974e-08	4.378e-07	1.1	327.0	-5.163	4305.594		
3787		22636.0	1.6346194514152046e+16	2022-12-14 22:42:09	6.581309128912654e-08	6.930788612836575e-08	1.9804347826086956e-07	1.9543478260869564e-07	1.9804347826086956e-07	1.9543478260869564e-07	94.644	9.11e-08	8.99e-08	5.982e-08	4.373e-07	1.1	327.0	-5.275	4305.707		
3788		22643.0	1.6352032440764372e+16	2022-12-14 22:42:16	6.62478738978222e-08	6.930788612836575e-08	1.9804347826086956e-07	1.958695652173913e-07	1.9804347826086956e-07	1.958695652173913e-07	94.643	9.11e-08	9.01e-08	5.996e-08	4.373e-07	1.1	327.0	-5.275	4305.594		
3789		22650.0	1.6352032440764372e+16	2022-12-14 22:42:23	6.668265650651783e-08	6.974266873706141e-08	1.9847826086956522e-07	1.9630434782608693e-07	1.9847826086956522e-07	1.9630434782608693e-07	94.643	9.13e-08	9.03e-08	6.003e-08	4.367e-07	1.1	327.0	-5.163	4305.594		
3790		22657.0	1.6375384147213148e+16	2022-12-14 22:42:30	6.668265650651783e-08	6.996006004140921e-08	1.9869565217391302e-07	1.9630434782608693e-07	1.9869565217391302e-07	1.9630434782608693e-07	94.639	9.14e-08	9.03e-08	6.018e-08	4.367e-07	1.1	327.0	-5.163	4305.594		
3791		22664.0	1.6375384147213148e+16	2022-12-14 22:42:37	6.711743911521348e-08	7.017745134575706e-08	1.9891304347826087e-07	1.967391304347826e-07	1.9891304347826087e-07	1.967391304347826e-07	94.639	9.15e-08	9.05e-08	6.032e-08	4.367e-07	1.1	327.0	-5.275	4305.594		
3792		22672.0	1.6375384147213148e+16	2022-12-14 22:42:45	6.711743911521348e-08	7.06122339544527e-08	1.993478260869565e-07	1.967391304347826e-07	1.993478260869565e-07	1.967391304347826e-07	94.639	9.17e-08	9.05e-08	6.039e-08	4.373e-07	1.1	327.0	-4.938	4305.594		
3793		22679.0	1.6375384147213148e+16	2022-12-14 22:42:52	6.733483041956134e-08	7.082962525880052e-08	1.9956521739130433e-07	1.9695652173913044e-07	1.9956521739130433e-07	1.9695652173913044e-07	94.639	9.18e-08	9.06e-08	6.039e-08	4.373e-07	1.1	327.0	-5.275	4305.594		
3794		22686.0	1.6375384147213148e+16	2022-12-14 22:42:59	6.79870043326048e-08	7.104701656314835e-08	1.9978260869565216e-07	1.976086956521739e-07	1.9978260869565216e-07	1.976086956521739e-07	94.639	9.19e-08	9.09e-08	6.047e-08	4.367e-07	1.1	327.0	-5.387	4305.594		
3795		22693.0	1.6398735853661928e+16	2022-12-14 22:43:06	6.842178694130046e-08	7.148179917184401e-08	2.0021739130434782e-07	1.9804347826086956e-07	2.0021739130434782e-07	1.9804347826086956e-07	94.635	9.21e-08	9.11e-08	6.047e-08	4.373e-07	1.1	327.0	-5.05	4305.707		
3796		22700.0	1.6404573780274148e+16	2022-12-14 22:43:13	6.842178694130046e-08	7.169919047619184e-08	2.0043478260869565e-07	1.9804347826086956e-07	2.0043478260869565e-07	1.9804347826086956e-07	94.636	9.22e-08	9.11e-08	6.047e-08	4.367e-07	1.1	327.0	-5.05	4305.594		
