F1((1=on,0=off))	1
F2((1=on,0=off))	0
cage(V)	3.0
delta-m(%)	+0
electron-energy(V)	70.0
emission(uA)	1000.000
focus(V)	-90
mass(amu)	18.00
mode-change-delay()	
multiplier(V)	810
resolution(%)	+0
Data()	
mass 2.0_time	mass 2.0_value	mass 4.0_time	mass 4.0_value	mass 12.0_time	mass 12.0_value	mass 15.0_time	mass 15.0_value	mass 16.0_time	mass 16.0_value	mass 18.0_time	mass 18.0_value	mass 28.0_time	mass 28.0_value	mass 32.0_time	mass 32.0_value	mass 40.0_time	mass 40.0_value	mass 44.0_time	mass 44.0_value
2023/05/11 10:57:31.302	0.00000000000158799000	2023/05/11 10:57:31.502	0.00000000000004810950	2023/05/11 10:57:31.702	0.00000000000002034110	2023/05/11 10:57:31.902	0.00000000000004192500	2023/05/11 10:57:32.102	0.00000000000005713090	2023/05/11 10:57:32.302	0.00000000000013293400	2023/05/11 10:57:33.004	0.00000000000021500000	2023/05/11 10:57:33.204	0.00000000000021500000	2023/05/11 10:57:33.404	0.00000000000053750000	2023/05/11 10:57:33.605	0.00000000000032250000
2023/05/11 10:57:36.877	0.00000000000160228000	2023/05/11 10:57:37.077	0.00000000000006353790	2023/05/11 10:57:37.277	0.00000000000004213670	2023/05/11 10:57:37.477	0.00000000000002468840	2023/05/11 10:57:37.677	0.00000000000003457520	2023/05/11 10:57:37.878	0.00000000000019828300	2023/05/11 10:57:38.579	0.00000000000000000000	2023/05/11 10:57:38.779	0.00000000000000000000	2023/05/11 10:57:39.180	0.00000000000010750000
2023/05/11 10:57:42.452	0.00000000000159594000	2023/05/11 10:57:42.652	0.00000000000005893040	2023/05/11 10:57:42.852	0.00000000000004118540	2023/05/11 10:57:43.052	0.00000000000003664990	2023/05/11 10:57:43.252	0.00000000000005040670	2023/05/11 10:57:43.453	0.00000000000015640100	2023/05/11 10:57:44.154	0.00000000000032250000	2023/05/11 10:57:44.354	0.00000000000043000000	2023/05/11 10:57:44.554	0.00000000000010750000	2023/05/11 10:57:44.755	0.00000000000021500000
2023/05/11 10:57:48.027	0.00000000000161819000	2023/05/11 10:57:48.227	0.00000000000002651160	2023/05/11 10:57:48.427	0.00000000000005093030	2023/05/11 10:57:48.627	0.00000000000003784000	2023/05/11 10:57:48.827	0.00000000000003566740	2023/05/11 10:57:49.027	0.00000000000011768000	2023/05/11 10:57:49.729	0.00000000000010750000	2023/05/11 10:57:49.929	0.00000000000000000000	2023/05/11 10:57:50.129	0.00000000000010750000	2023/05/11 10:57:50.330	0.00000000000021500000
2023/05/11 10:57:53.602	0.00000000000159605000	2023/05/11 10:57:53.802	0.00000000000005458310	2023/05/11 10:57:54.002	0.00000000000005049600	2023/05/11 10:57:54.202	0.00000000000004811910	2023/05/11 10:57:54.402	0.00000000000004701080	2023/05/11 10:57:54.602	0.00000000000020241100	2023/05/11 10:57:55.304	0.00000000000021500000	2023/05/11 10:57:55.504	0.00000000000032250000	2023/05/11 10:57:55.704	0.00000000000021500000	2023/05/11 10:57:55.905	0.00000000000021500000
2023/05/11 10:57:59.177	0.00000000000160443000	2023/05/11 10:57:59.377	0.00000000000005252560	2023/05/11 10:57:59.577	0.00000000000003021500	2023/05/11 10:57:59.777	0.00000000000003755510	2023/05/11 10:57:59.977	0.00000000000006041070	2023/05/11 10:58:00.178	0.00000000000016960200	2023/05/11 10:58:01.079	0.00000000000010750000	2023/05/11 10:58:01.279	0.00000000000010750000	2023/05/11 10:58:01.480	0.00000000000021500000
2023/05/11 10:58:04.752	0.00000000000160787000	2023/05/11 10:58:04.952	0.00000000000006014730	2023/05/11 10:58:05.152	0.00000000000006355080	2023/05/11 10:58:05.352	0.00000000000002519150	2023/05/11 10:58:05.552	0.00000000000005358120	2023/05/11 10:58:05.753	0.00000000000014411400	2023/05/11 10:58:06.454	0.00000000000043000000	2023/05/11 10:58:06.654	0.00000000000010750000	2023/05/11 10:58:06.854	0.00000000000010750000	2023/05/11 10:58:07.055	0.00000000000010750000
2023/05/11 10:58:10.327	0.00000000000159766000	2023/05/11 10:58:10.527	0.00000000000005882290	2023/05/11 10:58:10.727	0.00000000000003678320	2023/05/11 10:58:10.927	0.00000000000004856850	2023/05/11 10:58:11.127	0.00000000000005888200	2023/05/11 10:58:11.327	0.00000000000016102400	2023/05/11 10:58:12.229	0.00000000000000000000	2023/05/11 10:58:12.429	0.00000000000064500000	2023/05/11 10:58:12.630	0.00000000000032250000
2023/05/11 10:58:15.902	0.00000000000156638000	2023/05/11 10:58:16.102	0.00000000000006447740	2023/05/11 10:58:16.302	0.00000000000002325110	2023/05/11 10:58:16.502	0.00000000000004743330	2023/05/11 10:58:16.702	0.00000000000003215860	2023/05/11 10:58:16.903	0.00000000000015416500	2023/05/11 10:58:17.604	0.00000000000010750000	2023/05/11 10:58:17.804	0.00000000000000000000	2023/05/11 10:58:18.004	0.00000000000010750000	2023/05/11 10:58:18.205	0.00000000000043000000
2023/05/11 10:58:21.477	0.00000000000157788000	2023/05/11 10:58:21.677	0.00000000000004268720	2023/05/11 10:58:21.877	0.00000000000005223750	2023/05/11 10:58:22.077	0.00000000000005669120	2023/05/11 10:58:22.277	0.00000000000005333400	2023/05/11 10:58:22.478	0.00000000000014824200	2023/05/11 10:58:23.179	0.00000000000043000000	2023/05/11 10:58:23.379	0.00000000000032250000	2023/05/11 10:58:23.579	0.00000000000010750000	2023/05/11 10:58:23.780	0.00000000000032250000
2023/05/11 10:58:27.052	0.00000000000158186000	2023/05/11 10:58:27.252	0.00000000000004955320	2023/05/11 10:58:27.452	0.00000000000004915010	2023/05/11 10:58:27.652	0.00000000000004646900	2023/05/11 10:58:27.852	0.00000000000005023470	2023/05/11 10:58:28.053	0.00000000000016550700	2023/05/11 10:58:29.154	0.00000000000021500000	2023/05/11 10:58:29.355	0.00000000000000000000
