	Timestamp, mass 2	mass 2.0_value	Timestamp, mass 4	mass 4.0_value	Timestamp, mass 5.5	mass 5.5_value	Timestamp, mass 12	mass 12.0_value	Timestamp, mass 15	mass 15.0_value	Timestamp, mass 16	mass 16.0_value	Timestamp, mass 18	mass 18.0_value	Timestamp, mass 28	mass 28.0_value	Timestamp, mass 32	mass 32.0_value	Timestamp, mass 40	mass 40.0_value	Timestamp, mass 44	mass 44.0_value
47	2022-12-13 17:39:28.633		2022-12-13 17:39:28.633		2022-12-13 17:39:28.633		2022-12-13 17:39:28.633		2022-12-13 17:39:28.633		2022-12-13 17:39:28.634		2022-12-13 17:39:28.633		2022-12-13 17:39:28.633		2022-12-13 17:39:28.634		2022-12-13 17:39:28.633		2022-12-13 17:34:31.358	
48	2022-12-13 17:39:34.958		2022-12-13 17:39:34.958		2022-12-13 17:39:34.958		2022-12-13 17:39:34.958		2022-12-13 17:39:34.958		2022-12-13 17:39:34.959		2022-12-13 17:39:34.958		2022-12-13 17:39:34.958		2022-12-13 17:39:34.959		2022-12-13 17:39:34.958		2022-12-13 17:34:31.358	
49	2022-12-13 17:39:41.283		2022-12-13 17:39:41.283		2022-12-13 17:39:41.283		2022-12-13 17:39:41.283		2022-12-13 17:39:41.283		2022-12-13 17:39:41.284		2022-12-13 17:39:41.283		2022-12-13 17:39:41.284		2022-12-13 17:39:41.284		2022-12-13 17:39:41.283		2022-12-13 17:34:31.358	
50	2022-12-13 17:39:47.608		2022-12-13 17:39:47.608		2022-12-13 17:39:47.608		2022-12-13 17:39:47.608		2022-12-13 17:39:47.608		2022-12-13 17:39:47.609		2022-12-13 17:39:47.608		2022-12-13 17:39:47.608		2022-12-13 17:39:47.609		2022-12-13 17:39:47.608		2022-12-13 17:34:31.358	
51	2022-12-13 17:39:53.933		2022-12-13 17:39:53.933		2022-12-13 17:39:53.933		2022-12-13 17:39:53.933		2022-12-13 17:39:53.933		2022-12-13 17:39:53.934		2022-12-13 17:39:53.933		2022-12-13 17:39:53.933		2022-12-13 17:39:53.934		2022-12-13 17:39:53.933		2022-12-13 17:34:31.358	
52	2022-12-13 17:40:00.258		2022-12-13 17:40:00.258		2022-12-13 17:40:00.258		2022-12-13 17:40:00.258		2022-12-13 17:40:00.258		2022-12-13 17:40:00.259		2022-12-13 17:40:00.258		2022-12-13 17:40:00.258		2022-12-13 17:40:00.259		2022-12-13 17:40:00.258		2022-12-13 17:34:31.358	
53	2022-12-13 17:40:06.583		2022-12-13 17:40:06.583		2022-12-13 17:40:06.583		2022-12-13 17:40:06.583		2022-12-13 17:40:06.583		2022-12-13 17:40:06.584		2022-12-13 17:40:06.583		2022-12-13 17:40:06.583		2022-12-13 17:40:06.584		2022-12-13 17:40:06.583		2022-12-13 17:34:31.358	
54	2022-12-13 17:40:12.908		2022-12-13 17:40:12.908		2022-12-13 17:40:12.908		2022-12-13 17:40:12.908		2022-12-13 17:40:12.908		2022-12-13 17:40:12.909		2022-12-13 17:40:12.908		2022-12-13 17:40:12.908		2022-12-13 17:40:12.909		2022-12-13 17:40:12.908		2022-12-13 17:34:31.358	
55	2022-12-13 17:40:19.233		2022-12-13 17:40:19.233		2022-12-13 17:40:19.233		2022-12-13 17:40:19.233		2022-12-13 17:40:19.233		2022-12-13 17:40:19.234		2022-12-13 17:40:19.233		2022-12-13 17:40:19.233		2022-12-13 17:40:19.234		2022-12-13 17:40:19.233		2022-12-13 17:34:31.358	
56	2022-12-13 17:40:25.558		2022-12-13 17:40:25.558		2022-12-13 17:40:25.558		2022-12-13 17:40:25.558		2022-12-13 17:40:25.558		2022-12-13 17:40:25.559		2022-12-13 17:40:25.558		2022-12-13 17:40:25.558		2022-12-13 17:40:25.559		2022-12-13 17:40:25.558		2022-12-13 17:34:31.358	
57	2022-12-13 17:40:31.883		2022-12-13 17:40:31.883		2022-12-13 17:40:31.883		2022-12-13 17:40:31.883		2022-12-13 17:40:31.883		2022-12-13 17:40:31.884		2022-12-13 17:40:31.883		2022-12-13 17:40:31.883		2022-12-13 17:40:31.884		2022-12-13 17:40:31.883		2022-12-13 17:34:31.358	
58	2022-12-13 17:40:38.208		2022-12-13 17:40:38.208		2022-12-13 17:40:38.208		2022-12-13 17:40:38.208		2022-12-13 17:40:38.208		2022-12-13 17:40:38.209		2022-12-13 17:40:38.208		2022-12-13 17:40:38.208		2022-12-13 17:40:38.209		2022-12-13 17:40:38.208		2022-12-13 17:34:31.358	
59	2022-12-13 17:40:44.533		2022-12-13 17:40:44.533		2022-12-13 17:40:44.533		2022-12-13 17:40:44.533		2022-12-13 17:40:44.533		2022-12-13 17:40:44.534		2022-12-13 17:40:44.533		2022-12-13 17:40:44.533		2022-12-13 17:40:44.534		2022-12-13 17:40:44.533		2022-12-13 17:34:31.358	
60	2022-12-13 17:40:50.858		2022-12-13 17:40:50.858		2022-12-13 17:40:50.858		2022-12-13 17:40:50.858		2022-12-13 17:40:50.858		2022-12-13 17:40:50.859		2022-12-13 17:40:50.858		2022-12-13 17:40:50.858		2022-12-13 17:40:50.859		2022-12-13 17:40:50.858		2022-12-13 17:34:31.358	
61	2022-12-13 17:40:57.183		2022-12-13 17:40:57.183		2022-12-13 17:40:57.183		2022-12-13 17:40:57.183		2022-12-13 17:40:57.183		2022-12-13 17:40:57.184		2022-12-13 17:40:57.183		2022-12-13 17:40:57.183		2022-12-13 17:40:57.184		2022-12-13 17:40:57.183		2022-12-13 17:34:31.358	
62	2022-12-13 17:41:03.508		2022-12-13 17:41:03.508		2022-12-13 17:41:03.508		2022-12-13 17:41:03.508		2022-12-13 17:41:03.508		2022-12-13 17:41:03.509		2022-12-13 17:41:03.508		2022-12-13 17:41:03.508		2022-12-13 17:41:03.509		2022-12-13 17:41:03.508		2022-12-13 17:34:31.358	
63	2022-12-13 17:41:09.833		2022-12-13 17:41:09.833		2022-12-13 17:41:09.833		2022-12-13 17:41:09.833		2022-12-13 17:41:09.833		2022-12-13 17:41:09.834		2022-12-13 17:41:09.833		2022-12-13 17:41:09.833		2022-12-13 17:41:09.834		2022-12-13 17:41:09.833		2022-12-13 17:34:31.358	
64	2022-12-13 17:41:16.158		2022-12-13 17:41:16.158		2022-12-13 17:41:16.158		2022-12-13 17:41:16.158		2022-12-13 17:41:16.158		2022-12-13 17:41:16.159		2022-12-13 17:41:16.158		2022-12-13 17:41:16.159		2022-12-13 17:41:16.159		2022-12-13 17:41:16.158		2022-12-13 17:34:31.358	
65	2022-12-13 17:41:22.483		2022-12-13 17:41:22.483		2022-12-13 17:41:22.483		2022-12-13 17:41:22.483		2022-12-13 17:41:22.483		2022-12-13 17:41:22.484		2022-12-13 17:41:22.483		2022-12-13 17:41:22.483		2022-12-13 17:41:22.484		2022-12-13 17:41:22.483		2022-12-13 17:34:31.358	
66	2022-12-13 17:41:28.808		2022-12-13 17:41:28.808		2022-12-13 17:41:28.808		2022-12-13 17:41:28.808		2022-12-13 17:41:28.808		2022-12-13 17:41:28.809		2022-12-13 17:41:28.808		2022-12-13 17:41:28.808		2022-12-13 17:41:28.809		2022-12-13 17:41:28.808		2022-12-13 17:34:31.358	
67	2022-12-13 17:41:35.133		2022-12-13 17:41:35.133		2022-12-13 17:41:35.133		2022-12-13 17:41:35.133		2022-12-13 17:41:35.133		2022-12-13 17:41:35.134		2022-12-13 17:41:35.133		2022-12-13 17:41:35.133		2022-12-13 17:41:35.134		2022-12-13 17:41:35.133		2022-12-13 17:34:31.358	
68	2022-12-13 17:41:41.458		2022-12-13 17:41:41.458		2022-12-13 17:41:41.458		2022-12-13 17:41:41.458		2022-12-13 17:41:41.458		2022-12-13 17:41:41.459		2022-12-13 17:41:41.458		2022-12-13 17:41:41.459		2022-12-13 17:41:41.459		2022-12-13 17:41:41.458		2022-12-13 17:34:31.358	
69	2022-12-13 17:41:47.783		2022-12-13 17:41:47.783		2022-12-13 17:41:47.783		2022-12-13 17:41:47.783		2022-12-13 17:41:47.783		2022-12-13 17:41:47.784		2022-12-13 17:41:47.783		2022-12-13 17:41:47.784		2022-12-13 17:41:47.784		2022-12-13 17:41:47.783		2022-12-13 17:34:31.358	
70	2022-12-13 17:41:54.108		2022-12-13 17:41:54.108		2022-12-13 17:41:54.108		2022-12-13 17:41:54.108		2022-12-13 17:41:54.108		2022-12-13 17:41:54.109		2022-12-13 17:41:54.108		2022-12-13 17:41:54.108		2022-12-13 17:41:54.109		2022-12-13 17:41:54.108		2022-12-13 17:34:31.358	
71	2022-12-13 17:42:00.433		2022-12-13 17:42:00.433		2022-12-13 17:42:00.433		2022-12-13 17:42:00.433		2022-12-13 17:42:00.433		2022-12-13 17:42:00.434		2022-12-13 17:42:00.433		2022-12-13 17:42:00.433		2022-12-13 17:42:00.434		2022-12-13 17:42:00.433		2022-12-13 17:34:31.358	
72	2022-12-13 17:42:06.758		2022-12-13 17:42:06.758		2022-12-13 17:42:06.758		2022-12-13 17:42:06.758		2022-12-13 17:42:06.758		2022-12-13 17:42:06.759		2022-12-13 17:42:06.758		2022-12-13 17:42:06.758		2022-12-13 17:42:06.759		2022-12-13 17:42:06.758		2022-12-13 17:34:31.358	
73	2022-12-13 17:42:13.083		2022-12-13 17:42:13.083		2022-12-13 17:42:13.083		2022-12-13 17:42:13.083		2022-12-13 17:42:13.083		2022-12-13 17:42:13.084		2022-12-13 17:42:13.083		2022-12-13 17:42:13.083		2022-12-13 17:42:13.084		2022-12-13 17:42:13.083		2022-12-13 17:34:31.358	
