F1((1=on,0=off))	1
F2((1=on,0=off))	0
cage(V)	3.0
delta-m(%)	+0
electron-energy(V)	70.0
emission(uA)	1000.000
focus(V)	-90
mass(amu)	5.50
mode-change-delay()	
multiplier(V)	1200
resolution(%)	+0
Data()	
mass 2.0_time	mass 2.0_value	mass 4.0_time	mass 4.0_value	mass 12.0_time	mass 12.0_value	mass 16.0_time	mass 16.0_value	mass 18.0_time	mass 18.0_value	mass 28.0_time	mass 28.0_value	mass 32.0_time	mass 32.0_value	mass 40.0_time	mass 40.0_value	mass 44.0_time	mass 44.0_value
2022/11/17 16:11:06.726	0.00000000001853870000	2022/11/17 16:11:06.976	0.00000000000052224200	2022/11/17 16:11:07.227	0.00000000000034902200	2022/11/17 16:11:07.477	0.00000000000071454400	2022/11/17 16:11:07.727	0.00000000000109301000	2022/11/17 16:11:07.977	0.00000000000244026000	2022/11/17 16:11:08.227	0.00000000000003886030	2022/11/17 16:11:08.477	0.00000000000000438396	2022/11/17 16:11:08.728	0.00000000000077219600
2022/11/17 16:11:09.049	0.00000000001873160000	2022/11/17 16:11:09.299	0.00000000000051164300	2022/11/17 16:11:09.549	0.00000000000035445600	2022/11/17 16:11:09.799	0.00000000000066993100	2022/11/17 16:11:10.049	0.00000000000108323000	2022/11/17 16:11:10.300	0.00000000000254765000	2022/11/17 16:11:10.550	0.00000000000002765820	2022/11/17 16:11:11.050	0.00000000000082752100
2022/11/17 16:11:11.371	0.00000000001847310000	2022/11/17 16:11:11.621	0.00000000000054232300	2022/11/17 16:11:11.871	0.00000000000032658700	2022/11/17 16:11:12.122	0.00000000000069118400	2022/11/17 16:11:12.372	0.00000000000114252000	2022/11/17 16:11:12.622	0.00000000000253432000	2022/11/17 16:11:12.872	0.00000000000002949110	2022/11/17 16:11:13.373	0.00000000000083725500
2022/11/17 16:11:13.694	0.00000000001861610000	2022/11/17 16:11:13.944	0.00000000000051074000	2022/11/17 16:11:14.194	0.00000000000034347500	2022/11/17 16:11:14.444	0.00000000000070006400	2022/11/17 16:11:14.694	0.00000000000110065000	2022/11/17 16:11:14.945	0.00000000000256759000	2022/11/17 16:11:15.195	0.00000000000002853590	2022/11/17 16:11:15.695	0.00000000000080550500
2022/11/17 16:11:16.016	0.00000000001865050000	2022/11/17 16:11:16.266	0.00000000000052369400	2022/11/17 16:11:16.516	0.00000000000030854300	2022/11/17 16:11:16.767	0.00000000000067852600	2022/11/17 16:11:17.017	0.00000000000110645000	2022/11/17 16:11:17.267	0.00000000000259785000	2022/11/17 16:11:17.517	0.00000000000002533510	2022/11/17 16:11:18.018	0.00000000000081360000
2022/11/17 16:11:18.339	0.00000000001866820000	2022/11/17 16:11:18.589	0.00000000000049639400	2022/11/17 16:11:18.839	0.00000000000032897900	2022/11/17 16:11:19.089	0.00000000000071229200	2022/11/17 16:11:19.339	0.00000000000112553000	2022/11/17 16:11:19.590	0.00000000000249938000	2022/11/17 16:11:19.840	0.00000000000004344620	2022/11/17 16:11:20.090	0.00000000000000071176	2022/11/17 16:11:20.340	0.00000000000085831400
2022/11/17 16:11:20.661	0.00000000001862570000	2022/11/17 16:11:20.911	0.00000000000050183300	2022/11/17 16:11:21.162	0.00000000000036108900	2022/11/17 16:11:21.412	0.00000000000068186400	2022/11/17 16:11:21.662	0.00000000000112043000	2022/11/17 16:11:21.912	0.00000000000252851000	2022/11/17 16:11:22.162	0.00000000000003306010	2022/11/17 16:11:22.412	0.00000000000000385828	2022/11/17 16:11:22.663	0.00000000000080333400
2022/11/17 16:11:22.984	0.00000000001855690000	2022/11/17 16:11:23.234	0.00000000000050303700	2022/11/17 16:11:23.484	0.00000000000034221200	2022/11/17 16:11:23.734	0.00000000000073051800	2022/11/17 16:11:23.984	0.00000000000103647000	2022/11/17 16:11:24.235	0.00000000000261172000	2022/11/17 16:11:24.485	0.00000000000003327350	2022/11/17 16:11:24.735	0.00000000000001268450	2022/11/17 16:11:24.985	0.00000000000081833000
2022/11/17 16:11:25.306	0.00000000001861870000	2022/11/17 16:11:25.556	0.00000000000048641300	2022/11/17 16:11:25.807	0.00000000000034547500	2022/11/17 16:11:26.057	0.00000000000067300000	2022/11/17 16:11:26.307	0.00000000000113311000	2022/11/17 16:11:26.557	0.00000000000255168000	2022/11/17 16:11:26.807	0.00000000000003751170	2022/11/17 16:11:27.308	0.00000000000083549800
2022/11/17 16:11:27.629	0.00000000001858860000	2022/11/17 16:11:27.879	0.00000000000050635900	2022/11/17 16:11:28.129	0.00000000000033292400	2022/11/17 16:11:28.379	0.00000000000073339400	2022/11/17 16:11:28.629	0.00000000000114273000	2022/11/17 16:11:28.880	0.00000000000243574000	2022/11/17 16:11:29.130	0.00000000000004522430	2022/11/17 16:11:29.380	0.00000000000001637610	2022/11/17 16:11:29.630	0.00000000000080594000
2022/11/17 16:11:29.951	0.00000000001851880000	2022/11/17 16:11:30.201	0.00000000000052205400	2022/11/17 16:11:30.452	0.00000000000036547500	2022/11/17 16:11:30.702	0.00000000000065353200	2022/11/17 16:11:30.952	0.00000000000107673000	2022/11/17 16:11:31.202	0.00000000000248363000	2022/11/17 16:11:31.452	0.00000000000003404750	2022/11/17 16:11:31.953	0.00000000000083944300
2022/11/17 16:11:32.274	0.00000000001841500000	2022/11/17 16:11:32.524	0.00000000000052383900	2022/11/17 16:11:32.774	0.00000000000030636600	2022/11/17 16:11:33.024	0.00000000000066238500	2022/11/17 16:11:33.274	0.00000000000113128000	2022/11/17 16:11:33.525	0.00000000000255469000	2022/11/17 16:11:33.775	0.00000000000003493220	2022/11/17 16:11:34.025	0.00000000000000551916	2022/11/17 16:11:34.275	0.00000000000080147900
2022/11/17 16:11:34.596	0.00000000001844570000	2022/11/17 16:11:34.846	0.00000000000051931800	2022/11/17 16:11:35.097	0.00000000000033069900	2022/11/17 16:11:35.347	0.00000000000067097400	2022/11/17 16:11:35.597	0.00000000000108221000	2022/11/17 16:11:35.847	0.00000000000250476000	2022/11/17 16:11:36.097	0.00000000000001585040	2022/11/17 16:11:36.598	0.00000000000083241200
2022/11/17 16:11:36.919	0.00000000001832040000	2022/11/17 16:11:37.169	0.00000000000052055500	2022/11/17 16:11:37.419	0.00000000000036158400	2022/11/17 16:11:37.669	0.00000000000071867200	2022/11/17 16:11:37.919	0.00000000000112134000	2022/11/17 16:11:38.170	0.00000000000255087000	2022/11/17 16:11:38.420	0.00000000000002990390	2022/11/17 16:11:38.670	0.00000000000000448339	2022/11/17 16:11:38.920	0.00000000000079106800
2022/11/17 16:11:39.241	0.00000000001849510000	2022/11/17 16:11:39.491	0.00000000000050365000	2022/11/17 16:11:39.742	0.00000000000036225500	2022/11/17 16:11:39.992	0.00000000000070718500	2022/11/17 16:11:40.242	0.00000000000105286000	2022/11/17 16:11:40.492	0.00000000000252120000	2022/11/17 16:11:40.742	0.00000000000004467330	2022/11/17 16:11:41.243	0.00000000000079187400
2022/11/17 16:11:41.564	0.00000000001841290000	2022/11/17 16:11:41.814	0.00000000000051525500	2022/11/17 16:11:42.064	0.00000000000034942000	2022/11/17 16:11:42.314	0.00000000000066635200	2022/11/17 16:11:42.564	0.00000000000111086000	2022/11/17 16:11:42.815	0.00000000000244929000	2022/11/17 16:11:43.065	0.00000000000003301660	2022/11/17 16:11:43.315	0.00000000000000170720	2022/11/17 16:11:43.565	0.00000000000081339600
2022/11/17 16:11:43.886	0.00000000001839250000	2022/11/17 16:11:44.136	0.00000000000050358000	2022/11/17 16:11:44.386	0.00000000000036392200	2022/11/17 16:11:44.637	0.00000000000064990900	2022/11/17 16:11:44.887	0.00000000000105560000	2022/11/17 16:11:45.137	0.00000000000253029000	2022/11/17 16:11:45.387	0.00000000000005147320	2022/11/17 16:11:45.888	0.00000000000078912700
2022/11/17 16:11:46.209	0.00000000001857040000	2022/11/17 16:11:46.459	0.00000000000052511300	2022/11/17 16:11:46.709	0.00000000000026472100	2022/11/17 16:11:46.959	0.00000000000066580300	2022/11/17 16:11:47.209	0.00000000000107829000	2022/11/17 16:11:47.460	0.00000000000256146000	2022/11/17 16:11:47.710	0.00000000000002778020	2022/11/17 16:11:47.960	0.00000000000000419476	2022/11/17 16:11:48.210	0.00000000000079164800
2022/11/17 16:11:48.531	0.00000000001833120000	2022/11/17 16:11:48.781	0.00000000000050516600	2022/11/17 16:11:49.032	0.00000000000033721900	2022/11/17 16:11:49.282	0.00000000000074996500	2022/11/17 16:11:49.532	0.00000000000100884000	2022/11/17 16:11:49.782	0.00000000000253964000	2022/11/17 16:11:50.032	0.00000000000003951550	2022/11/17 16:11:50.282	0.00000000000000167818	2022/11/17 16:11:50.533	0.00000000000085168700
2022/11/17 16:11:50.854	0.00000000001842690000	2022/11/17 16:11:51.104	0.00000000000050698800	2022/11/17 16:11:51.354	0.00000000000036039000	2022/11/17 16:11:51.604	0.00000000000067842900	2022/11/17 16:11:51.854	0.00000000000108629000	2022/11/17 16:11:52.105	0.00000000000244359000	2022/11/17 16:11:52.355	0.00000000000004372520	2022/11/17 16:11:52.605	0.00000000000000471022	2022/11/17 16:11:52.855	0.00000000000081570700
2022/11/17 16:11:53.176	0.00000000001843220000	2022/11/17 16:11:53.426	0.00000000000048323100	2022/11/17 16:11:53.677	0.00000000000034059900	2022/11/17 16:11:53.927	0.00000000000076462300	2022/11/17 16:11:54.177	0.00000000000109489000	2022/11/17 16:11:54.427	0.00000000000245020000	2022/11/17 16:11:54.677	0.00000000000004491790	2022/11/17 16:11:54.927	0.00000000000000799865	2022/11/17 16:11:55.178	0.00000000000080152200
2022/11/17 16:11:55.499	0.00000000001850260000	2022/11/17 16:11:55.749	0.00000000000046728800	2022/11/17 16:11:55.999	0.00000000000033974500	2022/11/17 16:11:56.249	0.00000000000071632800	2022/11/17 16:11:56.499	0.00000000000109500000	2022/11/17 16:11:56.750	0.00000000000253738000	2022/11/17 16:11:57.000	0.00000000000004860730	2022/11/17 16:11:57.250	0.00000000000000510528	2022/11/17 16:11:57.500	0.00000000000078875600
2022/11/17 16:11:57.821	0.00000000001838330000	2022/11/17 16:11:58.071	0.00000000000051664200	2022/11/17 16:11:58.321	0.00000000000034609300	2022/11/17 16:11:58.572	0.00000000000072547700	2022/11/17 16:11:58.822	0.00000000000108732000	2022/11/17 16:11:59.072	0.00000000000255458000	2022/11/17 16:11:59.322	0.00000000000004721620	2022/11/17 16:11:59.823	0.00000000000084231800
2022/11/17 16:12:00.144	0.00000000001851770000	2022/11/17 16:12:00.394	0.00000000000051301300	2022/11/17 16:12:00.644	0.00000000000035488100	2022/11/17 16:12:00.894	0.00000000000070897500	2022/11/17 16:12:01.144	0.00000000000107678000	2022/11/17 16:12:01.395	0.00000000000250583000	2022/11/17 16:12:01.645	0.00000000000003902800	2022/11/17 16:12:02.145	0.00000000000086735000
2022/11/17 16:12:02.466	0.00000000001844190000	2022/11/17 16:12:02.716	0.00000000000053271300	2022/11/17 16:12:02.966	0.00000000000033871300	2022/11/17 16:12:03.217	0.00000000000070695400	2022/11/17 16:12:03.467	0.00000000000105894000	2022/11/17 16:12:03.717	0.00000000000254356000	2022/11/17 16:12:03.967	0.00000000000003435280	2022/11/17 16:12:04.468	0.00000000000077930700
2022/11/17 16:12:04.789	0.00000000001857840000	2022/11/17 16:12:05.039	0.00000000000051331400	2022/11/17 16:12:05.289	0.00000000000035736400	2022/11/17 16:12:05.539	0.00000000000068702900	2022/11/17 16:12:05.789	0.00000000000109925000	2022/11/17 16:12:06.040	0.00000000000249067000	2022/11/17 16:12:06.290	0.00000000000004566340	2022/11/17 16:12:06.790	0.00000000000077359400
