	Live comments	Elapsed time	Coverage	Time	H2 4K BA2	H2 4K BA1	corr BA2	corr BA1	injection 100mbar	Barion_2	Barion_1	DUAL experiment	DUAL insulation	injection 1mbar	helium	T-platinum	T-CERNOX	I_emission	I_grid
92		0.0	0.0	2023-02-23 12:48:48	1.8e-07	1.83e-07	1.8e-07	1.83e-07	88.986	1.8e-07	1.83e-07	1.026e-07	3.718e-07	1.1	451.0	-5.387	4273.384		
93		7.0	5837926612220.9	2023-02-23 12:48:55	1.3e-07	1.36e-07	1.3e-07	1.36e-07	88.985	1.3e-07	1.36e-07	1.378e-07	3.714e-07	1.1	451.0	-5.275	4273.384		
94		14.0	5837926612220.9	2023-02-23 12:49:02	1.89e-07	2e-07	1.89e-07	2e-07	88.985	1.89e-07	2e-07	1.971e-07	3.718e-07	1.1	451.0	-5.275	4273.496		
95		21.0	5837926612220.9	2023-02-23 12:49:09	2.67e-07	2.76e-07	2.67e-07	2.76e-07	88.985	2.67e-07	2.76e-07	2.297e-07	3.718e-07	1.1	451.0	-5.275	4273.496		
96		28.0	29189633061104.504	2023-02-23 12:49:16	3.11e-07	3.43e-07	3.11e-07	3.43e-07	88.981	3.11e-07	3.43e-07	3.93e-07	3.718e-07	1.1	450.0	-5.05	4273.608		
97		34.0	29189633061104.504	2023-02-23 12:49:22	5.17e-07	5.23e-07	5.17e-07	5.23e-07	88.981	5.17e-07	5.23e-07	4.458e-07	3.714e-07	1.1	450.0	-5.387	4273.608		
98		41.0	75893045958659.31	2023-02-23 12:49:29	5.97e-07	6.07e-07	5.97e-07	6.07e-07	88.973	5.97e-07	6.07e-07	5.032e-07	3.718e-07	1.1	450.0	-5.275	4273.608		
99		48.0	122596458856214.14	2023-02-23 12:49:36	8.88e-07	1.05e-06	8.88e-07	1.05e-06	88.965	8.88e-07	1.05e-06	1.432e-06	3.718e-07	1.1	451.0	-5.163	4273.608		
100		55.0	216003284651430.0	2023-02-23 12:49:43	2.05e-06	2.08e-06	2.05e-06	2.08e-06	88.949	2.05e-06	2.08e-06	1.6e-06	3.718e-07	1.1	450.0	-5.275	4273.72		
101		62.00000000000001	332761816895423.25	2023-02-23 12:49:50	2.09e-06	2.11e-06	2.09e-06	2.11e-06	88.929	2.09e-06	2.11e-06	1.576e-06	3.718e-07	1.1	450.0	-5.275	4273.72		
102		68.0	426168642690639.06	2023-02-23 12:49:56	2.24e-06	2.27e-06	2.24e-06	2.27e-06	88.913	2.24e-06	2.27e-06	1.746e-06	3.718e-07	1.1	451.0	-5.275	4273.72		
103		75.0	537089248322305.25	2023-02-23 12:50:03	2.3e-06	2.33e-06	2.3e-06	2.33e-06	88.894	2.3e-06	2.33e-06	1.767e-06	3.718e-07	1.1	450.0	-5.163	4273.72		
104		82.0	653847780566404.6	2023-02-23 12:50:10	2.32e-06	2.35e-06	2.32e-06	2.35e-06	88.874	2.32e-06	2.35e-06	1.777e-06	3.718e-07	1.1	450.0	-5.387	4273.832		
105		89.0	753092532973735.2	2023-02-23 12:50:17	2.33e-06	2.36e-06	2.33e-06	2.36e-06	88.857	2.33e-06	2.36e-06	1.779e-06	3.718e-07	1.1	450.0	-5.275	4273.72		
106		96.0	893202771666612.0	2023-02-23 12:50:24	2.34e-06	2.36e-06	2.34e-06	2.36e-06	88.833	2.34e-06	2.36e-06	1.794e-06	3.718e-07	1.1	451.0	-5.275	4273.945		
107		102.0	1033313010359382.8	2023-02-23 12:50:30	2.34e-06	2.36e-06	2.34e-06	2.36e-06	88.809	2.34e-06	2.36e-06	1.794e-06	3.718e-07	1.1	450.0	-5.05	4273.945		
108		109.0	1150071542603376.0	2023-02-23 12:50:37	2.35e-06	2.37e-06	2.35e-06	2.37e-06	88.789	2.35e-06	2.37e-06	1.796e-06	3.718e-07	1.1	450.0	-5.163	4274.169		
109		116.00000000000001	1243478368398591.8	2023-02-23 12:50:44	2.35e-06	2.37e-06	2.35e-06	2.37e-06	88.773	2.35e-06	2.37e-06	1.796e-06	3.718e-07	1.1	450.0	-5.163	4274.057		
110		123.00000000000001	1360236900642585.0	2023-02-23 12:50:51	2.35e-06	2.37e-06	2.35e-06	2.37e-06	88.753	2.35e-06	2.37e-06	1.796e-06	3.723e-07	1.1	450.0	-5.275	4274.169		
111		130.0	1523698845784133.0	2023-02-23 12:50:58	2.35e-06	2.37e-06	2.35e-06	2.37e-06	88.725	2.35e-06	2.37e-06	1.798e-06	3.718e-07	1.1	450.0	-5.163	4274.281		
112		136.0	1593753965130571.5	2023-02-23 12:51:04	2.35e-06	2.37e-06	2.35e-06	2.37e-06	88.713	2.35e-06	2.37e-06	1.796e-06	3.723e-07	1.1	450.0	-5.275	4274.281		
113		143.0	1733864203823342.2	2023-02-23 12:51:11	2.35e-06	2.37e-06	2.35e-06	2.37e-06	88.689	2.35e-06	2.37e-06	1.796e-06	3.723e-07	1.1	450.0	-5.275	4274.281		
114		150.0	1850622736067335.8	2023-02-23 12:51:18	2.35e-06	2.37e-06	2.35e-06	2.37e-06	88.669	2.35e-06	2.37e-06	1.796e-06	3.723e-07	1.1	450.0	-5.163	4274.169		
115		157.0	1944029561862445.0	2023-02-23 12:51:25	2.35e-06	2.37e-06	2.35e-06	2.37e-06	88.653	2.35e-06	2.37e-06	1.796e-06	3.723e-07	1.1	450.0	-5.275	4274.169		
116		164.0	2107491507004099.2	2023-02-23 12:51:32	2.35e-06	2.37e-06	2.35e-06	2.37e-06	88.625	2.35e-06	2.37e-06	1.798e-06	3.723e-07	1.1	450.0	-5.163	4274.394		
117		170.0	2195060406187094.2	2023-02-23 12:51:38	2.35e-06	2.37e-06	2.35e-06	2.37e-06	88.61	2.35e-06	2.37e-06	1.796e-06	3.723e-07	1.1	450.0	-5.275	4274.394		
118		177.0	2341008571492086.0	2023-02-23 12:51:45	2.35e-06	2.37e-06	2.35e-06	2.37e-06	88.585	2.35e-06	2.37e-06	1.796e-06	3.723e-07	1.1	450.0	-5.163	4274.394		
119		184.0	2434415397287301.5	2023-02-23 12:51:52	2.35e-06	2.37e-06	2.35e-06	2.37e-06	88.569	2.35e-06	2.37e-06	1.798e-06	3.723e-07	1.1	449.0	-5.05	4274.394		
120		191.0	2551173929531188.5	2023-02-23 12:51:59	2.36e-06	2.37e-06	2.36e-06	2.37e-06	88.549	2.36e-06	2.37e-06	1.796e-06	3.723e-07	1.1	449.0	-5.275	4274.506		
121		198.0	2691284168224065.5	2023-02-23 12:52:06	2.36e-06	2.37e-06	2.36e-06	2.37e-06	88.525	2.36e-06	2.37e-06	1.796e-06	3.723e-07	1.1	449.0	-5.275	4274.618		
122		204.0	2808042700468058.5	2023-02-23 12:52:12	2.36e-06	2.37e-06	2.36e-06	2.37e-06	88.505	2.36e-06	2.37e-06	1.798e-06	3.723e-07	1.1	449.0	-5.275	4274.618		
123		211.0	2924801232712052.0	2023-02-23 12:52:19	2.36e-06	2.37e-06	2.36e-06	2.37e-06	88.485	2.36e-06	2.37e-06	1.798e-06	3.723e-07	1.1	449.0	-5.163	4274.618		
124		218.0	3047397691568266.0	2023-02-23 12:52:26	2.36e-06	2.37e-06	2.36e-06	2.37e-06	88.464	2.36e-06	2.37e-06	1.798e-06	3.723e-07	1.1	449.0	-5.275	4274.73		
125		225.0	3140804517363482.0	2023-02-23 12:52:33	2.36e-06	2.37e-06	2.36e-06	2.37e-06	88.448	2.36e-06	2.37e-06	1.798e-06	3.723e-07	1.1	450.0	-5.163	4274.618		
126		232.00000000000003	3280914756056146.5	2023-02-23 12:52:40	2.36e-06	2.37e-06	2.36e-06	2.37e-06	88.424	2.36e-06	2.37e-06	1.798e-06	3.723e-07	1.1	449.0	-5.387	4274.73		
127		238.00000000000003	3391835361688025.0	2023-02-23 12:52:46	2.37e-06	2.37e-06	2.37e-06	2.37e-06	88.405	2.37e-06	2.37e-06	1.798e-06	3.723e-07	1.1	449.0	-5.05	4274.843		
128		245.00000000000003	3485242187483241.0	2023-02-23 12:52:53	2.37e-06	2.37e-06	2.37e-06	2.37e-06	88.389	2.37e-06	2.37e-06	1.8e-06	3.723e-07	1.1	449.0	-5.275	4274.73		
129		252.00000000000003	3602000719727234.5	2023-02-23 12:53:00	2.37e-06	2.37e-06	2.37e-06	2.37e-06	88.369	2.37e-06	2.37e-06	1.8e-06	3.723e-07	1.1	449.0	-5.275	4275.067		
130		259.0	3730435105195669.5	2023-02-23 12:53:07	2.37e-06	2.37e-06	2.37e-06	2.37e-06	88.347	2.37e-06	2.37e-06	1.805e-06	3.723e-07	1.1	449.0	-5.163	4274.955		
131		266.0	3888059123724996.0	2023-02-23 12:53:14	2.37e-06	2.37e-06	2.37e-06	2.37e-06	88.32	2.37e-06	2.37e-06	1.805e-06	3.727e-07	1.1	449.0	-5.275	4274.843		
132		272.0	4004817655968989.0	2023-02-23 12:53:20	2.37e-06	2.38e-06	2.37e-06	2.38e-06	88.3	2.37e-06	2.38e-06	1.807e-06	3.727e-07	1.1	449.0	-5.05	4275.179		
133		279.0	4098224481764099.0	2023-02-23 12:53:27	2.38e-06	2.38e-06	2.38e-06	2.38e-06	88.284	2.38e-06	2.38e-06	1.807e-06	3.727e-07	1.1	449.0	-5.163	4274.955		
134		286.0	4209145087395978.0	2023-02-23 12:53:34	2.38e-06	2.38e-06	2.38e-06	2.38e-06	88.265	2.38e-06	2.38e-06	1.807e-06	3.723e-07	1.1	449.0	-5.275	4274.955		
135		293.0	4325903619639971.0	2023-02-23 12:53:41	2.38e-06	2.38e-06	2.38e-06	2.38e-06	88.245	2.38e-06	2.38e-06	1.809e-06	3.727e-07	1.1	449.0	-5.163	4275.067		
136		300.0	4466013858332741.5	2023-02-23 12:53:48	2.38e-06	2.38e-06	2.38e-06	2.38e-06	88.221	2.38e-06	2.38e-06	1.809e-06	3.727e-07	1.1	449.0	-5.275	4275.179		
137		306.0	4588610317188956.0	2023-02-23 12:53:54	2.38e-06	2.38e-06	2.38e-06	2.38e-06	88.2	2.38e-06	2.38e-06	1.811e-06	3.727e-07	1.1	449.0	-5.275	4275.179		
138		313.0	4728720555881726.0	2023-02-23 12:54:01	2.38e-06	2.39e-06	2.38e-06	2.39e-06	88.176	2.38e-06	2.39e-06	1.811e-06	3.736e-07	1.1	449.0	-5.163	4275.292		
139		320.0	4798775675228165.0	2023-02-23 12:54:08	2.39e-06	2.39e-06	2.39e-06	2.39e-06	88.164	2.39e-06	2.39e-06	1.814e-06	3.732e-07	1.1	449.0	-5.275	4275.292		
140		327.0	4915534207472052.0	2023-02-23 12:54:15	2.39e-06	2.39e-06	2.39e-06	2.39e-06	88.144	2.39e-06	2.39e-06	1.811e-06	3.736e-07	1.1	449.0	-5.275	4275.292		
141		334.0	5055644446164929.0	2023-02-23 12:54:22	2.39e-06	2.39e-06	2.39e-06	2.39e-06	88.12	2.39e-06	2.39e-06	1.816e-06	3.732e-07	1.1	449.0	-5.387	4275.404		
142		340.0	5172402978408922.0	2023-02-23 12:54:28	2.4e-06	2.4e-06	2.4e-06	2.4e-06	88.1	2.4e-06	2.4e-06	1.818e-06	3.741e-07	1.1	449.0	-5.275	4275.404		
143		347.0	5289161510652915.0	2023-02-23 12:54:35	2.4e-06	2.4e-06	2.4e-06	2.4e-06	88.08	2.4e-06	2.4e-06	1.818e-06	3.741e-07	1.1	448.0	-5.275	4275.292		
144		354.0	5382568336448131.0	2023-02-23 12:54:42	2.4e-06	2.4e-06	2.4e-06	2.4e-06	88.064	2.4e-06	2.4e-06	1.82e-06	3.741e-07	1.1	448.0	-5.163	4275.628		
145		361.0	5475975162243347.0	2023-02-23 12:54:49	2.4e-06	2.4e-06	2.4e-06	2.4e-06	88.048	2.4e-06	2.4e-06	1.823e-06	3.741e-07	1.1	448.0	-5.275	4275.628		
146		368.0	5592733694487234.0	2023-02-23 12:54:56	2.41e-06	2.41e-06	2.41e-06	2.41e-06	88.028	2.41e-06	2.41e-06	1.825e-06	3.741e-07	1.1	448.0	-5.163	4275.628		
147		374.0	5732843933180111.0	2023-02-23 12:55:02	2.41e-06	2.41e-06	2.41e-06	2.41e-06	88.004	2.41e-06	2.41e-06	1.825e-06	3.741e-07	1.1	448.0	-5.275	4275.628		
148		381.0	5872954171872882.0	2023-02-23 12:55:09	2.41e-06	2.41e-06	2.41e-06	2.41e-06	87.98	2.41e-06	2.41e-06	1.827e-06	3.741e-07	1.1	448.0	-5.05	4275.74		
149		388.0	5966360997668098.0	2023-02-23 12:55:16	2.42e-06	2.41e-06	2.42e-06	2.41e-06	87.964	2.42e-06	2.41e-06	1.829e-06	3.741e-07	1.1	448.0	-5.275	4275.853		
150		395.0	6083119529912091.0	2023-02-23 12:55:23	2.42e-06	2.41e-06	2.42e-06	2.41e-06	87.944	2.42e-06	2.41e-06	1.829e-06	3.741e-07	1.1	448.0	-5.05	4275.853		
151		402.0	6188202208931642.0	2023-02-23 12:55:30	2.42e-06	2.42e-06	2.42e-06	2.42e-06	87.926	2.42e-06	2.42e-06	1.829e-06	3.741e-07	1.1	448.0	-5.387	4275.853		
152		408.0	6339988300848854.0	2023-02-23 12:55:36	2.42e-06	2.42e-06	2.42e-06	2.42e-06	87.9	2.42e-06	2.42e-06	1.829e-06	3.745e-07	1.1	448.0	-5.275	4275.853		
153		415.0	6433395126644070.0	2023-02-23 12:55:43	2.42e-06	2.42e-06	2.42e-06	2.42e-06	87.884	2.42e-06	2.42e-06	1.831e-06	3.745e-07	1.1	448.0	-5.275	4275.853		
154		422.0	6561829512112505.0	2023-02-23 12:55:50	2.43e-06	2.42e-06	2.43e-06	2.42e-06	87.862	2.43e-06	2.42e-06	1.831e-06	3.741e-07	1.1	448.0	-5.275	4275.853		
155		429.0	6696101824193056.0	2023-02-23 12:55:57	2.43e-06	2.42e-06	2.43e-06	2.42e-06	87.839	2.43e-06	2.42e-06	1.831e-06	3.745e-07	1.1	448.0	-5.163	4275.965		
156		436.0	6789508649988271.0	2023-02-23 12:56:04	2.43e-06	2.43e-06	2.43e-06	2.43e-06	87.823	2.43e-06	2.43e-06	1.834e-06	3.745e-07	1.1	448.0	-5.163	4276.077		
157		442.0	6929618888680935.0	2023-02-23 12:56:10	2.43e-06	2.43e-06	2.43e-06	2.43e-06	87.799	2.43e-06	2.43e-06	1.836e-06	3.745e-07	1.1	448.0	-5.275	4276.077		
158		449.0	7052215347537150.0	2023-02-23 12:56:17	2.44e-06	2.43e-06	2.44e-06	2.43e-06	87.778	2.44e-06	2.43e-06	1.843e-06	3.741e-07	1.1	448.0	-5.499	4276.077		
159		456.0	7139784246720145.0	2023-02-23 12:56:24	2.44e-06	2.43e-06	2.44e-06	2.43e-06	87.763	2.44e-06	2.43e-06	1.843e-06	3.745e-07	1.1	448.0	-5.163	4276.189		
160		463.00000000000006	7256542778964243.0	2023-02-23 12:56:31	2.44e-06	2.44e-06	2.44e-06	2.44e-06	87.743	2.44e-06	2.44e-06	1.845e-06	3.75e-07	1.1	448.0	-5.163	4276.077		
161		470.00000000000006	7361625457983795.0	2023-02-23 12:56:38	2.45e-06	2.44e-06	2.45e-06	2.44e-06	87.725	2.45e-06	2.44e-06	1.845e-06	3.745e-07	1.1	448.0	-5.275	4276.302		
162		476.00000000000006	7513411549901008.0	2023-02-23 12:56:44	2.45e-06	2.44e-06	2.45e-06	2.44e-06	87.699	2.45e-06	2.44e-06	1.847e-06	3.745e-07	1.1	448.0	-5.275	4276.302		
163		483.00000000000006	7630170082145001.0	2023-02-23 12:56:51	2.46e-06	2.45e-06	2.46e-06	2.45e-06	87.679	2.46e-06	2.45e-06	1.847e-06	3.745e-07	1.1	448.0	-5.163	4276.189		
164		490.00000000000006	7723576907940218.0	2023-02-23 12:56:58	2.46e-06	2.45e-06	2.46e-06	2.45e-06	87.663	2.46e-06	2.45e-06	1.847e-06	3.745e-07	1.1	448.0	-5.05	4276.414		
165		497.00000000000006	7863687146632987.0	2023-02-23 12:57:05	2.46e-06	2.45e-06	2.46e-06	2.45e-06	87.639	2.46e-06	2.45e-06	1.847e-06	3.745e-07	1.1	448.0	-5.163	4276.414		
166		504.00000000000006	7962931899040318.0	2023-02-23 12:57:12	2.46e-06	2.45e-06	2.46e-06	2.45e-06	87.622	2.46e-06	2.45e-06	1.847e-06	3.75e-07	1.1	447.0	-5.163	4276.414		
167		510.00000000000006	8097204211120974.0	2023-02-23 12:57:18	2.47e-06	2.46e-06	2.47e-06	2.46e-06	87.599	2.47e-06	2.46e-06	1.847e-06	3.745e-07	1.1	447.0	-5.387	4276.526		
168		517.0	8196448963528410.0	2023-02-23 12:57:25	2.47e-06	2.46e-06	2.47e-06	2.46e-06	87.582	2.47e-06	2.46e-06	1.849e-06	3.75e-07	1.1	447.0	-5.163	4276.638		
169		524.0	8330721275608961.0	2023-02-23 12:57:32	2.47e-06	2.46e-06	2.47e-06	2.46e-06	87.559	2.47e-06	2.46e-06	1.863e-06	3.75e-07	1.1	447.0	-5.163	4276.751		
170		531.0	8424128101404071.0	2023-02-23 12:57:39	2.47e-06	2.46e-06	2.47e-06	2.46e-06	87.543	2.47e-06	2.46e-06	1.865e-06	3.75e-07	1.1	447.0	-5.275	4276.526		
171		538.0	8540886633648169.0	2023-02-23 12:57:46	2.48e-06	2.47e-06	2.48e-06	2.47e-06	87.523	2.48e-06	2.47e-06	1.865e-06	3.75e-07	1.1	447.0	-5.163	4276.638		
172		544.0	8657645165892163.0	2023-02-23 12:57:52	2.48e-06	2.47e-06	2.48e-06	2.47e-06	87.503	2.48e-06	2.47e-06	1.865e-06	3.75e-07	1.1	447.0	-5.275	4276.863		
173		551.0	8797755404584934.0	2023-02-23 12:57:59	2.48e-06	2.47e-06	2.48e-06	2.47e-06	87.479	2.48e-06	2.47e-06	1.865e-06	3.75e-07	1.1	447.0	-5.275	4276.863		
174		558.0	8914513936828926.0	2023-02-23 12:58:06	2.49e-06	2.47e-06	2.49e-06	2.47e-06	87.459	2.49e-06	2.47e-06	1.865e-06	3.75e-07	1.1	447.0	-5.163	4276.751		
175		565.0	9031272469072920.0	2023-02-23 12:58:13	2.49e-06	2.48e-06	2.49e-06	2.48e-06	87.439	2.49e-06	2.48e-06	1.867e-06	3.75e-07	1.1	447.0	-5.275	4276.638		
176		572.0	9124679294868134.0	2023-02-23 12:58:20	2.49e-06	2.48e-06	2.49e-06	2.48e-06	87.423	2.49e-06	2.48e-06	1.867e-06	3.754e-07	1.1	447.0	-5.275	4276.863		
177		578.0	9241437827112024.0	2023-02-23 12:58:26	2.5e-06	2.48e-06	2.5e-06	2.48e-06	87.403	2.5e-06	2.48e-06	1.869e-06	3.754e-07	1.1	447.0	-5.163	4276.975		
178		585.0	9381548065804900.0	2023-02-23 12:58:33	2.5e-06	2.49e-06	2.5e-06	2.49e-06	87.379	2.5e-06	2.49e-06	1.871e-06	3.754e-07	1.1	447.0	-5.163	4276.863		
179		592.0	9474954891600116.0	2023-02-23 12:58:40	2.5e-06	2.49e-06	2.5e-06	2.49e-06	87.363	2.5e-06	2.49e-06	1.874e-06	3.754e-07	1.1	447.0	-5.163	4277.087		
180		599.0	9609227203680666.0	2023-02-23 12:58:47	2.51e-06	2.49e-06	2.51e-06	2.49e-06	87.34	2.51e-06	2.49e-06	1.878e-06	3.75e-07	1.1	447.0	-5.275	4277.199		
181		606.0	9714309882700218.0	2023-02-23 12:58:54	2.51e-06	2.5e-06	2.51e-06	2.5e-06	87.322	2.51e-06	2.5e-06	1.878e-06	3.754e-07	1.1	447.0	-5.275	4277.087		
182		613.0	9825230488332096.0	2023-02-23 12:59:01	2.52e-06	2.5e-06	2.52e-06	2.5e-06	87.303	2.52e-06	2.5e-06	1.88e-06	3.754e-07	1.1	446.0	-5.275	4276.975		
183		619.0	9971178653636980.0	2023-02-23 12:59:07	2.52e-06	2.5e-06	2.52e-06	2.5e-06	87.278	2.52e-06	2.5e-06	1.883e-06	3.754e-07	1.1	446.0	-5.275	4276.975		
184		626.0	1.0058747552819976e+16	2023-02-23 12:59:14	2.52e-06	2.51e-06	2.52e-06	2.51e-06	87.263	2.52e-06	2.51e-06	1.885e-06	3.754e-07	1.1	447.0	-5.275	4277.312		
185		633.0	1.0175506085064076e+16	2023-02-23 12:59:21	2.52e-06	2.51e-06	2.52e-06	2.51e-06	87.243	2.52e-06	2.51e-06	1.887e-06	3.759e-07	1.1	446.0	-5.275	4277.312		
186		640.0	1.029810254392029e+16	2023-02-23 12:59:28	2.53e-06	2.51e-06	2.53e-06	2.51e-06	87.222	2.53e-06	2.51e-06	1.885e-06	3.754e-07	1.1	447.0	-5.05	4277.424		
187		647.0	1.0409023149551956e+16	2023-02-23 12:59:35	2.53e-06	2.51e-06	2.53e-06	2.51e-06	87.203	2.53e-06	2.51e-06	1.887e-06	3.759e-07	1.1	446.0	-5.275	4277.312		
188		654.0	1.053745753502039e+16	2023-02-23 12:59:42	2.53e-06	2.52e-06	2.53e-06	2.52e-06	87.181	2.53e-06	2.52e-06	1.889e-06	3.759e-07	1.1	445.0	-5.275	4277.424		
189		660.0	1.0648378140652164e+16	2023-02-23 12:59:48	2.54e-06	2.52e-06	2.54e-06	2.52e-06	87.162	2.54e-06	2.52e-06	1.889e-06	3.759e-07	1.1	446.0	-5.163	4277.312		
190		667.0	1.0788488379344934e+16	2023-02-23 12:59:55	2.54e-06	2.52e-06	2.54e-06	2.52e-06	87.138	2.54e-06	2.52e-06	1.891e-06	3.759e-07	1.1	447.0	-5.275	4277.312		
191		674.0	1.0876057278527928e+16	2023-02-23 13:00:02	2.54e-06	2.52e-06	2.54e-06	2.52e-06	87.123	2.54e-06	2.52e-06	1.896e-06	3.759e-07	1.1	446.0	-5.275	4277.312		
192		681.0	1.0998653737384142e+16	2023-02-23 13:00:09	2.55e-06	2.53e-06	2.55e-06	2.53e-06	87.102	2.55e-06	2.53e-06	1.898e-06	3.759e-07	1.1	445.0	-5.387	4277.424		
193		688.0	1.1092060563179358e+16	2023-02-23 13:00:16	2.55e-06	2.53e-06	2.55e-06	2.53e-06	87.086	2.55e-06	2.53e-06	1.9e-06	3.759e-07	1.1	446.0	-5.163	4277.424		
194		694.0	1.124384665509657e+16	2023-02-23 13:00:22	2.56e-06	2.54e-06	2.56e-06	2.54e-06	87.06	2.56e-06	2.54e-06	1.9e-06	3.759e-07	1.1	445.0	-5.275	4277.424		
195		701.0	1.1343091407503902e+16	2023-02-23 13:00:29	2.56e-06	2.54e-06	2.56e-06	2.54e-06	87.043	2.56e-06	2.54e-06	1.903e-06	3.759e-07	1.1	445.0	-5.163	4277.648		
196		708.0	1.1442336159911338e+16	2023-02-23 13:00:36	2.56e-06	2.55e-06	2.56e-06	2.55e-06	87.026	2.56e-06	2.55e-06	1.905e-06	3.759e-07	1.1	445.0	-5.275	4277.536		
197		715.0	1.155325676554311e+16	2023-02-23 13:00:43	2.57e-06	2.55e-06	2.57e-06	2.55e-06	87.007	2.57e-06	2.55e-06	1.905e-06	3.759e-07	1.1	446.0	-5.275	4277.761		
198		722.0	1.167001529778721e+16	2023-02-23 13:00:50	2.57e-06	2.56e-06	2.57e-06	2.56e-06	86.987	2.57e-06	2.56e-06	1.914e-06	3.759e-07	1.1	445.0	-5.163	4277.761		
199		728.0	1.180428760986776e+16	2023-02-23 13:00:56	2.58e-06	2.56e-06	2.58e-06	2.56e-06	86.964	2.58e-06	2.56e-06	1.919e-06	3.759e-07	1.1	445.0	-5.163	4277.761		
200		735.0	1.190353236227509e+16	2023-02-23 13:01:03	2.59e-06	2.57e-06	2.59e-06	2.57e-06	86.947	2.59e-06	2.57e-06	1.919e-06	3.759e-07	1.1	445.0	-5.275	4277.648		
201		742.0	1.2020290894519084e+16	2023-02-23 13:01:10	2.6e-06	2.58e-06	2.6e-06	2.58e-06	86.927	2.6e-06	2.58e-06	1.938e-06	3.759e-07	1.1	445.0	-5.163	4277.873		
202		749.0	1.2160401133211854e+16	2023-02-23 13:01:17	2.61e-06	2.59e-06	2.61e-06	2.59e-06	86.903	2.61e-06	2.59e-06	1.94e-06	3.763e-07	1.1	445.0	-5.275	4277.761		
203		756.0	1.2242132105782734e+16	2023-02-23 13:01:24	2.62e-06	2.6e-06	2.62e-06	2.6e-06	86.889	2.62e-06	2.6e-06	1.945e-06	3.763e-07	1.1	445.0	-5.05	4277.985		
204		762.0	1.2370566491251062e+16	2023-02-23 13:01:30	2.64e-06	2.62e-06	2.64e-06	2.62e-06	86.867	2.64e-06	2.62e-06	1.956e-06	3.763e-07	1.1	445.0	-5.05	4278.097		
205		769.0	1.2487325023495162e+16	2023-02-23 13:01:37	2.65e-06	2.63e-06	2.65e-06	2.63e-06	86.847	2.65e-06	2.63e-06	1.966e-06	3.763e-07	1.1	444.0	-5.163	4277.985		
206		776.0	1.2604083555739048e+16	2023-02-23 13:01:44	2.67e-06	2.64e-06	2.67e-06	2.64e-06	86.827	2.67e-06	2.64e-06	1.973e-06	3.763e-07	1.1	445.0	-5.275	4278.21		
207		783.0	1.2720842087983042e+16	2023-02-23 13:01:51	2.68e-06	2.66e-06	2.68e-06	2.66e-06	86.807	2.68e-06	2.66e-06	1.98e-06	3.777e-07	1.1	445.0	-5.163	4278.21		
208		790.0	1.2837600620227036e+16	2023-02-23 13:01:58	2.7e-06	2.68e-06	2.7e-06	2.68e-06	86.787	2.7e-06	2.68e-06	1.994e-06	3.768e-07	1.1	445.0	-5.387	4278.097		
209		796.0	1.2977710858919808e+16	2023-02-23 13:02:04	2.72e-06	2.7e-06	2.72e-06	2.7e-06	86.763	2.72e-06	2.7e-06	2.013e-06	3.772e-07	1.1	445.0	-5.275	4278.21		
210		803.0	1.3071117684715022e+16	2023-02-23 13:02:11	2.74e-06	2.72e-06	2.74e-06	2.72e-06	86.747	2.74e-06	2.72e-06	2.016e-06	3.772e-07	1.1	445.0	-5.163	4278.21		
211		810.0	1.3193714143571238e+16	2023-02-23 13:02:18	2.76e-06	2.74e-06	2.76e-06	2.74e-06	86.726	2.76e-06	2.74e-06	2.031e-06	3.772e-07	1.1	444.0	-5.275	4278.097		
212		817.0	1.3304634749203116e+16	2023-02-23 13:02:25	2.79e-06	2.76e-06	2.79e-06	2.76e-06	86.707	2.79e-06	2.76e-06	2.04e-06	3.772e-07	1.1	445.0	-5.387	4278.322		
213		824.0	1.3403879501610446e+16	2023-02-23 13:02:32	2.81e-06	2.78e-06	2.81e-06	2.78e-06	86.69	2.81e-06	2.78e-06	2.053e-06	3.772e-07	1.1	444.0	-5.163	4278.21		
214		830.0	1.3514800107242218e+16	2023-02-23 13:02:38	2.83e-06	2.8e-06	2.83e-06	2.8e-06	86.671	2.83e-06	2.8e-06	2.067e-06	3.772e-07	1.1	444.0	-5.275	4278.097		
215		837.0	1.3654910345934988e+16	2023-02-23 13:02:45	2.85e-06	2.82e-06	2.85e-06	2.82e-06	86.647	2.85e-06	2.82e-06	2.072e-06	3.772e-07	1.1	444.0	-5.275	4278.434		
216		844.0	1.3754155098342426e+16	2023-02-23 13:02:52	2.87e-06	2.85e-06	2.87e-06	2.85e-06	86.63	2.87e-06	2.85e-06	2.092e-06	3.772e-07	1.1	444.0	-5.163	4278.434		
217		851.0	1.3894265337035302e+16	2023-02-23 13:02:59	2.9e-06	2.87e-06	2.9e-06	2.87e-06	86.606	2.9e-06	2.87e-06	2.1e-06	3.772e-07	1.1	444.0	-5.163	4278.434		
218		858.0	1.3981834236218298e+16	2023-02-23 13:03:06	2.92e-06	2.89e-06	2.92e-06	2.89e-06	86.591	2.92e-06	2.89e-06	2.115e-06	3.772e-07	1.1	444.0	-5.275	4278.659		
219		864.0	1.4098592768462186e+16	2023-02-23 13:03:12	2.94e-06	2.91e-06	2.94e-06	2.91e-06	86.571	2.94e-06	2.91e-06	2.128e-06	3.772e-07	1.1	444.0	-5.387	4278.434		
