	Live comments	Elapsed time	Coverage	Time	H2 4K BA2	H2 4K BA1	corr BA2	corr BA1	injection 100mbar	Barion_2	Barion_1	DUAL experiment	DUAL insulation	injection 1mbar	helium	T-platinum	T-CERNOX	I_emission	I_grid
1595		10294.0	3.7450299217266456e+16	2023-02-23 15:40:22	2.8e-06	2.76e-06	2.8e-06	2.76e-06	83.575	2.8e-06	2.76e-06	1.714e-06	5.343e-07	1.1	393.0	-5.275	4281.352		
1596		10301.0	3.7450299217266456e+16	2023-02-23 15:40:29	2.8e-06	2.77e-06	2.8e-06	2.77e-06	83.575	2.8e-06	2.77e-06	1.727e-06	5.363e-07	1.1	393.0	-5.163	4280.679		
1597		10308.0	3.7450299217266456e+16	2023-02-23 15:40:36	2.81e-06	2.77e-06	2.81e-06	2.77e-06	83.575	2.81e-06	2.77e-06	1.727e-06	5.388e-07	1.1	393.0	-5.275	4280.23		
1598		10315.0	3.7461975070490904e+16	2023-02-23 15:40:43	2.81e-06	2.78e-06	2.81e-06	2.78e-06	83.573	2.81e-06	2.78e-06	1.729e-06	5.401e-07	1.1	393.0	-5.275	4279.669		
1599		10321.0	3.747948885032746e+16	2023-02-23 15:40:49	2.82e-06	2.78e-06	2.82e-06	2.78e-06	83.57	2.82e-06	2.78e-06	1.731e-06	5.434e-07	1.1	393.0	-4.938	4279.332		
1600		10328.0	3.747948885032746e+16	2023-02-23 15:40:56	2.82e-06	2.79e-06	2.82e-06	2.79e-06	83.57	2.82e-06	2.79e-06	1.731e-06	5.401e-07	1.1	393.0	-5.163	4278.995		
1601		10335.0	3.747948885032746e+16	2023-02-23 15:41:03	2.83e-06	2.79e-06	2.83e-06	2.79e-06	83.57	2.83e-06	2.79e-06	1.739e-06	5.454e-07	1.1	393.0	-5.05	4278.21		
1602		10342.0	3.747948885032746e+16	2023-02-23 15:41:10	2.83e-06	2.8e-06	2.83e-06	2.8e-06	83.57	2.83e-06	2.8e-06	1.739e-06	5.48e-07	1.1	393.0	-5.163	4277.761		
1603		10349.0	3.749700263016412e+16	2023-02-23 15:41:17	2.84e-06	2.8e-06	2.84e-06	2.8e-06	83.567	2.84e-06	2.8e-06	1.744e-06	5.46e-07	1.1	393.0	-5.05	4277.087		
1604		10355.0	3.749700263016412e+16	2023-02-23 15:41:23	2.84e-06	2.81e-06	2.84e-06	2.81e-06	83.567	2.84e-06	2.81e-06	1.746e-06	5.408e-07	1.1	393.0	-5.163	4276.638		
1605		10362.0	3.749700263016412e+16	2023-02-23 15:41:30	2.85e-06	2.81e-06	2.85e-06	2.81e-06	83.567	2.85e-06	2.81e-06	1.748e-06	5.44e-07	1.1	393.0	-5.275	4276.189		
1606		10369.0	3.750284055677624e+16	2023-02-23 15:41:37	2.85e-06	2.82e-06	2.85e-06	2.82e-06	83.566	2.85e-06	2.82e-06	1.75e-06	5.454e-07	1.1	393.0	-5.163	4275.628		
1607		10376.0	3.750867848338835e+16	2023-02-23 15:41:44	2.86e-06	2.82e-06	2.86e-06	2.82e-06	83.567	2.86e-06	2.82e-06	1.754e-06	5.467e-07	1.1	393.0	-5.163	4275.292		
1608		10383.0	3.750867848338835e+16	2023-02-23 15:41:51	2.86e-06	2.83e-06	2.86e-06	2.83e-06	83.567	2.86e-06	2.83e-06	1.756e-06	5.506e-07	1.1	393.0	-5.05	4274.618		
1609		10390.0	3.750867848338835e+16	2023-02-23 15:41:58	2.87e-06	2.83e-06	2.87e-06	2.83e-06	83.567	2.87e-06	2.83e-06	1.76e-06	5.454e-07	1.1	393.0	-5.163	4274.057		
1610		10396.0	3.751451641000046e+16	2023-02-23 15:42:04	2.87e-06	2.84e-06	2.87e-06	2.84e-06	83.566	2.87e-06	2.84e-06	1.763e-06	5.414e-07	1.1	393.0	-5.275	4273.496		
1611		10403.0	3.7520354336612584e+16	2023-02-23 15:42:11	2.88e-06	2.84e-06	2.88e-06	2.84e-06	83.567	2.88e-06	2.84e-06	1.765e-06	5.401e-07	1.1	393.0	-5.05	4273.047		
1612		10410.0	3.7520354336612584e+16	2023-02-23 15:42:18	2.88e-06	2.85e-06	2.88e-06	2.85e-06	83.567	2.88e-06	2.85e-06	1.767e-06	5.35e-07	1.1	393.0	-5.163	4272.486		
1613		10417.0	3.7520354336612584e+16	2023-02-23 15:42:25	2.89e-06	2.85e-06	2.89e-06	2.85e-06	83.567	2.89e-06	2.85e-06	1.771e-06	5.311e-07	1.1	393.0	-5.275	4272.149		
1614		10424.0	3.7526192263224696e+16	2023-02-23 15:42:32	2.89e-06	2.86e-06	2.89e-06	2.86e-06	83.566	2.89e-06	2.86e-06	1.775e-06	5.286e-07	1.1	393.0	-5.05	4271.7		
1615		10430.0	3.7526192263224696e+16	2023-02-23 15:42:38	2.9e-06	2.86e-06	2.9e-06	2.86e-06	83.566	2.9e-06	2.86e-06	1.777e-06	5.254e-07	1.1	393.0	-5.163	4271.139		
1616		10437.0	3.7526192263224696e+16	2023-02-23 15:42:45	2.9e-06	2.87e-06	2.9e-06	2.87e-06	83.566	2.9e-06	2.87e-06	1.777e-06	5.254e-07	1.1	393.0	-5.163	4270.69		
1617		10444.0	3.753203018983682e+16	2023-02-23 15:42:52	2.91e-06	2.87e-06	2.91e-06	2.87e-06	83.567	2.91e-06	2.87e-06	1.777e-06	5.198e-07	1.1	393.0	-5.275	4270.353		
1618		10451.0	3.753203018983682e+16	2023-02-23 15:42:59	2.91e-06	2.88e-06	2.91e-06	2.88e-06	83.567	2.91e-06	2.88e-06	1.779e-06	5.185e-07	1.1	392.0	-5.05	4269.792		
1619		10458.0	3.753203018983682e+16	2023-02-23 15:43:06	2.92e-06	2.88e-06	2.92e-06	2.88e-06	83.567	2.92e-06	2.88e-06	1.794e-06	5.173e-07	1.1	393.0	-5.163	4269.231		
1620		10464.0	3.753786811644892e+16	2023-02-23 15:43:12	2.92e-06	2.89e-06	2.92e-06	2.89e-06	83.566	2.92e-06	2.89e-06	1.794e-06	5.117e-07	1.1	393.0	-5.163	4268.782		
1621		10471.0	3.754370604306104e+16	2023-02-23 15:43:19	2.93e-06	2.89e-06	2.93e-06	2.89e-06	83.567	2.93e-06	2.89e-06	1.794e-06	5.105e-07	1.1	393.0	-5.05	4268.221		
1622		10478.0	3.754954396967316e+16	2023-02-23 15:43:26	2.93e-06	2.9e-06	2.93e-06	2.9e-06	83.566	2.93e-06	2.9e-06	1.796e-06	5.087e-07	1.1	393.0	-5.163	4267.884		
1623		10485.0	3.754954396967316e+16	2023-02-23 15:43:33	2.94e-06	2.9e-06	2.94e-06	2.9e-06	83.566	2.94e-06	2.9e-06	1.796e-06	5.105e-07	1.1	393.0	-5.163	4267.435		
1624		10492.0	3.755538189628527e+16	2023-02-23 15:43:40	2.94e-06	2.91e-06	2.94e-06	2.91e-06	83.567	2.94e-06	2.91e-06	1.798e-06	5.02e-07	1.1	393.0	-5.163	4266.874		
1625		10498.0	3.755538189628527e+16	2023-02-23 15:43:46	2.95e-06	2.91e-06	2.95e-06	2.91e-06	83.567	2.95e-06	2.91e-06	1.805e-06	4.966e-07	1.1	393.0	-5.163	4266.425		
1626		10505.0	3.755538189628527e+16	2023-02-23 15:43:53	2.95e-06	2.91e-06	2.95e-06	2.91e-06	83.567	2.95e-06	2.91e-06	1.807e-06	4.954e-07	1.1	393.0	-5.163	4265.976		
1627		10512.0	3.755538189628527e+16	2023-02-23 15:44:00	2.96e-06	2.92e-06	2.96e-06	2.92e-06	83.567	2.96e-06	2.92e-06	1.809e-06	4.942e-07	1.1	393.0	-5.163	4265.415		
1628		10519.0	3.755538189628527e+16	2023-02-23 15:44:07	2.96e-06	2.93e-06	2.96e-06	2.93e-06	83.567	2.96e-06	2.93e-06	1.814e-06	4.919e-07	1.1	393.0	-5.05	4265.078		
1629		10526.0	3.755538189628527e+16	2023-02-23 15:44:14	2.97e-06	2.93e-06	2.97e-06	2.93e-06	83.567	2.97e-06	2.93e-06	1.814e-06	4.901e-07	1.1	393.0	-5.163	4264.854		
1630		10532.0	3.755538189628527e+16	2023-02-23 15:44:20	2.97e-06	2.93e-06	2.97e-06	2.93e-06	83.567	2.97e-06	2.93e-06	1.818e-06	4.86e-07	1.1	393.0	-5.163	4264.293		
1631		10539.0	3.755538189628527e+16	2023-02-23 15:44:27	2.98e-06	2.94e-06	2.98e-06	2.94e-06	83.567	2.98e-06	2.94e-06	1.823e-06	4.813e-07	1.1	393.0	-5.387	4263.844		
1632		10546.0	3.755538189628527e+16	2023-02-23 15:44:34	2.98e-06	2.94e-06	2.98e-06	2.94e-06	83.567	2.98e-06	2.94e-06	1.825e-06	4.784e-07	1.1	393.0	-5.275	4263.283		
1633		10553.0	3.755538189628527e+16	2023-02-23 15:44:41	2.99e-06	2.95e-06	2.99e-06	2.95e-06	83.567	2.99e-06	2.95e-06	1.827e-06	4.796e-07	1.1	393.0	-5.387	4262.609		
1634		10560.0	3.755538189628527e+16	2023-02-23 15:44:48	2.99e-06	2.95e-06	2.99e-06	2.95e-06	83.567	2.99e-06	2.95e-06	1.829e-06	4.756e-07	1.1	393.0	-5.275	4262.609		
1635		10566.0	3.755538189628527e+16	2023-02-23 15:44:54	2.99e-06	2.96e-06	2.99e-06	2.96e-06	83.567	2.99e-06	2.96e-06	1.831e-06	4.739e-07	1.1	393.0	-5.05	4262.16		
1636		10573.0	3.756121982289749e+16	2023-02-23 15:45:01	3e-06	2.96e-06	3e-06	2.96e-06	83.568	3e-06	2.96e-06	1.834e-06	4.733e-07	1.1	393.0	-5.275	4261.487		
1637		10580.0	3.756705774950971e+16	2023-02-23 15:45:08	3e-06	2.97e-06	3e-06	2.97e-06	83.567	3e-06	2.97e-06	1.834e-06	4.716e-07	1.1	393.0	-5.05	4261.038		
1638		10587.0	3.756705774950971e+16	2023-02-23 15:45:15	3.01e-06	2.97e-06	3.01e-06	2.97e-06	83.567	3.01e-06	2.97e-06	1.843e-06	4.716e-07	1.1	393.0	-5.163	4260.701		
1639		10594.0	3.756705774950971e+16	2023-02-23 15:45:22	3.01e-06	2.98e-06	3.01e-06	2.98e-06	83.567	3.01e-06	2.98e-06	1.845e-06	4.682e-07	1.1	393.0	-5.163	4260.14		
1640		10600.0	3.759040945595859e+16	2023-02-23 15:45:28	3.02e-06	2.98e-06	3.02e-06	2.98e-06	83.571	3.02e-06	2.98e-06	1.845e-06	4.705e-07	1.1	393.0	-5.275	4259.691		
1641		10607.0	3.759040945595859e+16	2023-02-23 15:45:35	3.02e-06	2.98e-06	3.02e-06	2.98e-06	83.571	3.02e-06	2.98e-06	1.847e-06	4.688e-07	1.1	393.0	-5.387	4259.242		
1642		10614.0	3.759624738257082e+16	2023-02-23 15:45:42	3.03e-06	2.99e-06	3.03e-06	2.99e-06	83.57	3.03e-06	2.99e-06	1.847e-06	4.677e-07	1.1	393.0	-5.05	4259.018		
1643		10621.0	3.7607923235795256e+16	2023-02-23 15:45:49	3.03e-06	2.99e-06	3.03e-06	2.99e-06	83.568	3.03e-06	2.99e-06	1.849e-06	4.677e-07	1.1	393.0	-5.163	4258.344		
1644		10628.0	3.761376116240748e+16	2023-02-23 15:45:56	3.04e-06	3e-06	3.04e-06	3e-06	83.567	3.04e-06	3e-06	1.851e-06	4.632e-07	1.1	393.0	-5.163	4258.12		
1645		10634.0	3.761376116240748e+16	2023-02-23 15:46:02	3.04e-06	3e-06	3.04e-06	3e-06	83.567	3.04e-06	3e-06	1.865e-06	4.632e-07	1.1	393.0	-5.163	4257.671		
1646		10641.0	3.761376116240748e+16	2023-02-23 15:46:09	3.05e-06	3.01e-06	3.05e-06	3.01e-06	83.567	3.05e-06	3.01e-06	1.865e-06	4.848e-07	1.1	392.0	-5.163	4257.11		
1647		10648.0	3.76195990890197e+16	2023-02-23 15:46:16	3.05e-06	3.01e-06	3.05e-06	3.01e-06	83.568	3.05e-06	3.01e-06	1.865e-06	4.632e-07	1.1	393.0	-5.163	4256.773		
1648		10655.0	3.762543701563192e+16	2023-02-23 15:46:23	3.06e-06	3.02e-06	3.06e-06	3.02e-06	83.567	3.06e-06	3.02e-06	1.867e-06	4.599e-07	1.1	393.0	-4.938	4256.436		
1649		10662.0	3.762543701563192e+16	2023-02-23 15:46:30	3.06e-06	3.02e-06	3.06e-06	3.02e-06	83.567	3.06e-06	3.02e-06	1.869e-06	4.555e-07	1.1	393.0	-5.275	4255.875		
1650		10668.0	3.762543701563192e+16	2023-02-23 15:46:36	3.06e-06	3.03e-06	3.06e-06	3.03e-06	83.567	3.06e-06	3.03e-06	1.871e-06	4.544e-07	1.1	393.0	-5.275	4255.539		
1651		10675.0	3.762543701563192e+16	2023-02-23 15:46:43	3.07e-06	3.03e-06	3.07e-06	3.03e-06	83.567	3.07e-06	3.03e-06	1.871e-06	4.71e-07	1.1	392.0	-5.163	4255.09		
1652		10682.0	3.762543701563192e+16	2023-02-23 15:46:50	3.07e-06	3.04e-06	3.07e-06	3.04e-06	83.567	3.07e-06	3.04e-06	1.878e-06	4.571e-07	1.1	393.0	-5.05	4254.641		
1653		10689.0	3.763127494224414e+16	2023-02-23 15:46:57	3.08e-06	3.04e-06	3.08e-06	3.04e-06	83.568	3.08e-06	3.04e-06	1.88e-06	4.544e-07	1.1	392.0	-5.163	4254.304		
1654		10696.0	3.763711286885636e+16	2023-02-23 15:47:04	3.08e-06	3.04e-06	3.08e-06	3.04e-06	83.567	3.08e-06	3.04e-06	1.883e-06	4.533e-07	1.1	393.0	-5.275	4253.967		
1655		10702.0	3.764295079546848e+16	2023-02-23 15:47:10	3.09e-06	3.05e-06	3.09e-06	3.05e-06	83.566	3.09e-06	3.05e-06	1.885e-06	4.533e-07	1.1	392.0	-5.163	4253.518		
1656		10709.0	3.765462664869281e+16	2023-02-23 15:47:17	3.09e-06	3.05e-06	3.09e-06	3.05e-06	83.568	3.09e-06	3.05e-06	1.887e-06	4.506e-07	1.1	393.0	-5.387	4253.069		
1657		10716.0	3.766046457530504e+16	2023-02-23 15:47:24	3.09e-06	3.06e-06	3.09e-06	3.06e-06	83.567	3.09e-06	3.06e-06	1.889e-06	5.473e-07	1.1	393.0	-5.163	4252.733		
1658		10723.0	3.766046457530504e+16	2023-02-23 15:47:31	3.1e-06	3.06e-06	3.1e-06	3.06e-06	83.567	3.1e-06	3.06e-06	1.891e-06	4.907e-07	1.1	392.0	-5.163	4252.284		
1659		10730.0	3.766046457530504e+16	2023-02-23 15:47:38	3.1e-06	3.06e-06	3.1e-06	3.06e-06	83.567	3.1e-06	3.06e-06	1.896e-06	4.728e-07	1.1	393.0	-5.163	4251.835		
1660		10736.0	3.766046457530504e+16	2023-02-23 15:47:44	3.11e-06	3.07e-06	3.11e-06	3.07e-06	83.567	3.11e-06	3.07e-06	1.896e-06	4.677e-07	1.1	393.0	-5.163	4251.498		
1661		10743.0	3.766046457530504e+16	2023-02-23 15:47:51	3.11e-06	3.07e-06	3.11e-06	3.07e-06	83.567	3.11e-06	3.07e-06	1.898e-06	4.61e-07	1.1	393.0	-5.163	4251.049		
1662		10750.0	3.766046457530504e+16	2023-02-23 15:47:58	3.12e-06	3.08e-06	3.12e-06	3.08e-06	83.567	3.12e-06	3.08e-06	1.903e-06	4.577e-07	1.1	392.0	-5.275	4250.825		
1663		10757.0	3.766046457530504e+16	2023-02-23 15:48:05	3.12e-06	3.08e-06	3.12e-06	3.08e-06	83.567	3.12e-06	3.08e-06	1.903e-06	4.555e-07	1.1	393.0	-5.163	4250.488		
1664		10764.0	3.766046457530504e+16	2023-02-23 15:48:12	3.13e-06	3.09e-06	3.13e-06	3.09e-06	83.567	3.13e-06	3.09e-06	1.905e-06	4.539e-07	1.1	393.0	-5.163	4249.927		
1665		10770.0	3.766046457530504e+16	2023-02-23 15:48:18	3.13e-06	3.09e-06	3.13e-06	3.09e-06	83.567	3.13e-06	3.09e-06	1.912e-06	4.533e-07	1.1	393.0	-5.163	4249.478		
1666		10777.0	3.766046457530504e+16	2023-02-23 15:48:25	3.13e-06	3.1e-06	3.13e-06	3.1e-06	83.567	3.13e-06	3.1e-06	1.914e-06	4.506e-07	1.1	393.0	-5.163	4249.029		
1667		10784.0	3.766046457530504e+16	2023-02-23 15:48:32	3.14e-06	3.1e-06	3.14e-06	3.1e-06	83.567	3.14e-06	3.1e-06	1.917e-06	4.5e-07	1.1	393.0	-5.163	4248.917		
1668		10791.0	3.766046457530504e+16	2023-02-23 15:48:39	3.14e-06	3.1e-06	3.14e-06	3.1e-06	83.567	3.14e-06	3.1e-06	1.917e-06	4.458e-07	1.1	393.0	-5.275	4248.356		
1669		10798.0	3.766046457530504e+16	2023-02-23 15:48:46	3.15e-06	3.11e-06	3.15e-06	3.11e-06	83.567	3.15e-06	3.11e-06	1.919e-06	4.458e-07	1.1	393.0	-5.163	4248.019		
1670		10804.0	3.7666302501917144e+16	2023-02-23 15:48:52	3.15e-06	3.11e-06	3.15e-06	3.11e-06	83.566	3.15e-06	3.11e-06	1.921e-06	4.441e-07	1.1	393.0	-5.163	4247.458		
1671		10811.0	3.767214042852926e+16	2023-02-23 15:48:59	3.16e-06	3.12e-06	3.16e-06	3.12e-06	83.567	3.16e-06	3.12e-06	1.921e-06	4.42e-07	1.1	393.0	-5.163	4247.346		
1672		10818.0	3.767214042852926e+16	2023-02-23 15:49:06	3.16e-06	3.12e-06	3.16e-06	3.12e-06	83.567	3.16e-06	3.12e-06	1.938e-06	4.415e-07	1.1	392.0	-5.05	4246.897		
1673		10825.0	3.767797835514138e+16	2023-02-23 15:49:13	3.16e-06	3.13e-06	3.16e-06	3.13e-06	83.566	3.16e-06	3.13e-06	1.938e-06	4.399e-07	1.1	393.0	-5.163	4246.448		
1674		10832.0	3.7683816281753496e+16	2023-02-23 15:49:20	3.17e-06	3.13e-06	3.17e-06	3.13e-06	83.567	3.17e-06	3.13e-06	1.938e-06	4.399e-07	1.1	392.0	-5.163	4246.223		
1675		10838.0	3.7683816281753496e+16	2023-02-23 15:49:26	3.17e-06	3.13e-06	3.17e-06	3.13e-06	83.567	3.17e-06	3.13e-06	1.94e-06	4.388e-07	1.1	393.0	-5.163	4245.774		
1676		10845.0	3.7683816281753496e+16	2023-02-23 15:49:33	3.18e-06	3.14e-06	3.18e-06	3.14e-06	83.567	3.18e-06	3.14e-06	1.942e-06	4.373e-07	1.1	393.0	-5.05	4245.662		
1677		10852.0	3.768965420836561e+16	2023-02-23 15:49:40	3.18e-06	3.14e-06	3.18e-06	3.14e-06	83.566	3.18e-06	3.14e-06	1.942e-06	4.378e-07	1.1	392.0	-5.05	4245.213		
1678		10859.0	3.768965420836561e+16	2023-02-23 15:49:47	3.18e-06	3.14e-06	3.18e-06	3.14e-06	83.566	3.18e-06	3.14e-06	1.949e-06	4.367e-07	1.1	392.0	-5.275	4244.652		
1679		10866.0	3.769549213497772e+16	2023-02-23 15:49:54	3.19e-06	3.15e-06	3.19e-06	3.15e-06	83.567	3.19e-06	3.15e-06	1.952e-06	4.367e-07	1.1	392.0	-4.938	4244.315		
1680		10872.0	3.769549213497772e+16	2023-02-23 15:50:00	3.19e-06	3.15e-06	3.19e-06	3.15e-06	83.567	3.19e-06	3.15e-06	1.954e-06	4.346e-07	1.1	393.0	-5.05	4243.979		
1681		10879.0	3.769549213497772e+16	2023-02-23 15:50:07	3.2e-06	3.16e-06	3.2e-06	3.16e-06	83.567	3.2e-06	3.16e-06	1.956e-06	4.336e-07	1.1	392.0	-5.05	4243.53		
1682		10886.0	3.769549213497772e+16	2023-02-23 15:50:14	3.2e-06	3.16e-06	3.2e-06	3.16e-06	83.567	3.2e-06	3.16e-06	1.956e-06	4.331e-07	1.1	393.0	-5.275	4243.193		
1683		10893.0	3.769549213497772e+16	2023-02-23 15:50:21	3.2e-06	3.16e-06	3.2e-06	3.16e-06	83.567	3.2e-06	3.16e-06	1.959e-06	4.331e-07	1.1	392.0	-5.05	4242.968		
1684		10900.0	3.769549213497772e+16	2023-02-23 15:50:28	3.21e-06	3.17e-06	3.21e-06	3.17e-06	83.567	3.21e-06	3.17e-06	1.961e-06	4.331e-07	1.1	392.0	-5.163	4242.52		
1685		10906.0	3.7701330061589944e+16	2023-02-23 15:50:34	3.21e-06	3.17e-06	3.21e-06	3.17e-06	83.568	3.21e-06	3.17e-06	1.964e-06	4.331e-07	1.1	392.0	-5.163	4242.071		
1686		10913.0	3.77188438414266e+16	2023-02-23 15:50:41	3.22e-06	3.18e-06	3.22e-06	3.18e-06	83.571	3.22e-06	3.18e-06	1.966e-06	4.331e-07	1.1	392.0	-5.163	4241.958		
1687		10920.0	3.774219554787549e+16	2023-02-23 15:50:48	3.22e-06	3.18e-06	3.22e-06	3.18e-06	83.567	3.22e-06	3.18e-06	1.971e-06	4.294e-07	1.1	393.0	-5.163	4241.285		
1688		10927.0	3.774219554787549e+16	2023-02-23 15:50:55	3.22e-06	3.18e-06	3.22e-06	3.18e-06	83.567	3.22e-06	3.18e-06	1.971e-06	4.289e-07	1.1	392.0	-5.05	4241.285		
1689		10934.0	3.774219554787549e+16	2023-02-23 15:51:02	3.23e-06	3.19e-06	3.23e-06	3.19e-06	83.567	3.23e-06	3.19e-06	1.973e-06	4.289e-07	1.1	393.0	-5.275	4240.612		
1690		10940.0	3.774219554787549e+16	2023-02-23 15:51:08	3.23e-06	3.19e-06	3.23e-06	3.19e-06	83.567	3.23e-06	3.19e-06	1.975e-06	4.289e-07	1.1	392.0	-5.163	4240.499		
1691		10947.0	3.774219554787549e+16	2023-02-23 15:51:15	3.24e-06	3.2e-06	3.24e-06	3.2e-06	83.567	3.24e-06	3.2e-06	1.978e-06	4.289e-07	1.1	392.0	-5.05	4239.938		
1692		10954.0	3.774219554787549e+16	2023-02-23 15:51:22	3.24e-06	3.2e-06	3.24e-06	3.2e-06	83.567	3.24e-06	3.2e-06	1.978e-06	4.284e-07	1.1	392.0	-5.163	4239.714		
1693		10961.0	3.774219554787549e+16	2023-02-23 15:51:29	3.24e-06	3.2e-06	3.24e-06	3.2e-06	83.567	3.24e-06	3.2e-06	1.98e-06	4.284e-07	1.1	392.0	-5.163	4239.377		
1694		10968.0	3.774219554787549e+16	2023-02-23 15:51:36	3.25e-06	3.21e-06	3.25e-06	3.21e-06	83.567	3.25e-06	3.21e-06	1.982e-06	4.284e-07	1.1	393.0	-5.163	4238.928		
1695		10974.0	3.774219554787549e+16	2023-02-23 15:51:42	3.25e-06	3.21e-06	3.25e-06	3.21e-06	83.567	3.25e-06	3.21e-06	1.989e-06	4.279e-07	1.1	392.0	-5.163	4238.591		
1696		10981.0	3.774219554787549e+16	2023-02-23 15:51:49	3.26e-06	3.22e-06	3.26e-06	3.22e-06	83.567	3.26e-06	3.22e-06	1.992e-06	4.259e-07	1.1	392.0	-5.05	4238.479		
1697		10988.0	3.774219554787549e+16	2023-02-23 15:51:56	3.26e-06	3.22e-06	3.26e-06	3.22e-06	83.567	3.26e-06	3.22e-06	1.992e-06	4.264e-07	1.1	392.0	-5.275	4238.142		
1698		10995.0	3.7765547254324376e+16	2023-02-23 15:52:03	3.26e-06	3.22e-06	3.26e-06	3.22e-06	83.571	3.26e-06	3.22e-06	1.994e-06	4.259e-07	1.1	392.0	-5.275	4237.806		
1699		11002.0	3.779473688738537e+16	2023-02-23 15:52:10	3.27e-06	3.23e-06	3.27e-06	3.23e-06	83.566	3.27e-06	3.23e-06	1.994e-06	4.259e-07	1.1	392.0	-5.163	4237.357		
1700		11008.0	3.780057481399749e+16	2023-02-23 15:52:16	3.27e-06	3.23e-06	3.27e-06	3.23e-06	83.567	3.27e-06	3.23e-06	1.994e-06	4.254e-07	1.1	392.0	-5.163	4236.908		
1701		11015.0	3.782392652044637e+16	2023-02-23 15:52:23	3.27e-06	3.23e-06	3.27e-06	3.23e-06	83.571	3.27e-06	3.23e-06	1.994e-06	4.249e-07	1.1	393.0	-5.05	4236.571		
1702		11022.0	3.7847278226895256e+16	2023-02-23 15:52:30	3.28e-06	3.24e-06	3.28e-06	3.24e-06	83.567	3.28e-06	3.24e-06	1.996e-06	4.254e-07	1.1	392.0	-5.163	4236.347		
1703		11029.0	3.7870629933344136e+16	2023-02-23 15:52:37	3.28e-06	3.24e-06	3.28e-06	3.24e-06	83.571	3.28e-06	3.24e-06	1.996e-06	4.243e-07	1.1	392.0	-5.05	4236.01		
1704		11036.0	3.7870629933344136e+16	2023-02-23 15:52:44	3.29e-06	3.25e-06	3.29e-06	3.25e-06	83.571	3.29e-06	3.25e-06	1.999e-06	4.243e-07	1.1	392.0	-5.163	4235.561		
1705		11044.0	3.787646785995636e+16	2023-02-23 15:52:52	3.29e-06	3.25e-06	3.29e-06	3.25e-06	83.57	3.29e-06	3.25e-06	2.013e-06	4.243e-07	1.1	392.0	-5.05	4235.337		
1706		11050.0	3.78881437131808e+16	2023-02-23 15:52:58	3.3e-06	3.26e-06	3.3e-06	3.26e-06	83.568	3.3e-06	3.26e-06	2.013e-06	4.238e-07	1.1	392.0	-5.387	4234.888		
1707		11057.0	3.789981956640514e+16	2023-02-23 15:53:05	3.3e-06	3.26e-06	3.3e-06	3.26e-06	83.566	3.3e-06	3.26e-06	2.013e-06	4.238e-07	1.1	392.0	-5.163	4234.551		
1708		11064.0	3.790565749301725e+16	2023-02-23 15:53:12	3.3e-06	3.26e-06	3.3e-06	3.26e-06	83.567	3.3e-06	3.26e-06	2.016e-06	4.233e-07	1.1	392.0	-5.05	4234.327		
1709		11071.0	3.790565749301725e+16	2023-02-23 15:53:19	3.31e-06	3.27e-06	3.31e-06	3.27e-06	83.567	3.31e-06	3.27e-06	2.016e-06	4.233e-07	1.1	392.0	-5.163	4233.99		
1710		11078.0	3.791149541962936e+16	2023-02-23 15:53:26	3.31e-06	3.27e-06	3.31e-06	3.27e-06	83.566	3.31e-06	3.27e-06	2.016e-06	4.218e-07	1.1	392.0	-5.275	4233.653		
1711		11084.0	3.791149541962936e+16	2023-02-23 15:53:32	3.31e-06	3.27e-06	3.31e-06	3.27e-06	83.566	3.31e-06	3.27e-06	2.018e-06	4.218e-07	1.1	392.0	-5.275	4233.316		
1712		11091.0	3.791733334624148e+16	2023-02-23 15:53:39	3.32e-06	3.28e-06	3.32e-06	3.28e-06	83.567	3.32e-06	3.28e-06	2.018e-06	4.218e-07	1.1	392.0	-5.275	4233.092		
1713		11098.0	3.792317127285359e+16	2023-02-23 15:53:46	3.32e-06	3.28e-06	3.32e-06	3.28e-06	83.566	3.32e-06	3.28e-06	2.021e-06	4.218e-07	1.1	392.0	-5.387	4232.643		
1714		11105.0	3.792900919946571e+16	2023-02-23 15:53:53	3.32e-06	3.28e-06	3.32e-06	3.28e-06	83.567	3.32e-06	3.28e-06	2.028e-06	4.208e-07	1.1	392.0	-5.163	4232.419		
1715		11112.0	3.792900919946571e+16	2023-02-23 15:54:00	3.33e-06	3.29e-06	3.33e-06	3.29e-06	83.567	3.33e-06	3.29e-06	2.028e-06	4.203e-07	1.1	392.0	-5.275	4232.306		
1716		11118.0	3.792900919946571e+16	2023-02-23 15:54:06	3.33e-06	3.29e-06	3.33e-06	3.29e-06	83.567	3.33e-06	3.29e-06	2.031e-06	4.198e-07	1.1	392.0	-5.163	4231.857		
1717		11125.0	3.792900919946571e+16	2023-02-23 15:54:13	3.33e-06	3.29e-06	3.33e-06	3.29e-06	83.567	3.33e-06	3.29e-06	2.031e-06	4.188e-07	1.1	392.0	-5.05	4231.408		
1718		11132.0	3.792900919946571e+16	2023-02-23 15:54:20	3.34e-06	3.3e-06	3.34e-06	3.3e-06	83.567	3.34e-06	3.3e-06	2.033e-06	4.198e-07	1.1	392.0	-5.275	4231.184		
1719		11139.0	3.792900919946571e+16	2023-02-23 15:54:27	3.34e-06	3.3e-06	3.34e-06	3.3e-06	83.567	3.34e-06	3.3e-06	2.035e-06	4.198e-07	1.1	392.0	-5.05	4230.735		
