F1((1=on,0=off))	1
F2((1=on,0=off))	0
cage(V)	3.0
delta-m(%)	+0
electron-energy(V)	70.0
emission(uA)	1000.000
focus(V)	-90
mass(amu)	2.00
mode-change-delay()	
multiplier(V)	1200
resolution(%)	+0
Data()	
mass 2.0_time	mass 2.0_value	mass 4.0_time	mass 4.0_value	mass 5.5_time	mass 5.5_value	mass 12.0_time	mass 12.0_value	mass 15.0_time	mass 15.0_value	mass 16.0_time	mass 16.0_value	mass 18.0_time	mass 18.0_value	mass 28.0_time	mass 28.0_value	mass 32.0_time	mass 32.0_value	mass 40.0_time	mass 40.0_value	mass 44.0_time	mass 44.0_value
2022/12/13 17:39:09.658	0.00000000002086680000	2022/12/13 17:39:09.908	0.00000000000101969000	2022/12/13 17:39:10.158	0.00000000000001391480	2022/12/13 17:39:10.408	0.00000000000017459000	2022/12/13 17:39:10.658	0.00000000000001900970	2022/12/13 17:39:10.909	0.00000000000041910500	2022/12/13 17:39:11.159	0.00000000000085314700	2022/12/13 17:39:11.409	0.00000000000089787200	2022/12/13 17:39:11.660	0.00000000000002226970	2022/12/13 17:39:11.910	0.00000000000001299560
2022/12/13 17:39:15.983	0.00000000002083240000	2022/12/13 17:39:16.233	0.00000000000103226000	2022/12/13 17:39:16.483	0.00000000000001881780	2022/12/13 17:39:16.733	0.00000000000016219600	2022/12/13 17:39:16.983	0.00000000000001870870	2022/12/13 17:39:17.234	0.00000000000044090000	2022/12/13 17:39:17.484	0.00000000000079374800	2022/12/13 17:39:17.734	0.00000000000088664400	2022/12/13 17:39:17.985	0.00000000000002413050	2022/12/13 17:39:18.235	0.00000000000001590670
2022/12/13 17:39:22.308	0.00000000002088240000	2022/12/13 17:39:22.558	0.00000000000099942800	2022/12/13 17:39:22.808	0.00000000000001302300	2022/12/13 17:39:23.058	0.00000000000018671100	2022/12/13 17:39:23.308	0.00000000000003301270	2022/12/13 17:39:23.559	0.00000000000045146800	2022/12/13 17:39:23.809	0.00000000000086150500	2022/12/13 17:39:24.059	0.00000000000088516600	2022/12/13 17:39:24.310	0.00000000000002178110	2022/12/13 17:39:24.560	0.00000000000001965960
2022/12/13 17:39:28.633	0.00000000002069480000	2022/12/13 17:39:28.883	0.00000000000101813000	2022/12/13 17:39:29.133	0.00000000000001558800	2022/12/13 17:39:29.383	0.00000000000018219100	2022/12/13 17:39:29.633	0.00000000000003764380	2022/12/13 17:39:29.884	0.00000000000042740900	2022/12/13 17:39:30.134	0.00000000000084764300	2022/12/13 17:39:30.385	0.00000000000094158200	2022/12/13 17:39:30.635	0.00000000000003508850	2022/12/13 17:39:30.885	0.00000000000002091460
2022/12/13 17:39:34.958	0.00000000002078890000	2022/12/13 17:39:35.208	0.00000000000099835300	2022/12/13 17:39:35.458	0.00000000000002158270	2022/12/13 17:39:35.708	0.00000000000017978300	2022/12/13 17:39:35.958	0.00000000000002031530	2022/12/13 17:39:36.209	0.00000000000045854600	2022/12/13 17:39:36.459	0.00000000000084185900	2022/12/13 17:39:36.709	0.00000000000083377000	2022/12/13 17:39:36.960	0.00000000000004210020	2022/12/13 17:39:37.210	0.00000000000001637650
2022/12/13 17:39:41.283	0.00000000002063780000	2022/12/13 17:39:41.533	0.00000000000104269000	2022/12/13 17:39:41.783	0.00000000000001347080	2022/12/13 17:39:42.033	0.00000000000018510400	2022/12/13 17:39:42.283	0.00000000000001700750	2022/12/13 17:39:42.534	0.00000000000041188600	2022/12/13 17:39:42.784	0.00000000000082035400	2022/12/13 17:39:43.034	0.00000000000090389200	2022/12/13 17:39:43.285	0.00000000000003428010	2022/12/13 17:39:43.535	0.00000000000001707310
2022/12/13 17:39:47.608	0.00000000002075280000	2022/12/13 17:39:47.858	0.00000000000101055000	2022/12/13 17:39:48.108	0.00000000000001480320	2022/12/13 17:39:48.358	0.00000000000017027400	2022/12/13 17:39:48.608	0.00000000000002825200	2022/12/13 17:39:48.859	0.00000000000045745500	2022/12/13 17:39:49.109	0.00000000000085419500	2022/12/13 17:39:49.359	0.00000000000089463100	2022/12/13 17:39:49.610	0.00000000000002046640	2022/12/13 17:39:49.860	0.00000000000002358440
2022/12/13 17:39:53.933	0.00000000002060610000	2022/12/13 17:39:54.183	0.00000000000099948100	2022/12/13 17:39:54.433	0.00000000000002022820	2022/12/13 17:39:54.683	0.00000000000016346900	2022/12/13 17:39:54.933	0.00000000000001711020	2022/12/13 17:39:55.184	0.00000000000045318800	2022/12/13 17:39:55.434	0.00000000000084522400	2022/12/13 17:39:55.684	0.00000000000086173600	2022/12/13 17:39:55.935	0.00000000000002853370	2022/12/13 17:39:56.185	0.00000000000002130160
2022/12/13 17:40:00.258	0.00000000002054270000	2022/12/13 17:40:00.508	0.00000000000103323000	2022/12/13 17:40:00.758	0.00000000000002046800	2022/12/13 17:40:01.008	0.00000000000017963200	2022/12/13 17:40:01.258	0.00000000000002984200	2022/12/13 17:40:01.509	0.00000000000045829400	2022/12/13 17:40:01.759	0.00000000000081281300	2022/12/13 17:40:02.009	0.00000000000089380900	2022/12/13 17:40:02.260	0.00000000000003251930	2022/12/13 17:40:02.510	0.00000000000001535360	2022/12/13 17:40:03.261	0.00000000000000000000
2022/12/13 17:40:06.583	0.00000000002075550000	2022/12/13 17:40:06.833	0.00000000000099550400	2022/12/13 17:40:07.083	0.00000000000002117320	2022/12/13 17:40:07.333	0.00000000000017494500	2022/12/13 17:40:07.583	0.00000000000003329590	2022/12/13 17:40:07.834	0.00000000000039879200	2022/12/13 17:40:08.084	0.00000000000076013800	2022/12/13 17:40:08.334	0.00000000000087969900	2022/12/13 17:40:08.585	0.00000000000002234120	2022/12/13 17:40:08.835	0.00000000000001973370
2022/12/13 17:40:12.908	0.00000000002068570000	2022/12/13 17:40:13.158	0.00000000000099969600	2022/12/13 17:40:13.408	0.00000000000001518860	2022/12/13 17:40:13.658	0.00000000000016515200	2022/12/13 17:40:13.908	0.00000000000001822340	2022/12/13 17:40:14.159	0.00000000000048419600	2022/12/13 17:40:14.409	0.00000000000077102800	2022/12/13 17:40:14.659	0.00000000000087221700	2022/12/13 17:40:14.910	0.00000000000003402320	2022/12/13 17:40:15.160	0.00000000000001866730
2022/12/13 17:40:19.233	0.00000000002057490000	2022/12/13 17:40:19.483	0.00000000000097959400	2022/12/13 17:40:19.733	0.00000000000002083350	2022/12/13 17:40:19.983	0.00000000000018860800	2022/12/13 17:40:20.233	0.00000000000002707060	2022/12/13 17:40:20.484	0.00000000000045630000	2022/12/13 17:40:20.734	0.00000000000086841200	2022/12/13 17:40:20.984	0.00000000000088735900	2022/12/13 17:40:21.235	0.00000000000002783980	2022/12/13 17:40:21.485	0.00000000000002073620
2022/12/13 17:40:25.558	0.00000000002059270000	2022/12/13 17:40:25.808	0.00000000000098599000	2022/12/13 17:40:26.058	0.00000000000002562530	2022/12/13 17:40:26.308	0.00000000000020110000	2022/12/13 17:40:26.558	0.00000000000003426180	2022/12/13 17:40:26.809	0.00000000000040446900	2022/12/13 17:40:27.059	0.00000000000088439700	2022/12/13 17:40:27.309	0.00000000000083169500	2022/12/13 17:40:27.560	0.00000000000002677230	2022/12/13 17:40:27.810	0.00000000000001809870
2022/12/13 17:40:31.883	0.00000000002052010000	2022/12/13 17:40:32.133	0.00000000000099330000	2022/12/13 17:40:32.383	0.00000000000001796000	2022/12/13 17:40:32.633	0.00000000000019046300	2022/12/13 17:40:32.883	0.00000000000002542960	2022/12/13 17:40:33.134	0.00000000000039190200	2022/12/13 17:40:33.384	0.00000000000085760300	2022/12/13 17:40:33.634	0.00000000000092343600	2022/12/13 17:40:33.885	0.00000000000003237520	2022/12/13 17:40:34.135	0.00000000000001419320
2022/12/13 17:40:38.208	0.00000000002048780000	2022/12/13 17:40:38.458	0.00000000000097964800	2022/12/13 17:40:38.708	0.00000000000002100120	2022/12/13 17:40:38.958	0.00000000000017720800	2022/12/13 17:40:39.208	0.00000000000003246170	2022/12/13 17:40:39.459	0.00000000000041790600	2022/12/13 17:40:39.709	0.00000000000084189700	2022/12/13 17:40:39.959	0.00000000000086256900	2022/12/13 17:40:40.210	0.00000000000002382630	2022/12/13 17:40:40.460	0.00000000000001688870
2022/12/13 17:40:44.533	0.00000000002048140000	2022/12/13 17:40:44.783	0.00000000000098136800	2022/12/13 17:40:45.033	0.00000000000002492170	2022/12/13 17:40:45.283	0.00000000000019419300	2022/12/13 17:40:45.533	0.00000000000002838860	2022/12/13 17:40:45.784	0.00000000000044035200	2022/12/13 17:40:46.034	0.00000000000086547700	2022/12/13 17:40:46.284	0.00000000000091705000	2022/12/13 17:40:46.535	0.00000000000002122530	2022/12/13 17:40:46.785	0.00000000000002130490
2022/12/13 17:40:50.858	0.00000000002045180000	2022/12/13 17:40:51.108	0.00000000000098061500	2022/12/13 17:40:51.358	0.00000000000000913858	2022/12/13 17:40:51.608	0.00000000000017908400	2022/12/13 17:40:51.858	0.00000000000003957500	2022/12/13 17:40:52.109	0.00000000000045887400	2022/12/13 17:40:52.359	0.00000000000085266300	2022/12/13 17:40:52.609	0.00000000000091769000	2022/12/13 17:40:52.860	0.00000000000002441430	2022/12/13 17:40:53.110	0.00000000000001905540
2022/12/13 17:40:57.183	0.00000000002032610000	2022/12/13 17:40:57.433	0.00000000000098690400	2022/12/13 17:40:57.683	0.00000000000001750470	2022/12/13 17:40:57.933	0.00000000000018450700	2022/12/13 17:40:58.183	0.00000000000001853460	2022/12/13 17:40:58.434	0.00000000000043874000	2022/12/13 17:40:58.684	0.00000000000088088200	2022/12/13 17:40:58.934	0.00000000000085311500	2022/12/13 17:40:59.185	0.00000000000002246100	2022/12/13 17:40:59.435	0.00000000000002034270
2022/12/13 17:41:03.508	0.00000000002046740000	2022/12/13 17:41:03.758	0.00000000000097013400	2022/12/13 17:41:04.008	0.00000000000001498870	2022/12/13 17:41:04.258	0.00000000000018817300	2022/12/13 17:41:04.508	0.00000000000004855670	2022/12/13 17:41:04.759	0.00000000000045870800	2022/12/13 17:41:05.009	0.00000000000081005500	2022/12/13 17:41:05.260	0.00000000000086484800	2022/12/13 17:41:05.510	0.00000000000004613630	2022/12/13 17:41:05.760	0.00000000000001978320
2022/12/13 17:41:09.833	0.00000000002052870000	2022/12/13 17:41:10.083	0.00000000000100179000	2022/12/13 17:41:10.333	0.00000000000001531120	2022/12/13 17:41:10.583	0.00000000000016448000	2022/12/13 17:41:10.833	0.00000000000003351900	2022/12/13 17:41:11.084	0.00000000000045717600	2022/12/13 17:41:11.334	0.00000000000084349300	2022/12/13 17:41:11.584	0.00000000000083196400	2022/12/13 17:41:11.835	0.00000000000002907760	2022/12/13 17:41:12.085	0.00000000000001736500	2022/12/13 17:41:12.836	0.00000000000032250000
2022/12/13 17:41:16.158	0.00000000002048840000	2022/12/13 17:41:16.408	0.00000000000097459500	2022/12/13 17:41:16.658	0.00000000000001809760	2022/12/13 17:41:16.908	0.00000000000018453900	2022/12/13 17:41:17.158	0.00000000000002693950	2022/12/13 17:41:17.409	0.00000000000045048400	2022/12/13 17:41:17.659	0.00000000000084955600	2022/12/13 17:41:17.909	0.00000000000084810000	2022/12/13 17:41:18.160	0.00000000000002085770	2022/12/13 17:41:18.410	0.00000000000001889360	2022/12/13 17:41:19.161	0.00000000000010750000
2022/12/13 17:41:22.483	0.00000000002037660000	2022/12/13 17:41:22.733	0.00000000000100474000	2022/12/13 17:41:22.983	0.00000000000002368760	2022/12/13 17:41:23.233	0.00000000000018735100	2022/12/13 17:41:23.483	0.00000000000002827680	2022/12/13 17:41:23.734	0.00000000000042579100	2022/12/13 17:41:23.984	0.00000000000083300100	2022/12/13 17:41:24.234	0.00000000000087711400	2022/12/13 17:41:24.485	0.00000000000002216060	2022/12/13 17:41:24.735	0.00000000000001660820	2022/12/13 17:41:25.486	0.00000000000005375000
2022/12/13 17:41:28.808	0.00000000002035460000	2022/12/13 17:41:29.058	0.00000000000099872900	2022/12/13 17:41:29.308	0.00000000000001213130	2022/12/13 17:41:29.558	0.00000000000018174400	2022/12/13 17:41:29.808	0.00000000000004118650	2022/12/13 17:41:30.059	0.00000000000047893900	2022/12/13 17:41:30.309	0.00000000000080020300	2022/12/13 17:41:30.560	0.00000000000089000900	2022/12/13 17:41:30.810	0.00000000000002606330	2022/12/13 17:41:31.060	0.00000000000002037820
2022/12/13 17:41:35.133	0.00000000002033740000	2022/12/13 17:41:35.383	0.00000000000098754900	2022/12/13 17:41:35.633	0.00000000000002120760	2022/12/13 17:41:35.883	0.00000000000020410500	2022/12/13 17:41:36.133	0.00000000000002735550	2022/12/13 17:41:36.384	0.00000000000047509600	2022/12/13 17:41:36.634	0.00000000000083878000	2022/12/13 17:41:36.885	0.00000000000088662200	2022/12/13 17:41:37.135	0.00000000000002027980	2022/12/13 17:41:37.385	0.00000000000001276400	2022/12/13 17:41:38.136	0.00000000000005375000
2022/12/13 17:41:41.458	0.00000000002040940000	2022/12/13 17:41:41.708	0.00000000000098018500	2022/12/13 17:41:41.958	0.00000000000001357080	2022/12/13 17:41:42.208	0.00000000000017105400	2022/12/13 17:41:42.458	0.00000000000004149660	2022/12/13 17:41:42.709	0.00000000000043529400	2022/12/13 17:41:42.959	0.00000000000083497900	2022/12/13 17:41:43.209	0.00000000000091842100	2022/12/13 17:41:43.460	0.00000000000004255490	2022/12/13 17:41:43.710	0.00000000000001841360
2022/12/13 17:41:47.783	0.00000000002031960000	2022/12/13 17:41:48.033	0.00000000000098545300	2022/12/13 17:41:48.283	0.00000000000001666890	2022/12/13 17:41:48.533	0.00000000000019158100	2022/12/13 17:41:48.783	0.00000000000002918140	2022/12/13 17:41:49.034	0.00000000000046311500	2022/12/13 17:41:49.284	0.00000000000084127900	2022/12/13 17:41:49.534	0.00000000000088480000	2022/12/13 17:41:49.785	0.00000000000002981830	2022/12/13 17:41:50.035	0.00000000000002463360
2022/12/13 17:41:54.108	0.00000000002044700000	2022/12/13 17:41:54.358	0.00000000000097948600	2022/12/13 17:41:54.608	0.00000000000002151340	2022/12/13 17:41:54.858	0.00000000000017912100	2022/12/13 17:41:55.108	0.00000000000004049360	2022/12/13 17:41:55.359	0.00000000000043575100	2022/12/13 17:41:55.609	0.00000000000085395900	2022/12/13 17:41:55.859	0.00000000000089616300	2022/12/13 17:41:56.110	0.00000000000002676260	2022/12/13 17:41:56.360	0.00000000000002166120
2022/12/13 17:42:00.433	0.00000000002036050000	2022/12/13 17:42:00.683	0.00000000000099190300	2022/12/13 17:42:00.933	0.00000000000001120200	2022/12/13 17:42:01.183	0.00000000000021058700	2022/12/13 17:42:01.433	0.00000000000003623980	2022/12/13 17:42:01.684	0.00000000000045852000	2022/12/13 17:42:01.934	0.00000000000084334800	2022/12/13 17:42:02.184	0.00000000000094243100	2022/12/13 17:42:02.435	0.00000000000003371730	2022/12/13 17:42:02.685	0.00000000000002274160
2022/12/13 17:42:06.758	0.00000000002049650000	2022/12/13 17:42:07.008	0.00000000000100878000	2022/12/13 17:42:07.258	0.00000000000001883450	2022/12/13 17:42:07.508	0.00000000000017539100	2022/12/13 17:42:07.758	0.00000000000002764140	2022/12/13 17:42:08.009	0.00000000000044874200	2022/12/13 17:42:08.259	0.00000000000084260100	2022/12/13 17:42:08.509	0.00000000000084052100	2022/12/13 17:42:08.760	0.00000000000002926850	2022/12/13 17:42:09.010	0.00000000000001289570
2022/12/13 17:42:13.083	0.00000000002034650000	2022/12/13 17:42:13.333	0.00000000000097615400	2022/12/13 17:42:13.583	0.00000000000001855280	2022/12/13 17:42:13.833	0.00000000000018744700	2022/12/13 17:42:14.083	0.00000000000002435300	2022/12/13 17:42:14.334	0.00000000000040625300	2022/12/13 17:42:14.584	0.00000000000085534500	2022/12/13 17:42:14.834	0.00000000000090019400	2022/12/13 17:42:15.085	0.00000000000003528630	2022/12/13 17:42:15.335	0.00000000000001541170
2022/12/13 17:42:19.408	0.00000000002020460000	2022/12/13 17:42:19.658	0.00000000000097873400	2022/12/13 17:42:19.908	0.00000000000002274000	2022/12/13 17:42:20.158	0.00000000000016033000	2022/12/13 17:42:20.408	0.00000000000003817810	2022/12/13 17:42:20.659	0.00000000000044351800	2022/12/13 17:42:20.909	0.00000000000088459600	2022/12/13 17:42:21.159	0.00000000000090715000	2022/12/13 17:42:21.410	0.00000000000002661270	2022/12/13 17:42:21.660	0.00000000000002542320
2022/12/13 17:42:25.733	0.00000000002033840000	2022/12/13 17:42:25.983	0.00000000000099131100	2022/12/13 17:42:26.233	0.00000000000001645390	2022/12/13 17:42:26.483	0.00000000000017243000	2022/12/13 17:42:26.733	0.00000000000004584870	2022/12/13 17:42:26.984	0.00000000000043559500	2022/12/13 17:42:27.234	0.00000000000080877100	2022/12/13 17:42:27.484	0.00000000000088026400	2022/12/13 17:42:27.735	0.00000000000003997490	2022/12/13 17:42:27.985	0.00000000000002099150
2022/12/13 17:42:32.058	0.00000000002014490000	2022/12/13 17:42:32.308	0.00000000000098212000	2022/12/13 17:42:32.558	0.00000000000002333770	2022/12/13 17:42:32.808	0.00000000000017542300	2022/12/13 17:42:33.058	0.00000000000003186620	2022/12/13 17:42:33.309	0.00000000000043553600	2022/12/13 17:42:33.559	0.00000000000088416100	2022/12/13 17:42:33.809	0.00000000000089852300	2022/12/13 17:42:34.060	0.00000000000002645140	2022/12/13 17:42:34.310	0.00000000000001415020
2022/12/13 17:42:38.383	0.00000000002022180000	2022/12/13 17:42:38.633	0.00000000000096148000	2022/12/13 17:42:38.883	0.00000000000002666430	2022/12/13 17:42:39.133	0.00000000000019651000	2022/12/13 17:42:39.383	0.00000000000002121560	2022/12/13 17:42:39.634	0.00000000000047596100	2022/12/13 17:42:39.884	0.00000000000078673300	2022/12/13 17:42:40.134	0.00000000000088231200	2022/12/13 17:42:40.385	0.00000000000002544250	2022/12/13 17:42:40.635	0.00000000000001480320
2022/12/13 17:42:44.708	0.00000000002008690000	2022/12/13 17:42:44.958	0.00000000000098738800	2022/12/13 17:42:45.208	0.00000000000001427700	2022/12/13 17:42:45.458	0.00000000000016484000	2022/12/13 17:42:45.708	0.00000000000002072010	2022/12/13 17:42:45.959	0.00000000000044792000	2022/12/13 17:42:46.209	0.00000000000082971700	2022/12/13 17:42:46.459	0.00000000000086629400	2022/12/13 17:42:46.710	0.00000000000003202530	2022/12/13 17:42:46.960	0.00000000000002176980
2022/12/13 17:42:51.033	0.00000000002015510000	2022/12/13 17:42:51.283	0.00000000000099217100	2022/12/13 17:42:51.533	0.00000000000001472210	2022/12/13 17:42:51.783	0.00000000000018190000	2022/12/13 17:42:52.033	0.00000000000003544920	2022/12/13 17:42:52.284	0.00000000000045672400	2022/12/13 17:42:52.534	0.00000000000086984700	2022/12/13 17:42:52.784	0.00000000000091403500	2022/12/13 17:42:53.035	0.00000000000002886260	2022/12/13 17:42:53.285	0.00000000000001689730
2022/12/13 17:42:57.358	0.00000000002008530000	2022/12/13 17:42:57.608	0.00000000000097642300	2022/12/13 17:42:57.858	0.00000000000001825780	2022/12/13 17:42:58.108	0.00000000000018608200	2022/12/13 17:42:58.358	0.00000000000002852890	2022/12/13 17:42:58.609	0.00000000000046662500	2022/12/13 17:42:58.859	0.00000000000086284300	2022/12/13 17:42:59.109	0.00000000000087121800	2022/12/13 17:42:59.360	0.00000000000003280740	2022/12/13 17:42:59.610	0.00000000000001511500
2022/12/13 17:43:03.683	0.00000000002019550000	2022/12/13 17:43:03.933	0.00000000000097782000	2022/12/13 17:43:04.183	0.00000000000002220410	2022/12/13 17:43:04.433	0.00000000000017472500	2022/12/13 17:43:04.683	0.00000000000002534260	2022/12/13 17:43:04.934	0.00000000000042861800	2022/12/13 17:43:05.184	0.00000000000083266300	2022/12/13 17:43:05.435	0.00000000000088052700	2022/12/13 17:43:05.685	0.00000000000002435730	2022/12/13 17:43:05.935	0.00000000000001478230
2022/12/13 17:43:10.008	0.00000000002022880000	2022/12/13 17:43:10.258	0.00000000000100700000	2022/12/13 17:43:10.508	0.00000000000001506930	2022/12/13 17:43:10.758	0.00000000000015955100	2022/12/13 17:43:11.008	0.00000000000003455210	2022/12/13 17:43:11.259	0.00000000000043887900	2022/12/13 17:43:11.509	0.00000000000083202900	2022/12/13 17:43:11.759	0.00000000000089423300	2022/12/13 17:43:12.010	0.00000000000002508400	2022/12/13 17:43:12.260	0.00000000000001921770
2022/12/13 17:43:16.333	0.00000000002021320000	2022/12/13 17:43:16.583	0.00000000000100362000	2022/12/13 17:43:16.833	0.00000000000002345750	2022/12/13 17:43:17.083	0.00000000000019984700	2022/12/13 17:43:17.333	0.00000000000003463270	2022/12/13 17:43:17.584	0.00000000000043483200	2022/12/13 17:43:17.834	0.00000000000084075800	2022/12/13 17:43:18.084	0.00000000000089108900	2022/12/13 17:43:18.335	0.00000000000003785990	2022/12/13 17:43:18.585	0.00000000000001914790
2022/12/13 17:43:22.658	0.00000000002035670000	2022/12/13 17:43:22.908	0.00000000000100469000	2022/12/13 17:43:23.158	0.00000000000001866840	2022/12/13 17:43:23.408	0.00000000000016322200	2022/12/13 17:43:23.658	0.00000000000001900110	2022/12/13 17:43:23.909	0.00000000000039098300	2022/12/13 17:43:24.159	0.00000000000083284000	2022/12/13 17:43:24.410	0.00000000000087873700	2022/12/13 17:43:24.660	0.00000000000003385980	2022/12/13 17:43:24.910	0.00000000000001655550
2022/12/13 17:43:28.983	0.00000000002005090000	2022/12/13 17:43:29.233	0.00000000000098991400	2022/12/13 17:43:29.483	0.00000000000002098500	2022/12/13 17:43:29.733	0.00000000000018474400	2022/12/13 17:43:29.983	0.00000000000003323200	2022/12/13 17:43:30.234	0.00000000000043188600	2022/12/13 17:43:30.484	0.00000000000083589900	2022/12/13 17:43:30.734	0.00000000000085187800	2022/12/13 17:43:30.985	0.00000000000002816440	2022/12/13 17:43:31.235	0.00000000000002190040
2022/12/13 17:43:35.308	0.00000000002017020000	2022/12/13 17:43:35.558	0.00000000000100706000	2022/12/13 17:43:35.808	0.00000000000001677210	2022/12/13 17:43:36.058	0.00000000000018128200	2022/12/13 17:43:36.308	0.00000000000003013650	2022/12/13 17:43:36.559	0.00000000000046519500	2022/12/13 17:43:36.809	0.00000000000081017400	2022/12/13 17:43:37.059	0.00000000000088874600	2022/12/13 17:43:37.310	0.00000000000003068580	2022/12/13 17:43:37.560	0.00000000000001833950
2022/12/13 17:43:41.633	0.00000000002013690000	2022/12/13 17:43:41.883	0.00000000000099389100	2022/12/13 17:43:42.133	0.00000000000001562830	2022/12/13 17:43:42.383	0.00000000000018938800	2022/12/13 17:43:42.633	0.00000000000002980060	2022/12/13 17:43:42.884	0.00000000000045472500	2022/12/13 17:43:43.134	0.00000000000085155100	2022/12/13 17:43:43.384	0.00000000000085626400	2022/12/13 17:43:43.635	0.00000000000002559570	2022/12/13 17:43:43.885	0.00000000000001947790
2022/12/13 17:43:47.958	0.00000000002022720000	2022/12/13 17:43:48.208	0.00000000000098943000	2022/12/13 17:43:48.458	0.00000000000001637700	2022/12/13 17:43:48.708	0.00000000000016717800	2022/12/13 17:43:48.958	0.00000000000003219030	2022/12/13 17:43:49.209	0.00000000000045217200	2022/12/13 17:43:49.459	0.00000000000081588700	2022/12/13 17:43:49.709	0.00000000000089805500	2022/12/13 17:43:49.960	0.00000000000003917620	2022/12/13 17:43:50.210	0.00000000000002078780
2022/12/13 17:43:54.283	0.00000000002011640000	2022/12/13 17:43:54.533	0.00000000000096776900	2022/12/13 17:43:54.783	0.00000000000002274000	2022/12/13 17:43:55.033	0.00000000000017671900	2022/12/13 17:43:55.283	0.00000000000001915860	2022/12/13 17:43:55.534	0.00000000000042746800	2022/12/13 17:43:55.784	0.00000000000084717500	2022/12/13 17:43:56.034	0.00000000000086109100	2022/12/13 17:43:56.285	0.00000000000002248950	2022/12/13 17:43:56.535	0.00000000000001880920
2022/12/13 17:44:00.608	0.00000000002009760000	2022/12/13 17:44:00.858	0.00000000000098685000	2022/12/13 17:44:01.108	0.00000000000001786000	2022/12/13 17:44:01.358	0.00000000000019519800	2022/12/13 17:44:01.608	0.00000000000002678570	2022/12/13 17:44:01.859	0.00000000000043515400	2022/12/13 17:44:02.109	0.00000000000088226300	2022/12/13 17:44:02.359	0.00000000000090317700	2022/12/13 17:44:02.610	0.00000000000003037890	2022/12/13 17:44:02.860	0.00000000000001446460
2022/12/13 17:44:06.933	0.00000000002027450000	2022/12/13 17:44:07.183	0.00000000000097980900	2022/12/13 17:44:07.433	0.00000000000001977030	2022/12/13 17:44:07.683	0.00000000000019237100	2022/12/13 17:44:07.933	0.00000000000002380100	2022/12/13 17:44:08.184	0.00000000000043578900	2022/12/13 17:44:08.434	0.00000000000080399300	2022/12/13 17:44:08.684	0.00000000000088132800	2022/12/13 17:44:08.935	0.00000000000003292990	2022/12/13 17:44:09.185	0.00000000000002160530
2022/12/13 17:44:13.258	0.00000000002025190000	2022/12/13 17:44:13.508	0.00000000000098722600	2022/12/13 17:44:13.758	0.00000000000002039000	2022/12/13 17:44:14.008	0.00000000000019931000	2022/12/13 17:44:14.258	0.00000000000002150050	2022/12/13 17:44:14.509	0.00000000000043862100	2022/12/13 17:44:14.759	0.00000000000085573200	2022/12/13 17:44:15.009	0.00000000000089777600	2022/12/13 17:44:15.260	0.00000000000002994520	2022/12/13 17:44:15.510	0.00000000000001700970
2022/12/13 17:44:19.583	0.00000000002008740000	2022/12/13 17:44:19.833	0.00000000000096314600	2022/12/13 17:44:20.083	0.00000000000001979880	2022/12/13 17:44:20.333	0.00000000000018727500	2022/12/13 17:44:20.583	0.00000000000002010620	2022/12/13 17:44:20.834	0.00000000000042916700	2022/12/13 17:44:21.084	0.00000000000084926100	2022/12/13 17:44:21.334	0.00000000000087648500	2022/12/13 17:44:21.585	0.00000000000002628050	2022/12/13 17:44:21.835	0.00000000000002967700
2022/12/13 17:44:25.908	0.00000000002023040000	2022/12/13 17:44:26.158	0.00000000000097851900	2022/12/13 17:44:26.408	0.00000000000002130060	2022/12/13 17:44:26.658	0.00000000000020189000	2022/12/13 17:44:26.908	0.00000000000002958450	2022/12/13 17:44:27.159	0.00000000000042673700	2022/12/13 17:44:27.409	0.00000000000081966600	2022/12/13 17:44:27.659	0.00000000000082762100	2022/12/13 17:44:27.910	0.00000000000003886870	2022/12/13 17:44:28.160	0.00000000000002307970
2022/12/13 17:44:32.233	0.00000000001996000000	2022/12/13 17:44:32.483	0.00000000000094772000	2022/12/13 17:44:32.733	0.00000000000001915000	2022/12/13 17:44:32.983	0.00000000000019103200	2022/12/13 17:44:33.233	0.00000000000003144320	2022/12/13 17:44:33.484	0.00000000000043976100	2022/12/13 17:44:33.734	0.00000000000084104800	2022/12/13 17:44:33.984	0.00000000000093297600	2022/12/13 17:44:34.235	0.00000000000003621510	2022/12/13 17:44:34.485	0.00000000000002321940	2022/12/13 17:44:35.236	0.00000000000000000000
2022/12/13 17:44:38.558	0.00000000002001380000	2022/12/13 17:44:38.808	0.00000000000095390100	2022/12/13 17:44:39.058	0.00000000000001297570	2022/12/13 17:44:39.308	0.00000000000017829900	2022/12/13 17:44:39.558	0.00000000000003046060	2022/12/13 17:44:39.809	0.00000000000046257800	2022/12/13 17:44:40.059	0.00000000000084727200	2022/12/13 17:44:40.310	0.00000000000091877600	2022/12/13 17:44:40.560	0.00000000000002950440	2022/12/13 17:44:40.810	0.00000000000002229980
