F1((1=on,0=off))	1
F2((1=on,0=off))	0
cage(V)	3.0
delta-m(%)	+0
electron-energy(V)	70.0
emission(uA)	1000.000
focus(V)	-90
mass(amu)	32.00
mode-change-delay()	
multiplier(V)	1200
resolution(%)	+0
Data()	
mass 2.0_time	mass 2.0_value	mass 4.0_time	mass 4.0_value	mass 5.5_time	mass 5.5_value	mass 12.0_time	mass 12.0_value	mass 15.0_time	mass 15.0_value	mass 16.0_time	mass 16.0_value	mass 18.0_time	mass 18.0_value	mass 28.0_time	mass 28.0_value	mass 32.0_time	mass 32.0_value	mass 40.0_time	mass 40.0_value	mass 44.0_time	mass 44.0_value
2022/12/12 16:36:30.699	0.00000000002399130000	2022/12/12 16:36:30.949	0.00000000000109494000	2022/12/12 16:36:31.450	0.00000000000043596100	2022/12/12 16:36:31.700	0.00000000000019060800	2022/12/12 16:36:31.950	0.00000000000138454000	2022/12/12 16:36:32.200	0.00000000000374315000	2022/12/12 16:36:32.450	0.00000000000408226000	2022/12/12 16:36:32.701	0.00000000000019504800	2022/12/12 16:36:32.951	0.00000000000000005644	2022/12/12 16:36:33.702	0.00000000000177375000
2022/12/12 16:36:37.024	0.00000000002368490000	2022/12/12 16:36:37.274	0.00000000000108510000	2022/12/12 16:36:37.524	0.00000000000000047622	2022/12/12 16:36:37.775	0.00000000000051471500	2022/12/12 16:36:38.025	0.00000000000020533500	2022/12/12 16:36:38.275	0.00000000000134772000	2022/12/12 16:36:38.525	0.00000000000376459000	2022/12/12 16:36:38.775	0.00000000000405253000	2022/12/12 16:36:39.026	0.00000000000022259500	2022/12/12 16:36:40.027	0.00000000000182750000
2022/12/12 16:36:43.349	0.00000000002356180000	2022/12/12 16:36:43.599	0.00000000000107199000	2022/12/12 16:36:43.850	0.00000000000000026553	2022/12/12 16:36:44.100	0.00000000000049510200	2022/12/12 16:36:44.350	0.00000000000022669000	2022/12/12 16:36:44.600	0.00000000000136514000	2022/12/12 16:36:44.850	0.00000000000378400000	2022/12/12 16:36:45.100	0.00000000000410295000	2022/12/12 16:36:45.351	0.00000000000023250100	2022/12/12 16:36:45.601	0.00000000000000663329	2022/12/12 16:36:46.352	0.00000000000182750000
2022/12/12 16:36:49.674	0.00000000002386170000	2022/12/12 16:36:49.924	0.00000000000109144000	2022/12/12 16:36:50.175	0.00000000000000206722	2022/12/12 16:36:50.425	0.00000000000044520600	2022/12/12 16:36:50.675	0.00000000000022791000	2022/12/12 16:36:50.925	0.00000000000138449000	2022/12/12 16:36:51.175	0.00000000000375078000	2022/12/12 16:36:51.425	0.00000000000405216000	2022/12/12 16:36:51.676	0.00000000000020358300	2022/12/12 16:36:51.926	0.00000000000000191457	2022/12/12 16:36:52.677	0.00000000000188125000
2022/12/12 16:36:55.999	0.00000000002374890000	2022/12/12 16:36:56.249	0.00000000000107844000	2022/12/12 16:36:56.750	0.00000000000049134500	2022/12/12 16:36:57.000	0.00000000000020892100	2022/12/12 16:36:57.250	0.00000000000136100000	2022/12/12 16:36:57.500	0.00000000000370224000	2022/12/12 16:36:57.750	0.00000000000401394000	2022/12/12 16:36:58.001	0.00000000000021935300	2022/12/12 16:36:59.002	0.00000000000193500000
2022/12/12 16:37:02.324	0.00000000002375050000	2022/12/12 16:37:02.574	0.00000000000107989000	2022/12/12 16:37:03.075	0.00000000000050497000	2022/12/12 16:37:03.325	0.00000000000020161600	2022/12/12 16:37:03.575	0.00000000000134799000	2022/12/12 16:37:03.825	0.00000000000381630000	2022/12/12 16:37:04.075	0.00000000000409370000	2022/12/12 16:37:04.326	0.00000000000020559300	2022/12/12 16:37:05.327	0.00000000000188125000
2022/12/12 16:37:08.649	0.00000000002384290000	2022/12/12 16:37:08.899	0.00000000000107919000	2022/12/12 16:37:09.150	0.00000000000000680690	2022/12/12 16:37:09.400	0.00000000000033347000	2022/12/12 16:37:09.650	0.00000000000020801800	2022/12/12 16:37:09.900	0.00000000000133918000	2022/12/12 16:37:10.150	0.00000000000379029000	2022/12/12 16:37:10.400	0.00000000000405737000	2022/12/12 16:37:10.651	0.00000000000022719000	2022/12/12 16:37:11.652	0.00000000000166625000
2022/12/12 16:37:14.974	0.00000000002401650000	2022/12/12 16:37:15.224	0.00000000000112643000	2022/12/12 16:37:15.725	0.00000000000053218400	2022/12/12 16:37:15.975	0.00000000000019153800	2022/12/12 16:37:16.225	0.00000000000134514000	2022/12/12 16:37:16.475	0.00000000000380872000	2022/12/12 16:37:16.725	0.00000000000410306000	2022/12/12 16:37:16.976	0.00000000000021383300	2022/12/12 16:37:17.977	0.00000000000172000000
2022/12/12 16:37:21.299	0.00000000002362580000	2022/12/12 16:37:21.549	0.00000000000112176000	2022/12/12 16:37:22.050	0.00000000000046104000	2022/12/12 16:37:22.300	0.00000000000023456500	2022/12/12 16:37:22.550	0.00000000000132574000	2022/12/12 16:37:22.800	0.00000000000375669000	2022/12/12 16:37:23.050	0.00000000000402738000	2022/12/12 16:37:23.301	0.00000000000019522000	2022/12/12 16:37:24.302	0.00000000000172000000
2022/12/12 16:37:27.624	0.00000000002390310000	2022/12/12 16:37:27.874	0.00000000000110816000	2022/12/12 16:37:28.375	0.00000000000050194400	2022/12/12 16:37:28.625	0.00000000000020785600	2022/12/12 16:37:28.875	0.00000000000134444000	2022/12/12 16:37:29.125	0.00000000000368515000	2022/12/12 16:37:29.375	0.00000000000403598000	2022/12/12 16:37:29.626	0.00000000000021622500	2022/12/12 16:37:30.627	0.00000000000161250000
2022/12/12 16:37:33.949	0.00000000002391760000	2022/12/12 16:37:34.199	0.00000000000109182000	2022/12/12 16:37:34.449	0.00000000000000507507	2022/12/12 16:37:34.700	0.00000000000047421500	2022/12/12 16:37:34.950	0.00000000000017390200	2022/12/12 16:37:35.200	0.00000000000137476000	2022/12/12 16:37:35.450	0.00000000000366096000	2022/12/12 16:37:35.700	0.00000000000412047000	2022/12/12 16:37:35.951	0.00000000000022191200	2022/12/12 16:37:36.201	0.00000000000000188178	2022/12/12 16:37:36.952	0.00000000000139750000
2022/12/12 16:37:40.274	0.00000000002384560000	2022/12/12 16:37:40.524	0.00000000000109827000	2022/12/12 16:37:41.025	0.00000000000049814400	2022/12/12 16:37:41.275	0.00000000000022043900	2022/12/12 16:37:41.525	0.00000000000140045000	2022/12/12 16:37:41.775	0.00000000000377352000	2022/12/12 16:37:42.025	0.00000000000398889000	2022/12/12 16:37:42.276	0.00000000000023875700	2022/12/12 16:37:43.277	0.00000000000188125000
2022/12/12 16:37:46.599	0.00000000002357530000	2022/12/12 16:37:46.849	0.00000000000109005000	2022/12/12 16:37:47.350	0.00000000000050846400	2022/12/12 16:37:47.600	0.00000000000022941500	2022/12/12 16:37:47.850	0.00000000000134536000	2022/12/12 16:37:48.100	0.00000000000368004000	2022/12/12 16:37:48.350	0.00000000000401652000	2022/12/12 16:37:48.601	0.00000000000022550200	2022/12/12 16:37:49.602	0.00000000000161250000
2022/12/12 16:37:52.924	0.00000000002387950000	2022/12/12 16:37:53.174	0.00000000000109311000	2022/12/12 16:37:53.675	0.00000000000048056200	2022/12/12 16:37:53.925	0.00000000000020407200	2022/12/12 16:37:54.175	0.00000000000135487000	2022/12/12 16:37:54.425	0.00000000000368929000	2022/12/12 16:37:54.675	0.00000000000398287000	2022/12/12 16:37:54.926	0.00000000000022248700	2022/12/12 16:37:55.927	0.00000000000139750000
2022/12/12 16:37:59.249	0.00000000002365530000	2022/12/12 16:37:59.499	0.00000000000110440000	2022/12/12 16:38:00.000	0.00000000000052890000	2022/12/12 16:38:00.250	0.00000000000020264800	2022/12/12 16:38:00.500	0.00000000000136245000	2022/12/12 16:38:00.750	0.00000000000372342000	2022/12/12 16:38:01.001	0.00000000000405226000	2022/12/12 16:38:01.251	0.00000000000023498900	2022/12/12 16:38:02.252	0.00000000000145125000
2022/12/12 16:38:05.574	0.00000000002359840000	2022/12/12 16:38:05.824	0.00000000000108736000	2022/12/12 16:38:06.325	0.00000000000052433100	2022/12/12 16:38:06.575	0.00000000000020480900	2022/12/12 16:38:06.825	0.00000000000131719000	2022/12/12 16:38:07.075	0.00000000000383630000	2022/12/12 16:38:07.325	0.00000000000403807000	2022/12/12 16:38:07.576	0.00000000000022835700	2022/12/12 16:38:08.577	0.00000000000145125000
2022/12/12 16:38:11.899	0.00000000002380800000	2022/12/12 16:38:12.149	0.00000000000108257000	2022/12/12 16:38:12.650	0.00000000000042347500	2022/12/12 16:38:12.900	0.00000000000021461800	2022/12/12 16:38:13.150	0.00000000000131870000	2022/12/12 16:38:13.400	0.00000000000368542000	2022/12/12 16:38:13.650	0.00000000000405162000	2022/12/12 16:38:13.901	0.00000000000023618800	2022/12/12 16:38:14.902	0.00000000000129000000
2022/12/12 16:38:18.224	0.00000000002378760000	2022/12/12 16:38:18.474	0.00000000000108768000	2022/12/12 16:38:18.975	0.00000000000048363700	2022/12/12 16:38:19.225	0.00000000000021641300	2022/12/12 16:38:19.475	0.00000000000134901000	2022/12/12 16:38:19.725	0.00000000000367714000	2022/12/12 16:38:19.975	0.00000000000400964000	2022/12/12 16:38:20.226	0.00000000000019925600	2022/12/12 16:38:21.227	0.00000000000139750000
2022/12/12 16:38:24.549	0.00000000002354250000	2022/12/12 16:38:24.799	0.00000000000110047000	2022/12/12 16:38:25.300	0.00000000000048436800	2022/12/12 16:38:25.550	0.00000000000020636700	2022/12/12 16:38:25.800	0.00000000000130859000	2022/12/12 16:38:26.050	0.00000000000380045000	2022/12/12 16:38:26.300	0.00000000000400351000	2022/12/12 16:38:26.551	0.00000000000020489500	2022/12/12 16:38:27.552	0.00000000000166625000
2022/12/12 16:38:30.874	0.00000000002356020000	2022/12/12 16:38:31.124	0.00000000000105473000	2022/12/12 16:38:31.625	0.00000000000046893600	2022/12/12 16:38:31.875	0.00000000000021952500	2022/12/12 16:38:32.125	0.00000000000134063000	2022/12/12 16:38:32.375	0.00000000000377663000	2022/12/12 16:38:32.625	0.00000000000395396000	2022/12/12 16:38:32.876	0.00000000000021815500	2022/12/12 16:38:33.877	0.00000000000161250000
2022/12/12 16:38:37.199	0.00000000002363380000	2022/12/12 16:38:37.449	0.00000000000109096000	2022/12/12 16:38:37.950	0.00000000000049544000	2022/12/12 16:38:38.200	0.00000000000022208900	2022/12/12 16:38:38.450	0.00000000000131848000	2022/12/12 16:38:38.700	0.00000000000365156000	2022/12/12 16:38:38.950	0.00000000000398400000	2022/12/12 16:38:39.201	0.00000000000021317800	2022/12/12 16:38:39.451	0.00000000000000204196	2022/12/12 16:38:40.202	0.00000000000166625000
2022/12/12 16:38:43.524	0.00000000002350810000	2022/12/12 16:38:43.774	0.00000000000106844000	2022/12/12 16:38:44.275	0.00000000000051857400	2022/12/12 16:38:44.525	0.00000000000018181400	2022/12/12 16:38:44.775	0.00000000000130720000	2022/12/12 16:38:45.025	0.00000000000360608000	2022/12/12 16:38:45.275	0.00000000000393907000	2022/12/12 16:38:45.526	0.00000000000020078300	2022/12/12 16:38:46.527	0.00000000000177375000
2022/12/12 16:38:49.849	0.00000000002342910000	2022/12/12 16:38:50.099	0.00000000000107634000	2022/12/12 16:38:50.600	0.00000000000054105300	2022/12/12 16:38:50.850	0.00000000000021204300	2022/12/12 16:38:51.100	0.00000000000138320000	2022/12/12 16:38:51.350	0.00000000000362613000	2022/12/12 16:38:51.600	0.00000000000390117000	2022/12/12 16:38:51.851	0.00000000000021740800	2022/12/12 16:38:52.852	0.00000000000172000000
2022/12/12 16:38:56.174	0.00000000002358120000	2022/12/12 16:38:56.424	0.00000000000107279000	2022/12/12 16:38:56.925	0.00000000000052350900	2022/12/12 16:38:57.175	0.00000000000020854400	2022/12/12 16:38:57.425	0.00000000000135127000	2022/12/12 16:38:57.675	0.00000000000362275000	2022/12/12 16:38:57.925	0.00000000000396083000	2022/12/12 16:38:58.176	0.00000000000020404500	2022/12/12 16:38:59.177	0.00000000000155875000
2022/12/12 16:39:02.499	0.00000000002338070000	2022/12/12 16:39:02.749	0.00000000000105973000	2022/12/12 16:39:03.250	0.00000000000050173500	2022/12/12 16:39:03.500	0.00000000000017795500	2022/12/12 16:39:03.750	0.00000000000135337000	2022/12/12 16:39:04.000	0.00000000000374884000	2022/12/12 16:39:04.250	0.00000000000391730000	2022/12/12 16:39:04.501	0.00000000000021353200	2022/12/12 16:39:05.502	0.00000000000129000000
2022/12/12 16:39:08.824	0.00000000002345650000	2022/12/12 16:39:09.074	0.00000000000108548000	2022/12/12 16:39:09.575	0.00000000000047763800	2022/12/12 16:39:09.825	0.00000000000021006000	2022/12/12 16:39:10.075	0.00000000000132741000	2022/12/12 16:39:10.325	0.00000000000368746000	2022/12/12 16:39:10.575	0.00000000000393321000	2022/12/12 16:39:10.826	0.00000000000021937000	2022/12/12 16:39:11.827	0.00000000000155875000
2022/12/12 16:39:15.149	0.00000000002330700000	2022/12/12 16:39:15.399	0.00000000000107586000	2022/12/12 16:39:15.900	0.00000000000049042000	2022/12/12 16:39:16.150	0.00000000000023096300	2022/12/12 16:39:16.400	0.00000000000133627000	2022/12/12 16:39:16.650	0.00000000000366483000	2022/12/12 16:39:16.900	0.00000000000395180000	2022/12/12 16:39:17.151	0.00000000000019881000	2022/12/12 16:39:18.152	0.00000000000172000000
2022/12/12 16:39:21.474	0.00000000002355750000	2022/12/12 16:39:21.724	0.00000000000109467000	2022/12/12 16:39:22.225	0.00000000000047194100	2022/12/12 16:39:22.475	0.00000000000022138500	2022/12/12 16:39:22.725	0.00000000000130827000	2022/12/12 16:39:22.975	0.00000000000361114000	2022/12/12 16:39:23.225	0.00000000000396180000	2022/12/12 16:39:23.476	0.00000000000019803600	2022/12/12 16:39:24.477	0.00000000000172000000
2022/12/12 16:39:27.799	0.00000000002329580000	2022/12/12 16:39:28.049	0.00000000000105828000	2022/12/12 16:39:28.550	0.00000000000048328200	2022/12/12 16:39:28.800	0.00000000000021453700	2022/12/12 16:39:29.050	0.00000000000134837000	2022/12/12 16:39:29.300	0.00000000000361947000	2022/12/12 16:39:29.550	0.00000000000393375000	2022/12/12 16:39:29.801	0.00000000000020837800	2022/12/12 16:39:30.802	0.00000000000096750000
2022/12/12 16:39:34.124	0.00000000002333280000	2022/12/12 16:39:34.374	0.00000000000106204000	2022/12/12 16:39:34.875	0.00000000000046620600	2022/12/12 16:39:35.125	0.00000000000018945800	2022/12/12 16:39:35.375	0.00000000000133676000	2022/12/12 16:39:35.625	0.00000000000367435000	2022/12/12 16:39:35.875	0.00000000000386269000	2022/12/12 16:39:36.126	0.00000000000021632200	2022/12/12 16:39:37.127	0.00000000000102125000
2022/12/12 16:39:40.449	0.00000000002320330000	2022/12/12 16:39:40.699	0.00000000000105570000	2022/12/12 16:39:41.200	0.00000000000047510100	2022/12/12 16:39:41.450	0.00000000000019209700	2022/12/12 16:39:41.700	0.00000000000131612000	2022/12/12 16:39:41.950	0.00000000000359980000	2022/12/12 16:39:42.200	0.00000000000389918000	2022/12/12 16:39:42.451	0.00000000000020498100	2022/12/12 16:39:43.452	0.00000000000102125000
2022/12/12 16:39:46.774	0.00000000002322910000	2022/12/12 16:39:47.024	0.00000000000108069000	2022/12/12 16:39:47.525	0.00000000000049771900	2022/12/12 16:39:47.775	0.00000000000020792600	2022/12/12 16:39:48.025	0.00000000000132053000	2022/12/12 16:39:48.275	0.00000000000362328000	2022/12/12 16:39:48.525	0.00000000000396385000	2022/12/12 16:39:48.776	0.00000000000021700500	2022/12/12 16:39:49.777	0.00000000000091375000
2022/12/12 16:39:53.099	0.00000000002325380000	2022/12/12 16:39:53.349	0.00000000000107440000	2022/12/12 16:39:53.850	0.00000000000050946400	2022/12/12 16:39:54.100	0.00000000000022502900	2022/12/12 16:39:54.350	0.00000000000132375000	2022/12/12 16:39:54.600	0.00000000000360318000	2022/12/12 16:39:54.850	0.00000000000388472000	2022/12/12 16:39:55.101	0.00000000000020977000	2022/12/12 16:39:56.102	0.00000000000150500000
2022/12/12 16:39:59.424	0.00000000002309530000	2022/12/12 16:39:59.674	0.00000000000108279000	2022/12/12 16:40:00.175	0.00000000000047914900	2022/12/12 16:40:00.425	0.00000000000020664700	2022/12/12 16:40:00.675	0.00000000000127285000	2022/12/12 16:40:00.925	0.00000000000361404000	2022/12/12 16:40:01.175	0.00000000000385597000	2022/12/12 16:40:01.426	0.00000000000021311800	2022/12/12 16:40:01.676	0.00000000000000213656	2022/12/12 16:40:02.427	0.00000000000145125000
2022/12/12 16:40:05.749	0.00000000002319690000	2022/12/12 16:40:05.999	0.00000000000107387000	2022/12/12 16:40:06.500	0.00000000000049692900	2022/12/12 16:40:06.750	0.00000000000019356900	2022/12/12 16:40:07.000	0.00000000000131150000	2022/12/12 16:40:07.250	0.00000000000364925000	2022/12/12 16:40:07.500	0.00000000000384543000	2022/12/12 16:40:07.751	0.00000000000020745300	2022/12/12 16:40:08.752	0.00000000000155875000
2022/12/12 16:40:12.074	0.00000000002316080000	2022/12/12 16:40:12.324	0.00000000000107698000	2022/12/12 16:40:12.825	0.00000000000047843400	2022/12/12 16:40:13.075	0.00000000000020172900	2022/12/12 16:40:13.325	0.00000000000135304000	2022/12/12 16:40:13.575	0.00000000000362302000	2022/12/12 16:40:13.825	0.00000000000385032000	2022/12/12 16:40:14.076	0.00000000000021630600	2022/12/12 16:40:15.077	0.00000000000166625000
2022/12/12 16:40:18.399	0.00000000002337690000	2022/12/12 16:40:18.649	0.00000000000107575000	2022/12/12 16:40:19.150	0.00000000000048699100	2022/12/12 16:40:19.400	0.00000000000019764400	2022/12/12 16:40:19.650	0.00000000000132773000	2022/12/12 16:40:19.900	0.00000000000361479000	2022/12/12 16:40:20.150	0.00000000000382743000	2022/12/12 16:40:20.401	0.00000000000019878300	2022/12/12 16:40:21.402	0.00000000000166625000
2022/12/12 16:40:24.724	0.00000000002306460000	2022/12/12 16:40:24.974	0.00000000000106349000	2022/12/12 16:40:25.475	0.00000000000047648300	2022/12/12 16:40:25.725	0.00000000000020852800	2022/12/12 16:40:25.975	0.00000000000127726000	2022/12/12 16:40:26.225	0.00000000000356792000	2022/12/12 16:40:26.475	0.00000000000384672000	2022/12/12 16:40:26.726	0.00000000000019737500	2022/12/12 16:40:27.727	0.00000000000145125000
2022/12/12 16:40:31.049	0.00000000002320280000	2022/12/12 16:40:31.299	0.00000000000108064000	2022/12/12 16:40:31.800	0.00000000000044395300	2022/12/12 16:40:32.050	0.00000000000020515800	2022/12/12 16:40:32.300	0.00000000000125517000	2022/12/12 16:40:32.550	0.00000000000363565000	2022/12/12 16:40:32.800	0.00000000000385446000	2022/12/12 16:40:33.051	0.00000000000020206700	2022/12/12 16:40:34.052	0.00000000000145125000
2022/12/12 16:40:37.374	0.00000000002332690000	2022/12/12 16:40:37.624	0.00000000000105559000	2022/12/12 16:40:38.125	0.00000000000046287300	2022/12/12 16:40:38.375	0.00000000000020370700	2022/12/12 16:40:38.625	0.00000000000131757000	2022/12/12 16:40:38.875	0.00000000000364871000	2022/12/12 16:40:39.125	0.00000000000384533000	2022/12/12 16:40:39.376	0.00000000000020481400	2022/12/12 16:40:40.377	0.00000000000166625000
2022/12/12 16:40:43.699	0.00000000002322910000	2022/12/12 16:40:43.949	0.00000000000105925000	2022/12/12 16:40:44.450	0.00000000000045960500	2022/12/12 16:40:44.700	0.00000000000021091500	2022/12/12 16:40:44.950	0.00000000000129757000	2022/12/12 16:40:45.200	0.00000000000356233000	2022/12/12 16:40:45.450	0.00000000000390182000	2022/12/12 16:40:45.701	0.00000000000019468200	2022/12/12 16:40:46.702	0.00000000000145125000
2022/12/12 16:40:50.024	0.00000000002332590000	2022/12/12 16:40:50.274	0.00000000000107924000	2022/12/12 16:40:50.775	0.00000000000048377100	2022/12/12 16:40:51.025	0.00000000000019073100	2022/12/12 16:40:51.275	0.00000000000132848000	2022/12/12 16:40:51.525	0.00000000000364409000	2022/12/12 16:40:51.775	0.00000000000390628000	2022/12/12 16:40:52.026	0.00000000000022852900	2022/12/12 16:40:53.027	0.00000000000161250000
2022/12/12 16:40:56.349	0.00000000002318660000	2022/12/12 16:40:56.599	0.00000000000106774000	2022/12/12 16:40:57.100	0.00000000000048488400	2022/12/12 16:40:57.350	0.00000000000019747700	2022/12/12 16:40:57.600	0.00000000000131451000	2022/12/12 16:40:57.850	0.00000000000359539000	2022/12/12 16:40:58.100	0.00000000000384785000	2022/12/12 16:40:58.351	0.00000000000019469800	2022/12/12 16:40:59.352	0.00000000000150500000
2022/12/12 16:41:02.674	0.00000000002302590000	2022/12/12 16:41:02.924	0.00000000000107822000	2022/12/12 16:41:03.425	0.00000000000046405000	2022/12/12 16:41:03.675	0.00000000000019114000	2022/12/12 16:41:03.925	0.00000000000129032000	2022/12/12 16:41:04.175	0.00000000000364559000	2022/12/12 16:41:04.425	0.00000000000380598000	2022/12/12 16:41:04.676	0.00000000000019749300	2022/12/12 16:41:05.677	0.00000000000150500000
2022/12/12 16:41:08.999	0.00000000002327210000	2022/12/12 16:41:09.249	0.00000000000107854000	2022/12/12 16:41:09.750	0.00000000000047000600	2022/12/12 16:41:10.000	0.00000000000018263100	2022/12/12 16:41:10.250	0.00000000000131639000	2022/12/12 16:41:10.500	0.00000000000357862000	2022/12/12 16:41:10.750	0.00000000000389741000	2022/12/12 16:41:11.001	0.00000000000019497800	2022/12/12 16:41:12.002	0.00000000000139750000
2022/12/12 16:41:15.324	0.00000000002306090000	2022/12/12 16:41:15.574	0.00000000000102925000	2022/12/12 16:41:16.075	0.00000000000045704700	2022/12/12 16:41:16.325	0.00000000000018275500	2022/12/12 16:41:16.575	0.00000000000129564000	2022/12/12 16:41:16.825	0.00000000000364484000	2022/12/12 16:41:17.075	0.00000000000383597000	2022/12/12 16:41:17.326	0.00000000000020068100	2022/12/12 16:41:18.327	0.00000000000145125000
2022/12/12 16:41:21.649	0.00000000002315760000	2022/12/12 16:41:21.899	0.00000000000106204000	2022/12/12 16:41:22.400	0.00000000000049131800	2022/12/12 16:41:22.650	0.00000000000019998200	2022/12/12 16:41:22.900	0.00000000000126807000	2022/12/12 16:41:23.150	0.00000000000356851000	2022/12/12 16:41:23.400	0.00000000000384710000	2022/12/12 16:41:23.651	0.00000000000018397500	2022/12/12 16:41:24.652	0.00000000000155875000
2022/12/12 16:41:27.974	0.00000000002298990000	2022/12/12 16:41:28.224	0.00000000000104178000	2022/12/12 16:41:28.725	0.00000000000045645000	2022/12/12 16:41:28.975	0.00000000000022170200	2022/12/12 16:41:29.225	0.00000000000126984000	2022/12/12 16:41:29.475	0.00000000000357776000	2022/12/12 16:41:29.725	0.00000000000376599000	2022/12/12 16:41:29.976	0.00000000000020515300	2022/12/12 16:41:30.977	0.00000000000145125000
2022/12/12 16:41:34.299	0.00000000002304100000	2022/12/12 16:41:34.549	0.00000000000103054000	2022/12/12 16:41:35.050	0.00000000000046239500	2022/12/12 16:41:35.300	0.00000000000017986300	2022/12/12 16:41:35.550	0.00000000000132891000	2022/12/12 16:41:35.800	0.00000000000358695000	2022/12/12 16:41:36.050	0.00000000000381850000	2022/12/12 16:41:36.301	0.00000000000020832400	2022/12/12 16:41:37.302	0.00000000000166625000
2022/12/12 16:41:40.624	0.00000000002285660000	2022/12/12 16:41:40.874	0.00000000000104457000	2022/12/12 16:41:41.375	0.00000000000046821600	2022/12/12 16:41:41.625	0.00000000000020417400	2022/12/12 16:41:41.875	0.00000000000133251000	2022/12/12 16:41:42.125	0.00000000000358974000	2022/12/12 16:41:42.375	0.00000000000383119000	2022/12/12 16:41:42.626	0.00000000000022262100	2022/12/12 16:41:43.627	0.00000000000129000000
2022/12/12 16:41:46.949	0.00000000002301790000	2022/12/12 16:41:47.199	0.00000000000105581000	2022/12/12 16:41:47.700	0.00000000000048606600	2022/12/12 16:41:47.950	0.00000000000020578100	2022/12/12 16:41:48.200	0.00000000000134821000	2022/12/12 16:41:48.450	0.00000000000359254000	2022/12/12 16:41:48.700	0.00000000000385640000	2022/12/12 16:41:48.951	0.00000000000022052500	2022/12/12 16:41:49.952	0.00000000000150500000
2022/12/12 16:41:53.274	0.00000000002310280000	2022/12/12 16:41:53.524	0.00000000000102071000	2022/12/12 16:41:54.025	0.00000000000049617700	2022/12/12 16:41:54.275	0.00000000000020866300	2022/12/12 16:41:54.525	0.00000000000127753000	2022/12/12 16:41:54.775	0.00000000000361200000	2022/12/12 16:41:55.025	0.00000000000386650000	2022/12/12 16:41:55.276	0.00000000000018327100	2022/12/12 16:41:56.277	0.00000000000155875000
2022/12/12 16:41:59.599	0.00000000002300660000	2022/12/12 16:41:59.849	0.00000000000106683000	2022/12/12 16:42:00.350	0.00000000000051158700	2022/12/12 16:42:00.600	0.00000000000020712000	2022/12/12 16:42:00.850	0.00000000000128629000	2022/12/12 16:42:01.100	0.00000000000367015000	2022/12/12 16:42:01.350	0.00000000000380399000	2022/12/12 16:42:01.601	0.00000000000020749100	2022/12/12 16:42:02.602	0.00000000000161250000
2022/12/12 16:42:05.924	0.00000000002306190000	2022/12/12 16:42:06.174	0.00000000000103087000	2022/12/12 16:42:06.675	0.00000000000043170400	2022/12/12 16:42:06.925	0.00000000000020740500	2022/12/12 16:42:07.175	0.00000000000128564000	2022/12/12 16:42:07.425	0.00000000000358394000	2022/12/12 16:42:07.675	0.00000000000374202000	2022/12/12 16:42:07.926	0.00000000000019066200	2022/12/12 16:42:08.927	0.00000000000150500000
2022/12/12 16:42:12.249	0.00000000002288670000	2022/12/12 16:42:12.499	0.00000000000106650000	2022/12/12 16:42:13.000	0.00000000000045421400	2022/12/12 16:42:13.250	0.00000000000017080100	2022/12/12 16:42:13.500	0.00000000000128140000	2022/12/12 16:42:13.750	0.00000000000357136000	2022/12/12 16:42:14.000	0.00000000000376680000	2022/12/12 16:42:14.251	0.00000000000020162100	2022/12/12 16:42:15.252	0.00000000000129000000
2022/12/12 16:42:18.574	0.00000000002297160000	2022/12/12 16:42:18.824	0.00000000000106822000	2022/12/12 16:42:19.325	0.00000000000045009700	2022/12/12 16:42:19.575	0.00000000000021879400	2022/12/12 16:42:19.825	0.00000000000130924000	2022/12/12 16:42:20.075	0.00000000000359007000	2022/12/12 16:42:20.325	0.00000000000374739000	2022/12/12 16:42:20.576	0.00000000000019438600	2022/12/12 16:42:21.577	0.00000000000134375000
2022/12/12 16:42:24.899	0.00000000002259490000	2022/12/12 16:42:25.149	0.00000000000106021000	2022/12/12 16:42:25.650	0.00000000000048521700	2022/12/12 16:42:25.900	0.00000000000022631400	2022/12/12 16:42:26.150	0.00000000000130015000	2022/12/12 16:42:26.400	0.00000000000360162000	2022/12/12 16:42:26.650	0.00000000000378099000	2022/12/12 16:42:26.901	0.00000000000020021800	2022/12/12 16:42:27.902	0.00000000000134375000
2022/12/12 16:42:31.224	0.00000000002312430000	2022/12/12 16:42:31.474	0.00000000000103146000	2022/12/12 16:42:31.975	0.00000000000046868400	2022/12/12 16:42:32.225	0.00000000000019092000	2022/12/12 16:42:32.475	0.00000000000129817000	2022/12/12 16:42:32.725	0.00000000000353970000	2022/12/12 16:42:32.975	0.00000000000379141000	2022/12/12 16:42:33.226	0.00000000000020087400	2022/12/12 16:42:34.227	0.00000000000129000000
2022/12/12 16:42:37.549	0.00000000002297270000	2022/12/12 16:42:37.799	0.00000000000107629000	2022/12/12 16:42:38.300	0.00000000000048170200	2022/12/12 16:42:38.550	0.00000000000019884200	2022/12/12 16:42:38.800	0.00000000000127167000	2022/12/12 16:42:39.050	0.00000000000357437000	2022/12/12 16:42:39.300	0.00000000000377782000	2022/12/12 16:42:39.551	0.00000000000021109700	2022/12/12 16:42:40.552	0.00000000000166625000
