datetime	Date	Elapsed time	Time	VMon1	VMon2	VMon3	VMon4	VMon5	VMon6	VMon7	VMon8	IMon1	IMon2	IMon3	IMon4	IMon5	IMon6	IMon7	IMon8	Comment	hv_grid	em
2023-01-12 17:32:11	12/01/2023	1069.534	17:32:11.894	0.16	100.06	1000.0	1000.14	1000.1	499.98	0.0	0.04	-0.4015	2.7498	10.1528	10.1762	10.1411	10.1533	-0.0191	-0.0116		4.015e-07	2.7498e-06
2023-01-12 17:32:17	12/01/2023	1075.567	17:32:17.927	0.16	100.06	1000.0	1000.14	1000.1	499.98	0.0	0.04	-0.3988	2.7492	10.1629	10.1897	10.1525	10.165	-0.0191	-0.0116		3.9879999999999994e-07	2.7492e-06
2023-01-12 17:32:23	12/01/2023	1081.569	17:32:23.929	0.14	100.06	1000.0	1000.14	1000.1	499.98	0.0	0.04	-0.4044	2.7589	10.1735	10.2003	10.1615	10.1768	-0.0191	-0.0116		4.0439999999999994e-07	2.7589e-06
2023-01-12 17:32:30	12/01/2023	1088.7730000000001	17:32:31.133	0.16	100.06	1000.0	1000.14	1000.1	499.98	0.0	0.04	-0.398	2.7537	10.184	10.2094	10.1728	10.1834	-0.0191	-0.011		3.98e-07	2.7536999999999996e-06
2023-01-12 17:32:36	12/01/2023	1094.776	17:32:37.136	0.14	100.06	1000.0	1000.14	1000.1	499.98	0.0	0.04	-0.4011	2.7624	10.1927	10.2186	10.1878	10.1991	-0.0191	-0.011		4.011e-07	2.7624e-06
2023-01-12 17:32:42	12/01/2023	1100.7720000000002	17:32:43.132	0.14	100.06	1000.0	1000.14	1000.08	499.98	0.0	0.04	-0.4023	2.7665	10.208	10.2325	10.2262	10.2361	-0.0191	-0.011		4.023e-07	2.7665e-06
2023-01-12 17:32:49	12/01/2023	1106.768	17:32:49.128	0.12	100.08	1000.0	1000.14	1000.08	499.98	0.0	0.04	-0.3792	2.5825	10.3359	10.3659	10.3461	10.3539	-0.0191	-0.011		3.7919999999999995e-07	2.5825e-06
2023-01-12 17:32:55	12/01/2023	1112.766	17:32:55.126	0.12	100.08	1000.02	1000.14	1000.1	499.98	0.0	0.04	-0.3893	2.6951	10.2986	10.3256	10.2889	10.3113	-0.0191	-0.011		3.8929999999999997e-07	2.6951e-06
2023-01-12 17:33:01	12/01/2023	1118.765	17:33:01.125	0.14	100.08	1000.02	1000.14	1000.1	499.98	0.0	0.04	-0.3933	2.6772	10.306	10.3353	10.2972	10.3111	-0.0191	-0.011		3.9329999999999995e-07	2.6772e-06
2023-01-12 17:33:08	12/01/2023	1125.948	17:33:08.308	0.14	100.06	1000.02	1000.14	1000.1	499.98	0.0	0.04	-0.4029	2.7613	10.2619	10.2863	10.2473	10.2587	-0.0191	-0.011		4.029e-07	2.7612999999999997e-06
2023-01-12 17:33:14	12/01/2023	1131.949	17:33:14.309	0.12	100.06	1000.02	1000.14	1000.1	499.98	0.0	0.04	-0.403	2.7772	10.2631	10.2923	10.2536	10.2628	-0.0191	-0.011		4.03e-07	2.7772e-06
2023-01-12 17:33:20	12/01/2023	1137.96	17:33:20.320	0.12	100.06	1000.02	1000.14	1000.1	499.98	0.0	0.04	-0.4026	2.7867	10.2636	10.2936	10.2541	10.2684	-0.0191	-0.011		4.026e-07	2.7867e-06
2023-01-12 17:33:27	12/01/2023	1145.1580000000001	17:33:27.518	0.12	100.06	1000.02	1000.14	1000.1	499.98	0.0	0.04	-0.4089	2.7916	10.2719	10.2996	10.2628	10.2732	-0.0191	-0.011		4.0889999999999996e-07	2.7915999999999997e-06
2023-01-12 17:33:33	12/01/2023	1151.1470000000002	17:33:33.507	0.12	100.06	1000.02	1000.14	1000.1	499.98	0.0	0.04	-0.4055	2.7924	10.2883	10.3133	10.2773	10.2899	-0.0191	-0.011		4.055e-07	2.7924e-06
2023-01-12 17:33:39	12/01/2023	1157.151	17:33:39.511	0.12	100.06	1000.02	1000.14	1000.1	499.98	0.0	0.04	-0.4044	2.797	10.2889	10.3128	10.278	10.2909	-0.0191	-0.011		4.0439999999999994e-07	2.797e-06
2023-01-12 17:33:46	12/01/2023	1164.3490000000002	17:33:46.709	0.12	100.06	1000.0	1000.14	1000.1	500.0	0.0	0.04	-0.4043	2.7864	10.3224	10.3463	10.3096	10.3181	-0.0191	-0.0105		4.043e-07	2.7863999999999997e-06
2023-01-12 17:33:52	12/01/2023	1170.3580000000002	17:33:52.718	0.12	100.06	1000.0	1000.14	1000.1	500.0	0.0	0.04	-0.4028	2.7765	10.3384	10.3614	10.3263	10.3354	-0.0191	-0.0104		4.028e-07	2.7765e-06
2023-01-12 17:33:58	12/01/2023	1176.353	17:33:58.713	0.12	100.06	1000.0	1000.14	1000.1	500.0	0.0	0.04	-0.4016	2.7777	10.3507	10.3718	10.3379	10.3456	-0.0191	-0.0104		4.016e-07	2.7776999999999997e-06
2023-01-12 17:34:04	12/01/2023	1182.351	17:34:04.711	0.12	100.06	1000.0	1000.14	1000.1	500.0	0.0	0.04	-0.4029	2.7832	10.3416	10.366	10.3302	10.3425	-0.0191	-0.0104		4.029e-07	2.7832e-06
2023-01-12 17:34:11	12/01/2023	1189.549	17:34:11.909	0.12	100.06	1000.0	1000.14	1000.1	499.98	0.0	0.04	-0.3999	2.7817	10.354	10.3777	10.3401	10.3507	-0.0191	-0.0104		3.999e-07	2.7816999999999996e-06
2023-01-12 17:34:17	12/01/2023	1195.5430000000001	17:34:17.903	0.1	100.06	1000.0	1000.14	1000.1	499.98	0.0	0.04	-0.399	2.7878	10.3532	10.3768	10.3391	10.3519	-0.0191	-0.0104		3.99e-07	2.7878e-06
2023-01-12 17:34:23	12/01/2023	1201.537	17:34:23.897	0.1	100.06	1000.0	1000.14	1000.1	499.98	0.0	0.04	-0.4022	2.7974	10.3512	10.3771	10.3395	10.3526	-0.0191	-0.0104		4.022e-07	2.7974e-06
2023-01-12 17:34:30	12/01/2023	1208.558	17:34:30.918	401.32	100.12	1000.0	1000.14	1000.1	499.98	0.0	0.04	0.5246	0.0591	10.3711	10.3855	10.3661	10.3735	-0.0191	-0.0104		5.245999999999999e-07	5.91e-08
2023-01-12 17:34:36	12/01/2023	1214.566	17:34:36.926	499.92	100.1	1000.0	1000.14	1000.1	499.98	0.0	0.04	0.025	0.0278	10.3842	10.4094	10.3723	10.384	-0.0191	-0.0104		2.5e-08	2.7799999999999997e-08
2023-01-12 17:34:42	12/01/2023	1220.5810000000001	17:34:42.941	499.9	100.1	1000.0	1000.16	1000.1	499.98	0.0	0.04	0.0216	0.0252	10.3893	10.4182	10.3787	10.3909	-0.0189	-0.0104		2.16e-08	2.52e-08
2023-01-12 17:34:49	12/01/2023	1227.8020000000001	17:34:50.162	499.9	100.1	1000.0	1000.16	1000.1	499.98	0.0	0.04	0.0205	0.0229	10.375	10.3966	10.3596	10.3707	-0.0189	-0.0104		2.05e-08	2.29e-08
2023-01-12 17:34:55	12/01/2023	1233.7930000000001	17:34:56.153	499.9	100.08	1000.0	1000.16	1000.1	499.98	0.0	0.04	0.0194	0.0227	10.3799	10.4039	10.366	10.3796	-0.0189	-0.0105		1.94e-08	2.27e-08
2023-01-12 17:35:01	12/01/2023	1239.798	17:35:02.158	499.9	100.08	1000.0	1000.16	1000.1	499.98	0.0	0.04	0.0194	0.0226	10.3934	10.4188	10.3815	10.3951	-0.0189	-0.0113	grid repelling	1.94e-08	2.2599999999999997e-08
2023-01-12 17:35:08	12/01/2023	1245.805	17:35:08.165	499.9	100.08	1000.0	1000.16	1000.1	499.98	0.0	0.04	0.0194	0.0226	10.4082	10.4344	10.3968	10.4099	-0.0189	-0.0117		1.94e-08	2.2599999999999997e-08
2023-01-12 17:35:14	12/01/2023	1251.8400000000001	17:35:14.200	499.9	100.08	1000.0	1000.16	1000.1	499.98	0.0	0.04	0.0189	0.0226	10.413	10.439	10.4029	10.4153	-0.0189	-0.0117		1.89e-08	2.2599999999999997e-08
2023-01-12 17:35:20	12/01/2023	1257.851	17:35:20.211	499.9	100.08	1000.0	1000.16	1000.1	499.98	0.0	0.04	0.0188	0.0219	10.4275	10.4519	10.4156	10.427	-0.0189	-0.0117		1.88e-08	2.1899999999999998e-08
2023-01-12 17:35:27	12/01/2023	1265.064	17:35:27.424	499.9	100.08	1000.0	1000.16	1000.1	499.98	0.0	0.04	0.0188	0.0219	10.4207	10.4483	10.4083	10.4224	-0.0192	-0.0117		1.88e-08	2.1899999999999998e-08
2023-01-12 17:35:33	12/01/2023	1271.076	17:35:33.436	499.92	100.08	1000.0	1000.16	1000.1	499.98	0.0	0.04	0.0188	0.0219	10.4204	10.4469	10.4074	10.4188	-0.0192	-0.0117		1.88e-08	2.1899999999999998e-08
2023-01-12 17:35:39	12/01/2023	1277.085	17:35:39.445	499.92	100.08	1000.02	1000.16	1000.1	499.98	0.0	0.04	0.0188	0.0226	10.4244	10.4503	10.411	10.4216	-0.0192	-0.0117		1.88e-08	2.2599999999999997e-08
2023-01-12 17:35:46	12/01/2023	1284.3010000000002	17:35:46.661	499.92	100.08	1000.02	1000.16	1000.1	499.98	0.0	0.04	0.0188	0.0226	10.4316	10.4568	10.4172	10.4293	-0.0192	-0.0117		1.88e-08	2.2599999999999997e-08
2023-01-12 17:35:52	12/01/2023	1290.308	17:35:52.668	499.92	100.08	1000.02	1000.16	1000.1	499.98	0.0	0.04	0.0188	0.0228	10.4409	10.4677	10.4256	10.4395	-0.0192	-0.0117		1.88e-08	2.28e-08
2023-01-12 17:35:58	12/01/2023	1296.327	17:35:58.687	499.92	100.08	1000.02	1000.16	1000.1	499.98	0.0	0.04	0.0189	0.0227	10.4427	10.4709	10.4313	10.4463	-0.0192	-0.0117		1.89e-08	2.27e-08
2023-01-12 17:36:05	12/01/2023	1303.554	17:36:05.914	499.94	100.08	1000.02	1000.16	1000.1	499.98	0.0	0.04	0.0189	0.0227	10.448	10.4756	10.437	10.454	-0.0192	-0.0117		1.89e-08	2.27e-08
2023-01-12 17:36:11	12/01/2023	1309.567	17:36:11.927	499.94	100.08	1000.02	1000.16	1000.1	499.98	0.0	0.04	0.0189	0.0226	10.4529	10.4824	10.443	10.457	-0.0192	-0.0117		1.89e-08	2.2599999999999997e-08
2023-01-12 17:36:17	12/01/2023	1315.5790000000002	17:36:17.939	499.94	100.08	1000.02	1000.16	1000.1	499.98	0.0	0.04	0.0189	0.0226	10.4633	10.4917	10.4532	10.465	-0.0192	-0.0118		1.89e-08	2.2599999999999997e-08
2023-01-12 17:36:24	12/01/2023	1322.789	17:36:25.149	499.94	100.08	1000.02	1000.16	1000.1	499.98	0.0	0.04	0.0189	0.0223	10.4732	10.502	10.4612	10.4746	-0.0192	-0.0118		1.89e-08	2.2299999999999998e-08
2023-01-12 17:36:30	12/01/2023	1328.787	17:36:31.147	499.94	100.08	1000.02	1000.16	1000.1	499.98	0.0	0.04	0.0189	0.0223	10.4948	10.5221	10.4837	10.4954	-0.0192	-0.0121		1.89e-08	2.2299999999999998e-08
2023-01-12 17:36:36	12/01/2023	1334.795	17:36:37.155	499.94	100.08	1000.02	1000.16	1000.1	499.98	0.0	0.04	0.0189	0.0223	10.4917	10.5183	10.4804	10.4921	-0.0192	-0.0121		1.89e-08	2.2299999999999998e-08
2023-01-12 17:36:43	12/01/2023	1340.795	17:36:43.155	499.96	100.08	1000.02	1000.16	1000.1	499.98	0.0	0.04	0.0196	0.0223	10.5004	10.5248	10.4841	10.4972	-0.0193	-0.0121		1.9599999999999997e-08	2.2299999999999998e-08
2023-01-12 17:36:49	12/01/2023	1346.851	17:36:49.211	499.96	100.08	1000.02	1000.16	1000.1	499.98	0.0	0.04	0.0196	0.0223	10.4943	10.5225	10.4808	10.4945	-0.0193	-0.0126		1.9599999999999997e-08	2.2299999999999998e-08
2023-01-12 17:36:55	12/01/2023	1352.852	17:36:55.212	499.96	100.08	1000.02	1000.16	1000.1	499.98	0.0	0.04	0.0196	0.0226	10.5037	10.5278	10.4881	10.5002	-0.0193	-0.0126		1.9599999999999997e-08	2.2599999999999997e-08
2023-01-12 17:37:02	12/01/2023	1360.063	17:37:02.423	499.96	100.08	1000.02	1000.16	1000.1	499.98	0.0	0.04	0.0196	0.0207	10.5074	10.5339	10.495	10.5048	-0.0193	-0.0126		1.9599999999999997e-08	2.07e-08
2023-01-12 17:37:08	12/01/2023	1366.0720000000001	17:37:08.432	499.96	100.08	1000.02	1000.16	1000.1	499.98	0.0	0.04	0.0196	0.0221	10.513	10.5378	10.4982	10.5099	-0.0193	-0.0126		1.9599999999999997e-08	2.21e-08
2023-01-12 17:37:14	12/01/2023	1372.082	17:37:14.442	499.96	100.08	1000.02	1000.16	1000.1	499.98	0.0	0.04	0.0196	0.0219	10.5114	10.5376	10.5001	10.5126	-0.0193	-0.0126		1.9599999999999997e-08	2.1899999999999998e-08
2023-01-12 17:37:21	12/01/2023	1379.3000000000002	17:37:21.660	499.96	100.08	1000.02	1000.16	1000.1	499.98	0.0	0.04	0.0196	0.0234	10.5238	10.547	10.5105	10.5246	-0.0193	-0.0126		1.9599999999999997e-08	2.34e-08
2023-01-12 17:37:27	12/01/2023	1385.3120000000001	17:37:27.672	499.96	100.08	1000.02	1000.16	1000.1	499.98	0.0	0.04	0.0196	0.0228	10.5223	10.5476	10.5093	10.5213	-0.0193	-0.0126		1.9599999999999997e-08	2.28e-08
2023-01-12 17:37:33	12/01/2023	1391.323	17:37:33.683	499.96	100.08	1000.02	1000.16	1000.1	499.98	0.0	0.04	0.0196	0.0228	10.5275	10.5542	10.5146	10.5282	-0.0195	-0.0126		1.9599999999999997e-08	2.28e-08
2023-01-12 17:37:40	12/01/2023	1398.537	17:37:40.897	499.96	100.08	1000.02	1000.16	1000.08	499.98	0.0	0.04	0.0196	0.0228	10.5406	10.5653	10.5272	10.5386	-0.0195	-0.0126		1.9599999999999997e-08	2.28e-08
2023-01-12 17:37:46	12/01/2023	1404.5520000000001	17:37:46.912	499.96	100.08	1000.02	1000.16	1000.08	499.98	0.0	0.04	0.0196	0.0219	10.545	10.5702	10.5325	10.5461	-0.0195	-0.0126		1.9599999999999997e-08	2.1899999999999998e-08
2023-01-12 17:37:52	12/01/2023	1410.567	17:37:52.927	499.96	100.08	1000.02	1000.16	1000.08	499.98	0.0	0.04	0.0196	0.0224	10.5531	10.5775	10.5374	10.5506	-0.0195	-0.0126		1.9599999999999997e-08	2.24e-08
2023-01-12 17:37:59	12/01/2023	1417.7820000000002	17:38:00.142	499.96	100.08	1000.02	1000.14	1000.08	499.98	0.0	0.04	0.0196	0.0221	10.5652	10.5921	10.5528	10.566	-0.0195	-0.0126		1.9599999999999997e-08	2.21e-08
2023-01-12 17:38:05	12/01/2023	1423.799	17:38:06.159	499.96	100.08	1000.02	1000.16	1000.08	499.98	0.0	0.04	0.0196	0.0213	10.5579	10.5858	10.5436	10.5579	-0.0195	-0.0126		1.9599999999999997e-08	2.13e-08
2023-01-12 17:38:11	12/01/2023	1429.8190000000002	17:38:12.179	499.96	100.08	1000.02	1000.16	1000.08	499.98	0.0	0.04	0.0196	0.0234	10.5668	10.5922	10.553	10.5695	-0.0195	-0.0126		1.9599999999999997e-08	2.34e-08
2023-01-12 17:38:17	12/01/2023	1435.8490000000002	17:38:18.209	499.96	100.08	1000.02	1000.14	1000.1	499.98	0.0	0.04	0.0196	0.0234	10.5995	10.6254	10.5839	10.6003	-0.0195	-0.0124		1.9599999999999997e-08	2.34e-08
2023-01-12 17:38:24	12/01/2023	1441.863	17:38:24.223	499.96	100.08	1000.04	1000.14	1000.1	499.98	0.0	0.04	0.0196	0.0234	10.5945	10.6158	10.5764	10.5913	-0.0195	-0.0124		1.9599999999999997e-08	2.34e-08
2023-01-12 17:38:30	12/01/2023	1447.8690000000001	17:38:30.229	499.98	100.08	1000.04	1000.14	1000.1	499.98	0.0	0.04	0.0196	0.0234	10.5893	10.6138	10.5735	10.5881	-0.0195	-0.0124		1.9599999999999997e-08	2.34e-08
2023-01-12 17:38:36	12/01/2023	1453.882	17:38:36.242	499.98	100.08	1000.04	1000.16	1000.1	499.98	0.0	0.04	0.0196	0.0234	10.584	10.6076	10.5679	10.5795	-0.0195	-0.0124		1.9599999999999997e-08	2.34e-08
2023-01-12 17:38:43	12/01/2023	1461.0900000000001	17:38:43.450	499.98	100.08	1000.04	1000.16	1000.1	499.98	0.0	0.04	0.0197	0.0228	10.5856	10.61	10.5705	10.5818	-0.0195	-0.0124		1.9699999999999998e-08	2.28e-08
2023-01-12 17:38:49	12/01/2023	1467.101	17:38:49.461	499.98	100.08	1000.04	1000.16	1000.1	499.98	0.0	0.04	0.0197	0.0228	10.5916	10.6173	10.579	10.5919	-0.0194	-0.0123		1.9699999999999998e-08	2.28e-08
2023-01-12 17:38:55	12/01/2023	1473.1090000000002	17:38:55.469	499.98	100.08	1000.04	1000.16	1000.1	499.98	0.0	0.04	0.0197	0.0228	10.5953	10.6244	10.5838	10.5992	-0.0194	-0.0123		1.9699999999999998e-08	2.28e-08
2023-01-12 17:39:02	12/01/2023	1480.3190000000002	17:39:02.679	499.98	100.08	1000.04	1000.16	1000.1	499.98	0.0	0.04	0.0197	0.0225	10.6026	10.6294	10.5904	10.6033	-0.0194	-0.0123		1.9699999999999998e-08	2.25e-08
2023-01-12 17:39:08	12/01/2023	1486.332	17:39:08.692	499.98	100.08	1000.04	1000.16	1000.1	499.98	0.0	0.04	0.0197	0.0225	10.6101	10.6361	10.5969	10.6089	-0.0189	-0.0123		1.9699999999999998e-08	2.25e-08
2023-01-12 17:39:14	12/01/2023	1492.352	17:39:14.712	499.98	100.08	1000.02	1000.16	1000.1	499.98	0.0	0.04	0.0197	0.0212	10.6249	10.6503	10.6138	10.6281	-0.0186	-0.0123		1.9699999999999998e-08	2.1199999999999998e-08
2023-01-12 17:39:21	12/01/2023	1499.563	17:39:21.923	499.98	100.08	1000.02	1000.16	1000.1	499.98	0.0	0.04	0.0197	0.0211	10.6368	10.6634	10.6251	10.6408	-0.0185	-0.0123		1.9699999999999998e-08	2.11e-08
2023-01-12 17:39:27	12/01/2023	1505.5780000000002	17:39:27.938	499.98	100.08	1000.02	1000.16	1000.1	499.98	0.0	0.04	0.0197	0.0211	10.6351	10.6602	10.6218	10.6364	-0.0185	-0.0123		1.9699999999999998e-08	2.11e-08
2023-01-12 17:39:33	12/01/2023	1511.594	17:39:33.954	499.98	100.08	1000.02	1000.16	1000.1	499.98	0.0	0.04	0.0197	0.0211	10.6428	10.666	10.6283	10.6407	-0.0185	-0.0123		1.9699999999999998e-08	2.11e-08
2023-01-12 17:39:40	12/01/2023	1518.818	17:39:41.178	499.98	100.08	1000.02	1000.16	1000.1	499.96	0.0	0.04	0.0198	0.0211	10.7099	10.7322	10.6971	10.7065	-0.0185	-0.0123		1.9800000000000002e-08	2.11e-08
2023-01-12 17:39:46	12/01/2023	1524.8300000000002	17:39:47.190	499.98	100.08	1000.02	1000.16	1000.1	499.98	0.0	0.04	0.0198	0.0219	10.6893	10.7166	10.6789	10.6876	-0.0185	-0.0123		1.9800000000000002e-08	2.1899999999999998e-08
2023-01-12 17:39:52	12/01/2023	1529.66	17:39:52.020	499.98	100.08	1000.02	1000.16	1000.1	499.98	0.0	0.04	0.0198	0.0219	10.6921	10.7183	10.6815	10.6887	-0.0185	-0.0123		1.9800000000000002e-08	2.1899999999999998e-08
2023-01-12 17:39:59	12/01/2023	1537.5110000000002	17:39:59.871	449.4	100.08	1000.02	1000.16	1000.1	499.96	0.0	0.04	-0.4348	0.0225	10.7073	10.7324	10.6949	10.7053	-0.0185	-0.0123		4.348e-07	2.25e-08
2023-01-12 17:40:05	12/01/2023	1543.6180000000002	17:40:05.978	0.18	100.0	1000.02	1000.16	1000.1	499.98	0.0	0.04	-0.4711	2.9207	10.6366	10.6737	10.622	10.6305	-0.0185	-0.0123		4.711e-07	2.9207e-06
2023-01-12 17:40:11	12/01/2023	1549.651	17:40:12.011	0.18	100.02	1000.02	1000.16	1000.1	499.98	0.0	0.04	-0.4216	2.9167	10.6606	10.6847	10.6474	10.655	-0.0185	-0.0123	grid transparent	4.2159999999999996e-07	2.9167e-06
2023-01-12 17:40:18	12/01/2023	1555.681	17:40:18.041	0.16	100.02	1000.02	1000.16	1000.1	499.98	0.0	0.04	-0.4153	2.8994	10.6622	10.6851	10.6483	10.6595	-0.0185	-0.0123		4.1529999999999997e-07	2.8993999999999997e-06
2023-01-12 17:40:24	12/01/2023	1561.683	17:40:24.043	0.18	100.04	1000.02	1000.16	1000.1	499.98	0.0	0.04	-0.4105	2.8793	10.6643	10.6868	10.6488	10.6568	-0.0185	-0.0123		4.105e-07	2.8793e-06
2023-01-12 17:40:30	12/01/2023	1567.651	17:40:30.011	0.18	100.04	1000.02	1000.16	1000.1	499.98	0.0	0.04	-0.4099	2.8592	10.6711	10.6945	10.66	10.6708	-0.0185	-0.0123		4.099e-07	2.8591999999999997e-06
2023-01-12 17:40:37	12/01/2023	1574.8410000000001	17:40:37.201	0.18	100.04	1000.02	1000.16	1000.1	499.98	0.0	0.04	-0.4104	2.8584	10.6774	10.7027	10.667	10.6782	-0.0185	-0.0123		4.1039999999999997e-07	2.8584e-06
2023-01-12 17:40:43	12/01/2023	1580.8470000000002	17:40:43.207	0.18	100.04	1000.02	1000.16	1000.1	499.98	0.0	0.04	-0.4058	2.8515	10.687	10.7117	10.6748	10.6841	-0.0185	-0.0123		4.058e-07	2.8515e-06
2023-01-12 17:40:49	12/01/2023	1586.846	17:40:49.206	0.16	100.04	1000.02	1000.16	1000.1	499.98	0.0	0.04	-0.4078	2.853	10.6856	10.7098	10.6751	10.6811	-0.0185	-0.0122		4.078e-07	2.853e-06
2023-01-12 17:40:56	12/01/2023	1594.0510000000002	17:40:56.411	0.18	100.04	1000.02	1000.16	1000.1	499.98	0.0	0.04	-0.4107	2.862	10.6905	10.7112	10.6756	10.6823	-0.0185	-0.0122		4.107e-07	2.862e-06
2023-01-12 17:41:02	12/01/2023	1600.0500000000002	17:41:02.410	0.16	100.04	1000.02	1000.16	1000.1	499.96	0.0	0.04	-0.4088	2.8476	10.7087	10.7292	10.692	10.7035	-0.0185	-0.0122		4.0879999999999995e-07	2.8475999999999996e-06
2023-01-12 17:41:08	12/01/2023	1606.047	17:41:08.407	0.16	100.04	1000.02	1000.16	1000.1	499.96	0.0	0.04	-0.3993	2.7851	10.7759	10.7899	10.7538	10.764	-0.0183	-0.0122		3.993e-07	2.7851e-06
2023-01-12 17:41:15	12/01/2023	1613.2410000000002	17:41:15.601	0.18	100.04	1000.02	1000.16	1000.1	499.96	0.0	0.04	-0.4105	2.8434	10.7173	10.7452	10.7099	10.7199	-0.0183	-0.0122		4.105e-07	2.8433999999999997e-06
2023-01-12 17:41:21	12/01/2023	1619.24	17:41:21.600	0.16	100.06	1000.02	1000.16	1000.1	499.96	0.0	0.04	-0.3978	2.7709	10.7905	10.8055	10.7694	10.7749	-0.0183	-0.0122		3.978e-07	2.7709e-06
2023-01-12 17:41:27	12/01/2023	1625.2440000000001	17:41:27.604	0.16	100.04	1000.02	1000.16	1000.1	499.96	0.0	0.04	-0.4056	2.8092	10.7465	10.7727	10.739	10.7475	-0.0183	-0.0122		4.056e-07	2.8092e-06
2023-01-12 17:41:34	12/01/2023	1632.44	17:41:34.800	0.16	100.04	1000.02	1000.16	1000.1	499.96	0.0	0.04	-0.4129	2.8429	10.7313	10.7565	10.721	10.7273	-0.0183	-0.0122		4.1289999999999995e-07	2.8429e-06
2023-01-12 17:41:40	12/01/2023	1638.433	17:41:40.793	0.16	100.04	1000.02	1000.16	1000.1	499.96	0.0	0.04	-0.4079	2.8481	10.7511	10.7595	10.7252	10.7328	-0.0176	-0.0122		4.0789999999999994e-07	2.8481e-06
2023-01-12 17:41:46	12/01/2023	1644.4370000000001	17:41:46.797	0.16	100.04	1000.02	1000.16	1000.1	499.96	0.0	0.04	-0.4119	2.8435	10.7443	10.771	10.7354	10.7491	-0.0176	-0.0122		4.119e-07	2.8435e-06
2023-01-12 17:41:53	12/01/2023	1651.6370000000002	17:41:53.997	0.14	100.04	1000.02	1000.16	1000.1	499.96	0.0	0.04	-0.4121	2.8515	10.7392	10.7639	10.7296	10.7418	-0.0176	-0.0122		4.121e-07	2.8515e-06
2023-01-12 17:41:59	12/01/2023	1657.6290000000001	17:41:59.989	0.16	100.04	1000.02	1000.16	1000.1	499.96	0.0	0.04	-0.4126	2.8632	10.7388	10.7589	10.7244	10.7356	-0.0175	-0.0119		4.1260000000000003e-07	2.8632e-06
2023-01-12 17:42:05	12/01/2023	1663.631	17:42:05.991	0.16	100.04	1000.02	1000.16	1000.1	499.96	0.0	0.04	-0.4128	2.864	10.7388	10.7629	10.7287	10.7406	-0.0175	-0.0119		4.128e-07	2.8639999999999996e-06
2023-01-12 17:42:12	12/01/2023	1670.834	17:42:13.194	0.16	100.04	1000.02	1000.16	1000.1	499.96	0.0	0.04	-0.4133	2.8656	10.7418	10.7655	10.7315	10.7423	-0.0175	-0.0119		4.133e-07	2.8656e-06
2023-01-12 17:42:18	12/01/2023	1676.824	17:42:19.184	0.16	100.04	1000.02	1000.16	1000.1	499.96	0.0	0.04	-0.4173	2.8702	10.7433	10.7654	10.7287	10.7363	-0.0175	-0.0116		4.173e-07	2.8702e-06
2023-01-12 17:42:24	12/01/2023	1682.823	17:42:25.183	0.14	100.04	1000.02	1000.16	1000.1	499.96	0.0	0.04	-0.4169	2.8654	10.7471	10.7694	10.7359	10.7473	-0.0175	-0.0113		4.169e-07	2.8654e-06
2023-01-12 17:42:30	12/01/2023	1688.817	17:42:31.177	0.14	100.04	1000.02	1000.16	1000.1	499.96	0.0	0.04	-0.4144	2.8592	10.7486	10.7725	10.7358	10.7474	-0.0175	-0.0113		4.1439999999999995e-07	2.8591999999999997e-06
2023-01-12 17:42:37	12/01/2023	1694.8200000000002	17:42:37.180	0.14	100.04	1000.02	1000.16	1000.1	499.96	0.0	0.04	-0.4157	2.8656	10.7665	10.7857	10.7462	10.7585	-0.0175	-0.0113		4.157e-07	2.8656e-06
2023-01-12 17:42:43	12/01/2023	1700.834	17:42:43.194	0.14	100.04	1000.02	1000.16	1000.1	499.96	0.0	0.04	-0.4134	2.8664	10.7708	10.7925	10.7568	10.7709	-0.0175	-0.0113		4.134e-07	2.8663999999999998e-06
2023-01-12 17:42:49	12/01/2023	1706.826	17:42:49.186	0.14	100.06	1000.02	1000.16	1000.1	499.96	0.0	0.04	-0.4111	2.8785	10.7753	10.8021	10.7666	10.7788	-0.0175	-0.0113		4.111e-07	2.8784999999999996e-06
2023-01-12 17:42:56	12/01/2023	1714.0210000000002	17:42:56.381	0.12	100.06	1000.02	1000.16	1000.12	499.96	0.0	0.04	-0.4166	2.8732	10.7918	10.8154	10.7815	10.7924	-0.0175	-0.0113		4.166e-07	2.8732e-06
2023-01-12 17:43:02	12/01/2023	1720.018	17:43:02.378	0.12	100.06	1000.02	1000.16	1000.12	499.96	0.0	0.04	-0.4133	2.8628	10.8051	10.8205	10.7847	10.798	-0.0175	-0.0113		4.133e-07	2.8628e-06
2023-01-12 17:43:08	12/01/2023	1726.373	17:43:08.733	431.42	100.1	1000.02	1000.16	1000.12	499.96	0.0	0.04	0.5281	0.0704	10.7991	10.8382	10.7963	10.7883	-0.0175	-0.0113		5.281e-07	7.04e-08
2023-01-12 17:43:15	12/01/2023	1733.582	17:43:15.942	499.88	100.08	1000.02	1000.16	1000.12	499.96	0.0	0.04	0.0251	0.0238	10.7806	10.8049	10.768	10.7786	-0.0175	-0.0114		2.51e-08	2.38e-08
2023-01-12 17:43:21	12/01/2023	1739.594	17:43:21.954	499.9	100.08	1000.02	1000.14	1000.1	499.96	0.0	0.04	0.0217	0.0238	10.9164	10.9314	10.8942	10.9035	-0.0175	-0.0114		2.17e-08	2.38e-08
