	Timestamp, mass 2	mass 2.0_value	Timestamp, mass 4	mass 4.0_value	Timestamp, mass 5.5	mass 5.5_value	Timestamp, mass 12	mass 12.0_value	Timestamp, mass 15	mass 15.0_value	Timestamp, mass 16	mass 16.0_value	Timestamp, mass 18	mass 18.0_value	Timestamp, mass 28	mass 28.0_value	Timestamp, mass 32	mass 32.0_value	Timestamp, mass 40	mass 40.0_value	Timestamp, mass 44	mass 44.0_value
32	2023-01-12 17:18:09.419	6.10046e-11	2023-01-12 17:18:06.418	7.794e-13	2023-01-12 17:18:06.418	1.056e-13	2023-01-12 17:18:06.418	3.424e-13	2023-01-12 17:18:06.417	2.249e-13	2023-01-12 17:18:06.417	6.094e-13	2023-01-12 17:18:06.418	1.3719e-12	2023-01-12 17:18:06.418	2.0339e-12	2023-01-12 17:18:06.419	1.877e-13	2023-01-12 17:18:05.667	3.87e-14	2023-01-12 17:14:44.017	2.37037e-11
33	2023-01-12 17:18:15.744	6.08504e-11	2023-01-12 17:18:12.743	7.787e-13	2023-01-12 17:18:12.743	1.193e-13	2023-01-12 17:18:12.743	3.265e-13	2023-01-12 17:18:12.742	1.994e-13	2023-01-12 17:18:12.742	6.086e-13	2023-01-12 17:18:12.743	1.3363e-12	2023-01-12 17:18:12.743	2.0197e-12	2023-01-12 17:18:12.744	2.057e-13	2023-01-12 17:18:11.992	2.48e-14	2023-01-12 17:14:44.017	2.37037e-11
34	2023-01-12 17:18:22.069	6.12954e-11	2023-01-12 17:18:19.068	7.814e-13	2023-01-12 17:18:19.068	1.093e-13	2023-01-12 17:18:19.068	3.235e-13	2023-01-12 17:18:19.067	2e-13	2023-01-12 17:18:19.067	6.285e-13	2023-01-12 17:18:19.068	1.3162e-12	2023-01-12 17:18:19.068	2.0214e-12	2023-01-12 17:18:19.069	1.901e-13	2023-01-12 17:18:18.317	2.89e-14	2023-01-12 17:14:44.017	2.365e-11
35	2023-01-12 17:18:28.394	6.11035e-11	2023-01-12 17:18:25.393	7.715e-13	2023-01-12 17:18:25.393	1.192e-13	2023-01-12 17:18:25.393	3.174e-13	2023-01-12 17:18:25.392	1.784e-13	2023-01-12 17:18:25.392	5.976e-13	2023-01-12 17:18:25.393	1.3338e-12	2023-01-12 17:18:25.393	2.0638e-12	2023-01-12 17:18:25.394	2.086e-13	2023-01-12 17:18:24.642	1.76e-14	2023-01-12 17:14:44.017	2.39187e-11
36	2023-01-12 17:18:34.719	6.13524e-11	2023-01-12 17:18:31.718	8.005e-13	2023-01-12 17:18:31.718	1.125e-13	2023-01-12 17:18:31.718	3.375e-13	2023-01-12 17:18:31.717	1.85e-13	2023-01-12 17:18:31.717	6.417e-13	2023-01-12 17:18:31.718	1.3799e-12	2023-01-12 17:18:31.718	2.0478e-12	2023-01-12 17:18:31.719	2.103e-13	2023-01-12 17:18:30.967	2.45e-14	2023-01-12 17:14:44.017	2.37575e-11
37	2023-01-12 17:18:41.044	6.13922e-11	2023-01-12 17:18:38.043	7.677e-13	2023-01-12 17:18:38.043	1.349e-13	2023-01-12 17:18:38.043	3.549e-13	2023-01-12 17:18:38.042	2.043e-13	2023-01-12 17:18:38.042	6.156e-13	2023-01-12 17:18:38.043	1.336e-12	2023-01-12 17:18:38.043	2.014e-12	2023-01-12 17:18:38.044	2.085e-13	2023-01-12 17:18:37.292	2.76e-14	2023-01-12 17:14:44.017	2.38112e-11
38	2023-01-12 17:18:47.369	6.08729e-11	2023-01-12 17:18:44.368	7.98e-13	2023-01-12 17:18:44.368	1.16e-13	2023-01-12 17:18:44.368	3.313e-13	2023-01-12 17:18:44.367	1.928e-13	2023-01-12 17:18:44.368	6.067e-13	2023-01-12 17:18:44.368	1.3434e-12	2023-01-12 17:18:44.368	2.0585e-12	2023-01-12 17:18:44.369	2.025e-13	2023-01-12 17:18:43.617	2.9e-14	2023-01-12 17:14:44.017	2.37037e-11
39	2023-01-12 17:18:53.694	6.12637e-11	2023-01-12 17:18:50.693	7.836e-13	2023-01-12 17:18:50.693	1.208e-13	2023-01-12 17:18:50.693	3.049e-13	2023-01-12 17:18:50.692	1.925e-13	2023-01-12 17:18:50.692	6.452e-13	2023-01-12 17:18:50.693	1.3663e-12	2023-01-12 17:18:50.693	2.0678e-12	2023-01-12 17:18:50.694	1.972e-13	2023-01-12 17:18:49.942	2.28e-14	2023-01-12 17:14:44.017	2.39725e-11
40	2023-01-12 17:19:00.019	6.124e-11	2023-01-12 17:18:57.018	7.731e-13	2023-01-12 17:18:57.018	1.055e-13	2023-01-12 17:18:57.018	3.44e-13	2023-01-12 17:18:57.017	1.871e-13	2023-01-12 17:18:57.017	6.276e-13	2023-01-12 17:18:57.018	1.3075e-12	2023-01-12 17:18:57.018	2.0478e-12	2023-01-12 17:18:57.019	1.962e-13	2023-01-12 17:18:56.267	3.28e-14	2023-01-12 17:14:44.017	2.37575e-11
41	2023-01-12 17:19:06.344	6.09143e-11	2023-01-12 17:19:03.343	7.829e-13	2023-01-12 17:19:03.343	1.027e-13	2023-01-12 17:19:03.343	3.557e-13	2023-01-12 17:19:03.342	1.795e-13	2023-01-12 17:19:03.342	6.137e-13	2023-01-12 17:19:03.343	1.3499e-12	2023-01-12 17:19:03.343	1.9822e-12	2023-01-12 17:19:03.344	2.174e-13	2023-01-12 17:19:02.592	1.42e-14	2023-01-12 17:14:44.017	2.35962e-11
